,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2272,1933,1375,1425,1374,1321,1038,1031,150.34,205.32
1,Revenue Growth (YoY),65.28%,35.62%,0.03%,7.88%,32.33%,28.13%,590.78%,402.27%,-18.46%,28.34%
2,Cost of Revenue,1131,918.04,667.67,849.94,891.85,841.03,515.47,390.4,33.68,66.68
3,Gross Profit,1141,1015,706.88,575.55,482.36,480.3,523.02,640.86,116.66,138.64
4,"Selling, General & Admin",587.38,530.36,330.08,345.94,249.94,907.71,327.3,426.29,112.56,80.57
5,Research & Development,163.94,178.04,136.48,121.01,91.06,77.17,53.69,47.31,11.22,10.76
6,Other Operating Expenses,9.84,-1.12,-0.16,0.26,-0.77,1.85,-5.1,-3.62,-0.18,-0.44
7,Operating Expenses,761.16,709.27,466.4,468.53,340.22,992.39,385.4,477.67,123.44,90.89
8,Operating Income,379.87,305.93,240.48,107.02,142.14,-512.08,137.62,163.19,-6.78,47.75
9,Interest Expense,-5.41,-3.41,-2.54,-1.39,-0.12,-2.3,-3.53,-3.57,-0.13,-0.04
10,Interest & Investment Income,23.62,19.1,2.36,0.35,0.63,1.66,0.55,0.39,1.41,21.08
11,Earnings From Equity Investments,-0.12,12.49,34.82,18.81,-0.16,-0.12,-0.08,-0.01,-,-
12,Currency Exchange Gain (Loss),-8.77,-29.84,34.68,8.38,11.63,-18.25,-6.99,-33.05,3.69,2.4
13,Other Non Operating Income (Expenses),-0.38,-0.49,-0.1,0.5,-0.78,-0.06,-0.1,-,-,-
14,EBT Excluding Unusual Items,388.81,303.78,309.71,133.68,153.33,-531.16,127.47,126.95,-1.82,71.19
15,Impairment of Goodwill,-,-,-,-,-,-,-,-5.03,-,-
16,Gain (Loss) on Sale of Investments,-4.14,156.87,2.4,-0.39,0.76,5.98,3.83,3.83,6.25,-0.46
17,Other Unusual Items,-,-,-,-,-,-,-,-,-,-12.83
18,Pretax Income,384.68,460.64,312.11,133.29,154.09,-525.18,131.3,125.75,4.43,57.89
19,Income Tax Expense,-2.94,2.31,9.84,0.32,-0.28,0.3,-7.06,14.83,1.01,1.2
20,Earnings From Continuing Operations,387.62,458.34,302.27,132.96,154.37,-525.48,138.36,110.93,3.42,56.69
21,Minority Interest in Earnings,-162.94,-130.8,-116.97,-85.53,-71.67,201.82,-100.98,-74.66,-,-
22,Net Income,224.68,327.54,185.3,47.43,82.71,-323.66,37.38,36.27,3.42,56.69
23,Net Income to Common,224.68,327.54,185.3,47.43,82.71,-323.66,37.38,36.27,3.42,56.69
24,Net Income Growth,21.25%,590.58%,124.05%,-,121.27%,-,994.17%,-36.02%,-70.87%,113.70%
25,Shares Outstanding (Basic),1140,1144,1152,1147,1140,999,999,998,1000,807
26,Shares Outstanding (Diluted),1143,1144,1163,1147,1164,999,999,998,1000,807
27,Shares Change (YoY),-1.73%,-0.25%,-0.06%,14.73%,16.55%,0.17%,-0.11%,23.66%,15.63%,-6.89%
28,EPS (Basic),0.20,0.29,0.16,0.04,0.07,-0.32,0.04,0.04,0.00,0.07
29,EPS (Diluted),0.20,0.28,0.16,0.04,0.07,-0.33,0.04,0.04,0.00,0.07
30,EPS Growth,22.02%,588.99%,125.40%,-,89.70%,-,1147.33%,-48.26%,-77.70%,129.51%
31,Free Cash Flow,354.13,570.71,173.4,224,77.74,231.73,158.12,234.94,58.67,49.69
32,Free Cash Flow Per Share,0.31,0.50,0.15,0.20,0.07,0.23,0.16,0.24,0.06,0.06
33,Operating Margin,16.72%,15.82%,17.50%,7.51%,10.34%,-38.76%,13.25%,15.82%,-4.51%,23.26%
34,Profit Margin,9.89%,16.94%,13.48%,3.33%,6.02%,-24.50%,3.60%,3.52%,2.27%,27.61%
35,Free Cash Flow Margin,15.59%,29.52%,12.62%,15.71%,5.66%,17.54%,15.23%,22.78%,39.02%,24.20%
36,EBITDA,428.38,316.87,296.22,123.18,168.2,-496.03,162.85,181.35,-4.56,45.98
37,D&A For EBITDA,48.5,10.94,55.74,16.16,26.06,16.05,25.23,18.16,2.22,-1.77
38,EBIT,379.87,305.93,240.48,107.02,142.14,-512.08,137.62,163.19,-6.78,47.75
39,Advertising Expenses,439.48,-,240.21,-,194.1,-,288.12,-,93.57,-
