,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1489,1386,774.89,596.73,737.95,724.59,607.62,431.02,371.74,182.86
1,Trading Asset Securities,269.24,170.95,37.72,149.4,138.43,166.12,152.22,178.01,120.64,132.65
2,Cash & Short-Term Investments,1758,1557,812.62,746.13,876.38,890.71,759.84,609.02,492.39,315.51
3,Cash Growth,116.39%,108.72%,-7.28%,-16.23%,15.34%,46.25%,54.32%,93.03%,104.65%,13.25%
4,Accounts Receivable,273.5,243.16,175.12,164.88,157.73,146.81,135.36,144.39,120.82,163.38
5,Other Receivables,109.52,103.52,110.83,56.89,96.1,82.03,7.67,6.02,14.16,92.95
6,Receivables,383.01,346.68,285.95,221.77,253.83,228.84,143.03,150.41,134.98,256.33
7,Inventory,20.11,19.3,-,-,-,-,-,-,-,-
8,Other Current Assets,25.1,18.84,8.62,8.72,9.5,6.45,6.06,3.27,3.63,2.4
9,Total Current Assets,2187,1942,1107,976.62,1140,1126,908.93,762.7,630.99,574.25
10,"Property, Plant & Equipment",110.03,124.88,113.01,122.16,13.05,16.11,12.66,6.89,7.66,6.96
11,Long-Term Investments,64.71,60.93,291.35,214.28,28.69,29.55,11.82,9.49,3.36,187.36
12,Goodwill,385.51,385.51,197.29,197.29,197.29,197.29,197.29,197.29,204.32,5.07
13,Other Intangible Assets,235.87,260.47,165.25,185.64,206.02,226.41,246.8,267.19,287.58,3.93
14,Long-Term Deferred Tax Assets,0.46,0.02,0.72,0.22,0.25,0.25,0.25,13.24,30.64,-
15,Other Long-Term Assets,15.9,16.92,23.05,24.02,35.43,26.84,18.63,11.38,2.44,-
16,Total Assets,2999,2791,1898,1720,1620,1622,1396,1268,1167,777.56
17,Accounts Payable,282.96,293,132.31,189.74,175.08,226.12,156.8,155.94,135.77,89.94
18,Accrued Expenses,170.46,233.53,107.33,109.57,50.81,121.96,89.53,100.5,15.01,8.56
19,Short-Term Debt,0.08,0.04,0.06,0.07,0.04,0.03,0.03,0.02,0.07,0.05
20,Current Portion of Leases,37.49,32.79,24.02,25.88,5.42,7.5,3.85,3.23,4.43,3.24
21,Current Income Taxes Payable,4.73,17.58,13.1,4.93,2.32,-,0.41,0.83,1.24,5.23
22,Current Unearned Revenue,78.16,74.82,24.42,18.09,14.74,14.88,17.71,14.87,10.62,-
23,Other Current Liabilities,47.88,44.66,10.99,0.8,9.92,356.8,134.64,134.1,3.09,24.01
24,Total Current Liabilities,621.77,696.41,312.21,349.07,258.32,727.3,402.97,409.49,170.21,131.03
25,Long-Term Leases,58.12,75.44,74.77,86.24,0.42,3.23,4.41,0.1,1.22,3.07
26,Long-Term Deferred Tax Liabilities,66.99,70.41,44.12,46.89,49.21,51.81,51.52,71.57,74.52,8.91
27,Other Long-Term Liabilities,0.8,1.1,-,-,-,-,-,-,-,-
28,Total Liabilities,747.67,843.36,431.1,482.21,307.95,782.33,458.9,481.16,245.96,143.02
29,Common Stock,0.82,0.82,0.82,0.82,0.82,0.76,0.7,0.7,0.7,0.7
30,Additional Paid-In Capital,669.52,669.52,669.52,669.52,669.52,387.16,93.7,93.7,95.22,95.22
31,Retained Earnings,704.73,487.3,154.87,-25.55,-76.45,-155.68,164.5,130.6,90.85,90.91
32,Treasury Stock,-49.53,-40.4,-35.36,-12.72,-12.72,-,-,-,-,-
33,Comprehensive Income & Other,-28.93,3.71,133.15,75.75,294.56,244.57,328.62,311.48,471.95,447.72
34,Total Common Equity,1297,1121,923,707.82,875.73,476.8,587.52,536.47,658.72,634.55
35,Minority Interest,954.86,826.55,543.74,530.19,436.76,363.29,349.96,250.54,262.3,-
36,Shareholders' Equity,2251,1947,1467,1238,1312,840.09,937.48,787.01,921.02,634.55
37,Total Liabilities & Equity,2999,2791,1898,1720,1620,1622,1396,1268,1167,777.56
38,Total Debt,95.68,108.27,98.85,112.19,5.87,10.77,8.3,3.35,5.72,6.36
39,Net Cash (Debt),1663,1449,713.77,633.94,870.5,879.94,751.54,605.67,486.67,309.15
40,Net Cash Growth,132.95%,128.58%,-18.00%,-27.96%,15.83%,45.28%,54.43%,95.91%,103.47%,12.21%
41,Net Cash Per Share,1.45,1.27,0.61,0.55,0.75,0.88,0.75,0.61,0.49,0.38
42,Filing Date Shares Outstanding,1162,1167,1170,1186,1186,1191,998.85,998.85,1000,1000
43,Total Common Shares Outstanding,1162,1167,1170,1186,1186,1099,998.85,998.85,1000,1000
44,Working Capital,1565,1246,794.97,627.54,881.38,398.7,505.96,353.21,460.77,443.22
45,Book Value Per Share,1.12,0.96,0.79,0.60,0.74,0.43,0.59,0.54,0.66,0.63
46,Tangible Book Value,675.22,474.97,560.47,324.9,472.42,53.1,143.43,72,166.83,625.55
47,Tangible Book Value Per Share,0.58,0.41,0.48,0.27,0.40,0.05,0.14,0.07,0.17,0.63
48,Machinery,-,19.32,-,13.98,11.06,7.95,6.47,5.34,3.34,2.56
49,Leasehold Improvements,-,15.33,-,8.1,3.25,3.25,3.22,1.9,0.75,0.75
