,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6698,7130,101115,128281,123483,146954,167921,167153,188779,248985,Upgrade
1,Trading Asset Securities,10494,11688,11652,11414,11120,14207,15232,6596,12219,7933,Upgrade
2,Cash & Short-Term Investments,17192,18818,112767,139695,134603,161161,183153,173749,200998,256918,Upgrade
3,Cash Growth,-84.75%,-86.53%,-16.22%,-13.32%,-26.51%,-7.24%,-8.88%,-32.37%,-10.01%,6.89%,Upgrade
4,Accounts Receivable,48700,38226,44072,48495,47427,48446,49832,49009,50378,54785,Upgrade
5,Other Receivables,212476,206099,266162,286340,294858,283067,247847,263804,302410,296884,Upgrade
6,Receivables,261176,244325,310234,334835,342285,331513,297690,312824,352799,351683,Upgrade
7,Inventory,683489,740828,882668,942487,1065940,1064189,1125634,1095158,991295,867862,Upgrade
8,Restricted Cash,38086,56686,29454,19269,24493,34346,18317,16470,16743,19363,Upgrade
9,Other Current Assets,77803,95530,97522,100796,108895,122728,141774,143955,144755,135691,Upgrade
10,Total Current Assets,1077746,1156187,1432645,1537082,1676216,1713937,1766568,1742156,1706590,1631517,Upgrade
11,"Property, Plant & Equipment",26569,28365,29624,30354,31029,32084,31580,31203,29015,28687,Upgrade
12,Long-Term Investments,53762,56111,67841,77597,80814,82735,72382,67426,58585,55395,Upgrade
13,Other Intangible Assets,846,1004,1556,1558,1393,1370,1408,1423,1236,745,Upgrade
14,Long-Term Deferred Tax Assets,20297,20570,39979,42781,40896,40057,39941,36466,30724,27031,Upgrade
15,Other Long-Term Assets,30288,30755,46884,55095,61131,78182,105584,137135,137119,163777,Upgrade
16,Total Assets,1209508,1292992,1618529,1744467,1891479,1948365,2017463,2015809,1963269,1907152,Upgrade
17,Accounts Payable,200736,192848,202237,191621,247434,285122,355606,389384,353728,329305,Upgrade
18,Accrued Expenses,40594,49131,59431,62797,62272,58758,55400,59141,57411,61776,Upgrade
19,Short-Term Debt,-,5741,4172,1709,7063,11542,12973,19077,26760,23556,Upgrade
20,Current Portion of Long-Term Debt,203546,186632,104531,91999,65790,67476,73848,77164,79058,92995,Upgrade
21,Current Portion of Leases,203,282,80,90,106,186,214,208,240,258,Upgrade
22,Current Income Taxes Payable,38981,36131,29314,31719,33654,39160,32539,39519,34044,40367,Upgrade
23,Current Unearned Revenue,420106,489021,603588,668162,731922,709255,724271,695614,685818,646996,Upgrade
24,Other Current Liabilities,165231,166459,186921,183112,190818,207406,214786,212852,216934,203499,Upgrade
25,Total Current Liabilities,1069397,1126245,1190274,1231209,1339059,1378905,1469637,1492959,1453993,1398752,Upgrade
26,Long-Term Debt,46606,57276,149202,177599,220824,238904,237414,230244,236223,253331,Upgrade
27,Long-Term Leases,1319,1722,522,321,492,506,504,447,373,651,Upgrade
28,Long-Term Unearned Revenue,176,194,203,186,168,216,238,152,119,215,Upgrade
29,Long-Term Deferred Tax Liabilities,17954,18946,23868,25245,27316,28123,30406,32472,35684,32763,Upgrade
30,Other Long-Term Liabilities,-,-,91,334,604,1084,1588,2532,1881,2832,Upgrade
31,Total Liabilities,1135452,1204383,1364160,1434894,1588463,1647738,1739787,1758806,1728273,1688544,Upgrade
