,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,102102,174706,226309,268008,162363,288134,234930,277899,184957,283902,Upgrade
1,Revenue Growth (YoY),-54.88%,-34.81%,39.38%,-6.98%,-30.89%,3.68%,27.02%,-2.11%,-8.44%,14.85%,Upgrade
2,Cost of Revenue,103806,244052,250572,252335,145153,241636,188646,221881,140070,212121,Upgrade
3,Gross Profit,-1704,-69346,-24263,15673,17210,46498,46284,56018,44887,71781,Upgrade
4,"Selling, General & Admin",4851,8176,9857,10876,8860,14921,13913,14203,13468,15234,Upgrade
5,Research & Development,253,700,704,1190,974,2017,1291,1619,1030,1353,Upgrade
6,Other Operating Expenses,1138,-2754,7204,1432,-711,-1026,-272,239,-1313,-479,Upgrade
7,Operating Expenses,6242,6929,17765,13245,9168,15376,15483,17510,13185,16108,Upgrade
8,Operating Income,-7946,-76275,-42028,2428,8042,31122,30801,38508,31702,55673,Upgrade
9,Interest Expense,-2482,-5203,-,-,-,-,-,-,-,-,Upgrade
10,Interest & Investment Income,387,397,961,858,914,788,1350,1594,2508,865,Upgrade
11,Earnings From Equity Investments,506,-368,519,1871,1855,1931,3122,3675,2583,2791,Upgrade
12,Currency Exchange Gain (Loss),-217,677,-3038,-3897,-4482,855,831,3864,-622,-599,Upgrade
13,Other Non Operating Income (Expenses),-,-36436,-,-3010,-257,-1637,-,-,-,-,Upgrade
14,EBT Excluding Unusual Items,-9752,-117208,-43586,-1750,6072,33059,36104,47641,36171,58730,Upgrade
15,Gain (Loss) on Sale of Investments,-427,-1605,-1568,-197,687,-1091,1091,990,-990,-542,Upgrade
16,Gain (Loss) on Sale of Assets,-278,83,-779,-347,-1403,-357,245,621,265,585,Upgrade
17,Asset Writedown,-374,-2565,-838,-21,-96,-179,-48,10,3,110,Upgrade
18,Other Unusual Items,-,190,623,2318,98,272,-147,380,438,568,Upgrade
19,Pretax Income,-10831,-121105,-46148,3,5358,31704,37245,49642,35887,59451,Upgrade
20,Income Tax Expense,4233,28396,5313,4872,3451,13142,14825,17450,13961,21306,Upgrade
21,Earnings From Continuing Operations,-15064,-149501,-51461,-4869,1907,18562,22420,32192,21926,38145,Upgrade
22,Minority Interest in Earnings,2222,20033,2529,-1795,-1295,-6761,-7424,-11302,-7794,-14230,Upgrade
23,Net Income,-12842,-129468,-48932,-6664,612,11801,14996,20890,14132,23915,Upgrade
24,Net Income to Common,-12842,-129468,-48932,-6664,612,11801,14996,20890,14132,23915,Upgrade
25,Net Income Growth,-,-,-,-,-95.92%,-43.51%,6.11%,-12.65%,-9.61%,10.31%,Upgrade
26,Shares Outstanding (Basic),27989,27581,27355,24350,22862,22229,21763,21713,21569,21389,Upgrade
27,Shares Outstanding (Diluted),27989,27581,27355,24350,22889,22916,22488,22450,22292,22108,Upgrade
28,Shares Change (YoY),2.32%,13.27%,19.51%,6.26%,1.78%,2.08%,0.88%,1.55%,1.10%,-0.58%,Upgrade
29,EPS (Basic),-0.46,-4.69,-1.79,-0.27,0.03,0.53,0.69,0.96,0.66,1.12,Upgrade
30,EPS (Diluted),-0.46,-4.69,-1.79,-0.28,0.03,0.53,0.68,0.94,0.63,1.08,Upgrade
31,EPS Growth,-,-,-,-,-96.06%,-43.61%,7.97%,-13.25%,-11.27%,11.14%,Upgrade
32,Free Cash Flow,-209,-79519,2833,29539,4654,-1481,9210,-7341,-17288,11888,Upgrade
33,Free Cash Flow Per Share,-0.01,-2.88,0.10,1.21,0.20,-0.06,0.41,-0.33,-0.78,0.54,Upgrade
34,Dividend Per Share,-,-,-,-,-,0.101,0.210,0.250,0.205,0.343,Upgrade
35,Dividend Growth,-,-,-,-,-,-59.49%,2.09%,-27.07%,-10.14%,12.96%,Upgrade
36,Operating Margin,-7.78%,-43.66%,-18.57%,0.91%,4.95%,10.80%,13.11%,13.86%,17.14%,19.61%,Upgrade
37,Profit Margin,-12.58%,-74.11%,-21.62%,-2.49%,0.38%,4.10%,6.38%,7.52%,7.64%,8.42%,Upgrade
38,Free Cash Flow Margin,-0.20%,-45.52%,1.25%,11.02%,2.87%,-0.51%,3.92%,-2.64%,-9.35%,4.19%,Upgrade
39,EBITDA,-7082,-75488,-41168,3240,8967,31965,31773,39527,32219,56311,Upgrade
40,D&A For EBITDA,864,787,860,812,925,843,972,1019,517,638,Upgrade
41,EBIT,-7946,-76275,-42028,2428,8042,31122,30801,38508,31702,55673,Upgrade
42,Advertising Expenses,118,-,814,-,565,-,2040,-,1945,-,Upgrade
