,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,80,49,89,262,244,471,506,1170,1327,251,61,Upgrade
1,Market Cap Growth,-81.94%,-81.33%,-63.57%,-44.44%,-51.72%,-59.70%,-61.84%,365.78%,2087.36%,125.82%,-65.12%,Upgrade
2,Enterprise Value,119,55,74,237,208,451,452,1080,1278,219,80,Upgrade
3,Last Close Price,0.09,0.06,0.10,0.30,0.28,0.54,0.58,1.34,1.52,0.34,0.10,Upgrade
4,PS Ratio,3.86,2.35,3.71,25.43,-,78.64,-,25.72,24.60,3.92,0.92,Upgrade
5,PB Ratio,19.58,11.92,4.97,3.39,2.83,3.64,3.45,4.42,4.87,1.11,0.28,Upgrade
6,P/TBV Ratio,11.92,11.92,4.97,3.39,2.83,3.10,3.10,4.24,4.68,1.06,0.28,Upgrade
7,P/FCF Ratio,-,-,-,487.63,-,33.99,-,-,-,-12.22,-,Upgrade
8,P/OCF Ratio,-,-,-,487.63,-,23.07,-,-,-,-13.99,-,Upgrade
9,EV/Sales Ratio,5.73,2.64,3.10,23.03,-,75.19,-,23.75,23.70,3.41,1.20,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,931.16,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,942.85,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-5.73,-,-,441.57,-,32.50,-,-,-,-10.64,-,Upgrade
13,Debt / Equity Ratio,10.46,10.46,0.73,0.13,-,0.15,0.23,0.22,0.16,0.20,0.25,Upgrade
14,Debt / FCF Ratio,-,-,-,18.06,-,1.42,-,-,-,-2.23,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,0.32%,-,-,-,-,-,Upgrade
16,Earnings Yield,-79.26%,-130.22%,-66.67%,-3.63%,-,-2.41%,-,-6.52%,-1.15%,-32.36%,-162.23%,Upgrade
17,FCF Yield,-25.89%,-42.53%,-9.75%,0.21%,-,2.94%,-,-8.58%,-4.44%,-8.18%,-61.23%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-0.00%,-,-34.50%,-60.63%,-60.49%,-18.83%,Upgrade,
19,Total Shareholder Return,-,-,-,-,-0.00%,-,-34.50%,-60.63%,-60.49%,-18.83%,Upgrade,
