,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,943.68,1265,1183,1164,806.72,973.15,27178,24923,22415,20380,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,29.05,Upgrade
2,Cash & Short-Term Investments,943.68,1265,1183,1164,806.72,973.15,27178,24923,22415,20409,Upgrade
3,Cash Growth,-20.25%,8.62%,46.68%,19.66%,-97.03%,-96.10%,21.25%,22.12%,-13.24%,-22.43%,Upgrade
4,Accounts Receivable,1670,1489,2589,1685,3140,3199,2085,2537,9458,3240,Upgrade
5,Other Receivables,17249,14109,20286,15099,17679,11669,7875,8496,1509,2228,Upgrade
6,Receivables,18919,15598,22875,16785,20820,14970,9960,11257,10967,5670,Upgrade
7,Inventory,38855,37248,43441,44135,49800,52011,38597,32710,34707,35591,Upgrade
8,Prepaid Expenses,-,642.44,-,1381,-,1375,-,962.3,-,1005,Upgrade
9,Other Current Assets,750.98,4971,1331,7673,2795,9908,4257,6371,4223,7045,Upgrade
10,Total Current Assets,59468,59724,68830,71138,74221,79236,79992,76224,72312,69720,Upgrade
11,"Property, Plant & Equipment",1030,1359,1402,1531,1556,1707,1766,1914,3202,3221,Upgrade
12,Long-Term Investments,3988,4007,4402,4547,5764,6507,8396,6987,3738,3505,Upgrade
13,Goodwill,922.03,923.05,902.08,906.98,902.38,902.38,2754,2330,2330,2399,Upgrade
14,Other Intangible Assets,12.04,14.7,16.6,21.38,26.15,30.93,1033,953.46,1022,1130,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,-,6.73,14.57,18.21,22.23,Upgrade
16,Long-Term Deferred Tax Assets,997.22,1006,1455,1474,1464,1455,665.73,746.47,777.85,710.65,Upgrade
