,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,496,335,323,1155,1155,1155,1876,5080,7790,8364,8363,Upgrade
1,Market Cap Growth,-71.00%,-71.00%,-72.00%,0%,-38.46%,-77.27%,-75.92%,-39.27%,-6.86%,1.44%,61.24%,Upgrade
2,Enterprise Value,71552,70894,70388,46910,46910,46910,47631,44160,37208,37347,33122,Upgrade
3,Last Close Price,0.09,0.06,0.06,0.20,0.20,0.20,0.33,0.88,1.26,1.35,1.30,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,4.09,6.71,8.79,8.56,Upgrade
5,Forward PE,-,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,Upgrade
6,PS Ratio,0.03,0.02,0.02,0.10,0.10,0.12,0.10,0.18,0.30,0.39,0.39,Upgrade
7,PB Ratio,-0.06,-0.06,-0.14,0.61,0.22,0.14,0.14,0.16,0.27,0.37,0.36,Upgrade
8,P/TBV Ratio,-,-,-,-,8.00,0.37,0.28,0.40,0.58,0.75,0.73,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,1.93,22.70,-,Upgrade
10,P/OCF Ratio,-,-,-0.44,-,-,-,-,-,1.85,10.40,-,Upgrade
11,PEG Ratio,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,Upgrade
12,EV/Sales Ratio,4.95,4.90,4.03,4.25,4.25,4.80,2.46,1.56,1.44,1.72,1.55,Upgrade
13,EV/EBITDA Ratio,44.87,-,40.58,67.03,76.47,-,-,14.35,9.03,7.82,7.86,Upgrade
14,EV/EBIT Ratio,49.20,-,44.09,81.89,100.37,-,-,16.57,10.10,8.72,8.77,Upgrade
15,EV/FCF Ratio,-97.97,-,-,-,-,-,-,-,9.21,101.36,-,Upgrade
16,Debt / Equity Ratio,-12.28,-12.28,-30.58,35.54,12.99,8.00,5.48,1.99,1.97,2.08,1.92,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,14.11,126.25,-,Upgrade
18,Return on Capital Employed (ROCE),13.30%,-,12.82%,5.35%,3.97%,-,-,3.69%,5.69%,8.05%,6.86%,Upgrade
19,Earnings Yield,-1502.38%,-2227.67%,-2211.08%,-508.82%,-594.49%,-1416.50%,-684.74%,24.48%,14.90%,11.38%,11.69%,Upgrade
20,FCF Yield,-147.12%,-218.14%,-260.38%,-105.29%,-82.83%,-634.57%,-665.56%,-71.67%,51.89%,4.40%,-23.20%,Upgrade
21,Buyback Yield / Dilution,-,-,-,0.00%,0.30%,0.51%,0.19%,-0.09%,-0.14%,-0.27%,Upgrade,
22,Total Shareholder Return,-,-,-,0.00%,0.30%,0.51%,0.19%,-0.09%,-0.14%,-0.27%,Upgrade,
