,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,22,46,46,50,69,142,128,215,312,348,1031,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,-33.33%,-64.52%,-46.43%,-34.04%,-58.82%,-38.16%,-69.78%,-65.45%,15.98%,Upgrade
2,Enterprise Value,1332,1413,1622,1727,2049,2294,2384,2371,2476,2143,3041,Upgrade
3,Last Close Price,0.19,0.40,0.40,0.44,0.60,1.24,1.12,1.88,2.72,3.04,9.00,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,2.71,Upgrade
5,Forward PE,-,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,Upgrade
6,PS Ratio,0.07,0.14,0.15,0.16,0.13,0.17,0.10,0.12,0.14,0.11,0.24,Upgrade
7,PB Ratio,0.03,0.10,0.07,0.06,0.06,0.08,0.05,0.06,0.09,0.08,0.24,Upgrade
8,P/TBV Ratio,0.07,0.07,0.06,0.07,0.07,0.10,0.07,0.08,0.11,0.11,0.31,Upgrade
9,P/FCF Ratio,-,-1.80,-,-2.77,-,-2.73,-,-0.99,-,-,-,Upgrade
10,P/OCF Ratio,14.80,14.80,-,1.42,0.91,0.76,0.63,0.85,-6.32,-,1.99,Upgrade
11,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,Upgrade
12,EV/Sales Ratio,4.04,4.29,5.14,5.50,3.85,2.68,1.79,1.27,1.15,0.65,0.70,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-10.17,-,-,-118.70,-,4.11,3.52,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,6.81,4.63,Upgrade
15,EV/FCF Ratio,-52.24,-55.39,-,-94.83,-,-44.08,-,-10.95,-,-,-,Upgrade
16,Debt / Equity Ratio,3.83,3.83,2.72,2.42,1.67,1.11,0.87,0.62,0.60,0.49,0.51,Upgrade
17,Debt / FCF Ratio,-,-67.62,-,-106.80,-,-39.71,-,-9.89,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,6.80%,12.49%,Upgrade
19,Earnings Yield,-419.83%,-198.37%,-516.66%,-1703.03%,-1465.55%,-959.12%,-874.37%,-405.10%,-239.27%,45.63%,36.90%,Upgrade
20,FCF Yield,-117.81%,-55.66%,-85.13%,-36.13%,31.53%,-36.64%,-28.37%,-100.54%,-167.07%,-100.68%,8.45%,Upgrade
