,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,697,633,624,832,1000,992,1216,1224,1320,1368,488
1,Market Cap Growth,-23.94%,-23.94%,-37.57%,-16.13%,-17.76%,-18.95%,-7.88%,-10.53%,170.49%,-,-
2,Enterprise Value,629,569,592,830,936,867,1068,1057,1172,1262,462
3,Last Close Price,0.87,0.79,0.75,1.01,1.19,1.17,1.41,1.40,1.47,1.52,0.53
4,PE Ratio,16.77,15.00,15.31,20.57,17.71,15.50,17.83,17.43,18.01,19.95,6.72
5,PS Ratio,1.34,1.22,1.13,1.37,1.86,2.07,2.22,2.23,2.59,2.73,0.93
6,PB Ratio,1.62,1.48,1.48,2.08,2.52,2.58,3.28,3.45,3.74,4.31,1.60
7,P/TBV Ratio,1.47,1.47,1.48,2.08,2.51,2.57,3.27,3.45,3.74,4.31,1.60
8,P/FCF Ratio,16.83,-,8.71,-21.61,-,19.71,-251.03,-,16.96,25.50,28.79
9,P/OCF Ratio,15.11,-,7.37,-37.26,-,19.54,-279.22,-,16.87,24.91,26.57
10,EV/Sales Ratio,1.21,1.10,1.07,1.37,1.74,1.80,1.95,1.92,2.30,2.52,0.89
11,EV/EBITDA Ratio,11.15,11.05,11.17,15.38,14.81,12.18,12.98,13.60,15.42,16.47,4.88
12,EV/EBIT Ratio,13.88,12.56,12.56,16.84,15.41,12.35,13.10,13.74,15.57,16.63,4.91
13,EV/FCF Ratio,15.18,-,8.26,-21.56,-,17.22,-220.45,-,15.06,23.52,27.28
14,Debt / Equity Ratio,0.09,0.09,0.09,0.15,0.15,0.08,0.05,0.03,0.05,0.02,0.01
15,Debt / FCF Ratio,0.94,-,0.50,-1.53,-,0.60,-3.75,-,0.25,0.10,0.19
16,Return on Capital Employed (ROCE),10.50%,10.50%,11.03%,12.09%,14.96%,17.98%,21.90%,21.55%,21.25%,23.73%,30.73%
17,Earnings Yield,6.05%,6.67%,6.53%,4.86%,5.65%,6.45%,5.61%,5.74%,5.55%,5.01%,14.89%
18,FCF Yield,5.94%,6.54%,11.48%,-4.63%,-4.27%,5.07%,-0.40%,1.04%,5.90%,3.92%,3.47%
19,Dividend Yield,2.18%,2.42%,2.66%,2.28%,2.69%,3.17%,2.99%,1.50%,-,-,-
20,Buyback Yield / Dilution,-0.28%,-0.38%,-0.18%,-0.02%,-,-,-,-,-2.38%,-33.33%,-30.24%
21,Total Shareholder Return,1.91%,2.04%,2.48%,2.26%,2.69%,3.17%,2.99%,1.50%,-2.38%,-33.33%,-30.24%
