,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,248.37,271.2,282.34,324.7,213.79,266.39,280.93,268.9,240.01,261.04
1,Revenue Growth (YoY),-12.03%,-16.48%,32.06%,21.89%,-23.90%,-0.93%,17.05%,3.01%,-8.14%,60.30%
2,Cost of Revenue,211.69,224.17,241.54,275.12,168.43,215.36,224.44,218.36,187.94,211.31
3,Gross Profit,36.68,47.04,40.8,49.58,45.36,51.03,56.49,50.53,52.07,49.74
4,"Selling, General & Admin",18.05,19.4,21.27,19.69,14.41,13.73,12.28,14.14,11,14.5
5,Operating Expenses,18.93,19.46,21.27,19.82,14.41,11.79,14.23,15.9,11.44,14.5
6,Operating Income,17.75,27.58,19.53,29.76,30.95,39.24,42.26,34.64,40.63,35.24
7,Interest Expense,-0.55,-0.7,-1.03,-0.67,-0.26,-0.13,-0.18,-0.09,-0.08,-0.06
8,Interest & Investment Income,0.92,0.56,0.28,0.77,0.24,0.16,0.14,0.26,0.65,0.9
9,Other Non Operating Income (Expenses),1.19,2.74,-0.27,0.3,-0.8,0.02,0.1,0.13,-,0.23
10,EBT Excluding Unusual Items,19.3,30.18,18.52,30.16,30.13,39.29,42.32,34.93,41.2,36.31
11,Gain (Loss) on Sale of Assets,-,0.02,0.02,-,0.05,0.1,-,-,-,0.13
12,Asset Writedown,0.06,-,0.03,-,-,-,-,-,-,-0.04
13,Other Unusual Items,-,0.03,-,0.02,5.62,-,-,6.05,4.29,-
14,Pretax Income,19.36,30.23,18.57,30.18,35.79,39.39,42.32,40.98,45.49,36.39
15,Income Tax Expense,3.25,5.11,3.27,5.2,4.88,6.53,7.2,5.87,7.29,6.01
16,Earnings From Continuing Operations,16.11,25.12,15.3,24.99,30.91,32.86,35.13,35.1,38.2,30.38
17,Minority Interest in Earnings,0.2,0.75,-0.38,0.54,0.04,0.2,-,-,-,-
18,Net Income,16.31,25.87,14.92,25.52,30.95,33.06,35.13,35.1,38.2,30.38
19,Net Income to Common,16.31,25.87,14.92,25.52,30.95,33.06,35.13,35.1,38.2,30.38
20,Net Income Growth,9.34%,1.37%,-51.80%,-22.79%,-11.88%,-5.83%,-8.05%,15.54%,-9.63%,44.58%
21,Shares Outstanding (Basic),801,800,800,800,800,800,800,800,800,781
22,Shares Outstanding (Diluted),803,801,800,800,800,800,800,800,800,781
23,Shares Change (YoY),0.38%,0.18%,0.02%,-,-,-,-,2.38%,33.33%,30.24%
24,EPS (Basic),0.02,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.04
25,EPS (Diluted),0.02,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.04
26,EPS Growth,7.25%,-0.05%,-51.80%,-22.79%,-11.88%,-5.83%,-8.05%,12.85%,-32.22%,11.02%
27,Free Cash Flow,-3.15,44.53,27.11,-65.6,22.95,27.39,-32.24,44.97,32.85,20.8
28,Free Cash Flow Per Share,-0.00,0.06,0.03,-0.08,0.03,0.03,-0.04,0.06,0.04,0.03
29,Dividend Per Share,0.006,0.013,0.007,0.016,0.016,0.021,0.021,-,-,-
30,Dividend Growth,-14.29%,-18.75%,-56.25%,-23.81%,-23.81%,-,-,-,-,-
31,Operating Margin,7.14%,10.17%,6.92%,9.17%,14.47%,14.73%,15.04%,12.88%,16.93%,13.50%
32,Profit Margin,6.57%,9.54%,5.28%,7.86%,14.48%,12.41%,12.50%,13.05%,15.92%,11.64%
33,Free Cash Flow Margin,-1.27%,16.42%,9.60%,-20.20%,10.73%,10.28%,-11.47%,16.72%,13.69%,7.97%
34,EBITDA,20.87,30.67,22.32,31.64,31.53,39.61,42.66,35.03,41.01,35.61
35,D&A For EBITDA,3.12,3.1,2.79,1.88,0.58,0.38,0.39,0.4,0.38,0.37
36,EBIT,17.75,27.58,19.53,29.76,30.95,39.24,42.26,34.64,40.63,35.24
