,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,968.11,887.64,918.43,804.68,743.7,765.24,597.89,660.41,439.6,503
1,Revenue Growth (YoY),5.41%,10.31%,23.49%,5.16%,24.39%,15.87%,36.01%,31.29%,-3.43%,-
2,Cost of Revenue,457.45,481.89,459.11,487.45,394.2,431.3,340.4,396.28,282.64,341.81
3,Gross Profit,510.66,405.76,459.32,317.24,349.5,333.94,257.49,264.12,156.97,161.18
4,"Selling, General & Admin",113.66,164.49,95.77,97.57,89.57,98.58,84.5,202.43,61.28,69.6
5,Research & Development,20.62,19.77,20.22,18.6,22.91,24.35,21.76,23.7,9.52,8.99
6,Other Operating Expenses,-26.67,-49,-50.28,-47.58,-106.57,-47.65,-34.38,-47.23,-32.85,-27.95
7,Operating Expenses,107.61,135.25,65.71,68.59,5.91,75.28,71.88,178.9,37.95,50.63
8,Operating Income,403.04,270.5,393.61,248.65,343.59,258.66,185.62,85.23,119.01,110.55
9,Interest Expense,-51.49,-55.98,-48.09,-54.37,-45.85,-40.83,-27.2,-22.91,-18.79,-21.28
10,Interest & Investment Income,8.03,10.05,6.62,8.1,3.79,5.22,4.27,2.91,1.82,2.48
11,Currency Exchange Gain (Loss),0.78,-0.95,1.88,3.56,5.03,-3.77,-4.7,-32.29,0.03,0
12,Other Non Operating Income (Expenses),-0.15,-0.29,-0.13,-0.39,-0.13,-0.18,-0.16,-0.23,-0.12,-0.1
13,EBT Excluding Unusual Items,360.21,223.33,353.89,205.55,306.43,219.1,157.83,32.7,101.95,91.66
14,Gain (Loss) on Sale of Investments,1.41,0.87,2.28,3.4,2.23,2.44,1.38,1.41,1.56,0.4
15,Gain (Loss) on Sale of Assets,-1.32,-2.6,0.01,-0.01,-0.07,-1.88,-0.04,-0.67,0.02,-0.8
16,Pretax Income,360.3,221.6,356.18,208.95,308.59,219.65,159.17,33.44,103.53,91.25
17,Income Tax Expense,82.73,65.7,82.45,56.51,75.61,45.32,32.29,20.61,13.42,7.7
18,Earnings From Continuing Operations,277.57,155.91,273.73,152.43,232.98,174.33,126.89,12.82,90.11,83.55
19,Minority Interest in Earnings,-0.16,-0.51,0.41,-0.22,0.19,1.3,-18.3,-10.94,-17.75,-15.22
20,Net Income,277.41,155.4,274.14,152.22,233.18,175.64,108.59,1.88,72.37,68.34
21,Net Income to Common,277.41,155.4,274.14,152.22,233.18,175.64,108.59,1.88,72.37,68.34
22,Net Income Growth,1.20%,2.09%,17.57%,-13.33%,114.74%,9242.29%,50.05%,-97.25%,2.11%,-
23,Shares Outstanding (Basic),646,646,646,648,669,667,667,585,500,500
24,Shares Outstanding (Diluted),646,646,649,656,680,689,683,594,500,500
25,Shares Change (YoY),-0.36%,-1.42%,-4.58%,-4.87%,-0.47%,16.04%,36.58%,18.77%,-,-
26,EPS (Basic),0.43,0.24,0.42,0.23,0.35,0.26,0.16,0.00,0.14,0.14
27,EPS (Diluted),0.43,0.24,0.42,0.23,0.34,0.25,0.16,0.00,0.14,0.14
28,EPS Growth,2.21%,1.53%,23.53%,-5.90%,112.50%,7665.84%,14.29%,-97.65%,-1.23%,-
29,Free Cash Flow,-619.08,891.82,-699.5,843.39,-597.62,414.59,-761.18,470.25,-298.44,445.28
30,Free Cash Flow Per Share,-0.96,1.38,-1.08,1.29,-0.88,0.60,-1.11,0.79,-0.60,0.89
31,Operating Margin,41.63%,30.47%,42.86%,30.90%,46.20%,33.80%,31.05%,12.91%,27.07%,21.98%
32,Profit Margin,28.66%,17.51%,29.85%,18.92%,31.35%,22.95%,18.16%,0.28%,16.46%,13.59%
33,Free Cash Flow Margin,-63.95%,100.47%,-76.16%,104.81%,-80.36%,54.18%,-127.31%,71.21%,-67.89%,88.53%
34,EBITDA,490.83,354.99,470.01,322.64,412.61,319.99,241.57,144.45,173.46,155.94
35,D&A For EBITDA,87.79,84.48,76.4,73.99,69.02,61.33,55.96,59.23,54.44,45.39
36,EBIT,403.04,270.5,393.61,248.65,343.59,258.66,185.62,85.23,119.01,110.55
