,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,99462,69179,60664,81790,234879,344510,237130,223464,230801,280036,179055,181057,221534,232239,205570,146349,174579,184756,147862,94879,Upgrade
1,Short-Term Investments,185100,185000,225000,225000,85000,85000,87230,89410,89410,88288,88288,87316,61207,86207,46207,75299,75700,75000,114000,129000,Upgrade
2,Cash & Short-Term Investments,284562,254179,285664,306790,319879,429510,324360,312873,320211,368325,267343,268372,282741,318445,251777,221648,250279,259756,261862,223879,Upgrade
3,Cash Growth,-11.04%,-40.82%,-11.93%,-1.94%,-0.10%,16.61%,21.33%,16.58%,13.25%,15.66%,6.18%,21.08%,12.97%,22.59%,-3.85%,-1.00%,37.21%,39.05%,52.74%,-3.69%,Upgrade
4,Accounts Receivable,81703,170721,130050,75432,45903,40879,108737,32829,51742,32081,106139,21448,31751,35516,71681,30499,31883,55093,30927,35663,Upgrade
5,Other Receivables,12584,4770,4788,1442,2594,8915,10053,2410,2859,6404,7091,49958,4167,7017,1182,51896,7187,5797,3826,7240,Upgrade
6,Receivables,94288,175491,134838,76874,48497,49794,118790,35238,54601,38485,113230,71406,35918,42534,72863,82394,39070,60891,34753,42902,Upgrade
7,Inventory,5531,5501,898.67,5186,5186,898.67,898.67,906.77,1083,1096,1151,2709,2920,946.1,1055,1132,1071,338.71,438.96,152.9,Upgrade
8,Prepaid Expenses,2633,1153,1257,935.55,1148,1672,5994,2319,1835,826.37,667.33,443.49,645.85,583.19,855.19,675.91,747.92,1053,1370,793.49,Upgrade
9,Other Current Assets,15771,11476,14845,17736,11253,5828,3865,50360,5778,9757,7674,10085,9618,9620,10396,7493,5901,12282,24342,19739,Upgrade
10,Total Current Assets,402785,447800,437503,407521,385963,487702,453908,401698,383508,418489,390066,353016,331842,372128,336946,313343,297069,334320,322766,287467,Upgrade
11,"Property, Plant & Equipment",99442,107910,108788,115522,123664,129830,136689,144721,153356,166675,164321,171952,178375,190031,202074,213552,225595,236541,242303,275955,Upgrade
12,Long-Term Investments,85998,84770,89057,87516,85807,89189,87464,92759,85966,90049,88612,87191,86014,89213,88299,87101,85529,80484,83408,80484,Upgrade
13,Other Intangible Assets,74983,75379,75776,76172,76570,76969,77368,77767,78166,78566,78965,79364,79763,80169,80578,80987,81396,81805,82214,60594,Upgrade
14,Other Long-Term Assets,18384,6551,6841,2861,3099,4720,2872,2793,3002,2472,2584,2723,2557,5571,9395,12952,16067,20119,3645,4554,Upgrade
15,Total Assets,681593,722411,717964,689592,675102,788409,758301,719737,703998,756251,724547,694246,678551,737112,717292,707936,705656,753270,734336,709053,Upgrade
16,Accounts Payable,30800,12967,19196,21168,32096,24979,21015,24460,32928,10709,7646,10271,13871,13038,11349,21953,29795,53157,18717,21188,Upgrade
17,Accrued Expenses,9627,20246,58268,10756,9070,19417,12070,5600,7487,20635,8375,3879,8704,6802,8839,5654,15533,9022,11869,8664,Upgrade
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4046,6952,6381,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,786,1320,2106,4176,6379,6410,Upgrade
20,Current Income Taxes Payable,6501,18750,12092,6180,5151,11304,12144,6267,4319,4876,6231,434.03,-,5132,3994,99.65,1203,7075,6742,5340,Upgrade
21,Current Unearned Revenue,-,-,-,-,-,712.78,4277,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Other Current Liabilities,8129,69369,52359,6721,10054,133633,132114,6868,8890,87319,88034,5983,7045,80281,7267,8736,8585,48067,78296,4579,Upgrade
23,Total Current Liabilities,55058,121333,141914,44824,56371,190046,181619,43196,53624,123539,110286,20568,29620,105252,32236,37763,57222,125544,128956,52562,Upgrade
24,Long-Term Debt,2719,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1387,Upgrade
25,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,904.92,1032,861.92,676.92,1175,1215,1335,1335,1548,1774,2399,Upgrade
26,Total Liabilities,57777,121333,141914,44824,56371,190046,181619,43196,53624,124444,111318,21429,30297,106428,33451,39098,58557,127092,130730,56348,Upgrade
27,Common Stock,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,340000,Upgrade
28,Additional Paid-In Capital,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,60123,Upgrade
29,Retained Earnings,204313,182792,157496,226394,200378,180971,159690,259925,233634,216406,197923,256669,231497,214588,266310,249161,227625,206207,184808,232389,Upgrade
30,Total Common Equity,604436,582915,557619,626517,600501,581095,559813,660048,633757,616529,598046,656793,631620,614712,666433,649284,627748,606331,584932,632512,Upgrade
31,Minority Interest,19380,18163,18431,18250,18230,17268,16869,16493,16617,15278,15183,16024,16633,15973,17408,19554,19351,19848,18675,20192,Upgrade
32,Shareholders' Equity,623816,601078,576050,644767,618731,598363,576682,676541,650375,631808,613230,672817,648254,630685,683841,668838,647099,626179,603607,652705,Upgrade
33,Total Liabilities & Equity,681593,722411,717964,689592,675102,788409,758301,719737,703998,756251,724547,694246,678551,737112,717292,707936,705656,753270,734336,709053,Upgrade
34,Total Debt,2719,-,-,-,-,-,-,-,-,-,-,-,-,-,786,1320,2106,8222,13331,14178,Upgrade
35,Net Cash (Debt),281843,254179,285664,306790,319879,429510,324360,312873,320211,368325,267343,268372,282741,318445,250991,220328,248173,251533,248531,209701,Upgrade
36,Net Cash Growth,-11.89%,-40.82%,-11.93%,-1.94%,-0.10%,16.61%,21.33%,16.58%,13.25%,15.66%,6.52%,21.81%,13.93%,26.60%,0.99%,5.07%,51.11%,51.95%,67.95%,0.27%,Upgrade
37,Net Cash Per Share,8295.26,7473.77,8408.95,9018.17,9403.18,12626.88,9538.23,9208.06,9413.54,10835.21,7857.40,7897.41,8312.82,9369.39,7379.45,6480.23,7293.24,7395.92,7313.07,6166.63,Upgrade
38,Filing Date Shares Outstanding,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,Upgrade
39,Total Common Shares Outstanding,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,Upgrade
40,Working Capital,347727,326468,295589,362697,329592,297656,272289,358501,329884,294950,279780,332448,302222,266876,304711,275581,239848,208776,193810,234904,Upgrade
41,Book Value Per Share,17777.54,17144.57,16400.56,18426.97,17661.80,17091.03,16465.09,19413.18,18639.92,18133.22,17589.60,19317.44,18577.07,18079.75,19600.98,19096.60,18463.19,17833.26,17203.87,18603.30,Upgrade
42,Tangible Book Value,529453,507536,481844,550345,523931,504126,482445,582281,555591,537964,519082,577429,551858,534543,585856,568297,546352,524526,502717,571918,Upgrade
