,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1213800,1217200,1285200,1395700,1411000,1254600,1232500,1183200,1008100,853400,1006400,974100,1118600,1139000,1252900,1101600,1084600,1054000,989400,938400,986000,Upgrade
1,Market Cap Growth,-2.98%,-2.98%,4.28%,17.96%,39.97%,47.01%,22.47%,21.47%,-9.88%,-25.07%,-19.67%,-11.57%,3.13%,8.06%,26.63%,17.39%,10.00%,21.09%,3.93%,4.55%,5.45%,Upgrade
2,Enterprise Value,951336,981183,1017967,1107161,1109351,842358,925009,886820,704507,500354,754240,721752,852493,836528,1019317,900826,855778,822314,759544,748891,841412,Upgrade
3,Last Close Price,35700.00,35800.00,37800.00,38576.54,38999.42,34676.59,34065.76,29817.10,25404.51,21506.01,23312.24,22564.04,25911.24,26383.79,29022.16,24072.45,23700.96,23032.28,21620.63,18997.35,19960.98,Upgrade
4,PE Ratio,13.10,12.46,14.24,16.14,14.53,13.61,13.50,13.44,11.96,9.95,12.13,11.13,13.81,14.21,15.22,13.46,12.43,11.95,12.19,11.54,11.69,Upgrade
5,PS Ratio,3.77,3.78,4.16,4.49,4.49,4.10,4.05,4.00,3.67,3.24,4.02,4.03,4.55,4.31,4.07,3.00,2.87,2.73,2.80,2.91,2.93,Upgrade
6,PB Ratio,2.01,1.95,2.14,2.42,2.19,2.03,2.06,2.05,1.49,1.31,1.59,1.59,1.66,1.76,1.99,1.61,1.62,1.63,1.58,1.55,1.51,Upgrade
7,P/TBV Ratio,2.30,2.30,2.53,2.90,2.56,2.39,2.44,2.45,1.73,1.54,1.87,1.88,1.94,2.06,2.34,1.88,1.91,1.93,1.89,1.87,1.72,Upgrade
8,P/FCF Ratio,35.64,35.74,-,-,-,11.81,10.89,9.55,-,8.07,8.75,-,-,11.65,12.19,16.43,-,7.07,5.26,5.37,6.26,Upgrade
9,P/OCF Ratio,21.82,21.82,-,-,-,11.30,10.13,8.84,-,7.08,7.87,-,-,11.01,14.83,20.24,-,6.73,4.42,4.66,6.02,Upgrade
10,EV/Sales Ratio,2.95,3.04,3.30,3.56,3.53,2.75,3.04,3.00,2.56,1.90,3.01,2.99,3.47,3.17,3.31,2.46,2.27,2.13,2.15,2.32,2.50,Upgrade
11,EV/EBITDA Ratio,7.02,7.25,7.62,8.45,7.98,6.05,6.56,6.39,5.13,3.67,5.52,5.17,6.15,6.10,7.55,6.34,5.77,5.49,5.17,5.10,5.71,Upgrade
12,EV/EBIT Ratio,8.92,9.20,9.79,11.29,10.69,8.13,8.88,8.75,7.07,5.10,7.89,7.55,9.32,9.58,11.97,9.76,8.67,8.18,7.73,7.60,8.49,Upgrade
13,EV/FCF Ratio,27.93,28.81,-,-,-,7.93,8.17,7.16,-,4.73,6.56,-,-,8.56,9.92,13.44,-,5.52,4.04,4.29,5.34,Upgrade
14,Debt / Equity Ratio,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.01,0.02,0.02,Upgrade
15,Debt / EBITDA Ratio,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.05,0.08,0.10,Upgrade
16,Debt / FCF Ratio,0.08,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,-,0.01,0.04,0.08,0.09,Upgrade
17,Asset Turnover,0.53,0.41,0.45,0.45,0.44,0.40,0.44,0.39,0.43,0.37,0.34,0.33,0.36,0.32,0.37,0.43,0.59,0.64,0.42,0.48,Upgrade,
18,Inventory Turnover,34.02,44.80,44.62,56.79,32.33,65.83,200.85,205.15,139.33,178.21,126.93,59.86,36.26,79.42,132.57,136.03,176.31,473.70,852.90,566.44,991.15,Upgrade
19,Quick Ratio,6.88,6.88,3.54,2.96,8.56,6.53,2.52,2.44,8.06,6.99,3.29,3.45,16.52,10.76,3.43,10.07,8.05,5.06,2.55,2.30,5.08,Upgrade
20,Current Ratio,7.32,7.32,3.69,3.08,9.09,6.85,2.57,2.50,9.30,7.15,3.39,3.54,17.16,11.20,3.54,10.45,8.30,5.19,2.66,2.50,5.47,Upgrade
21,Return on Equity (ROE),16.77%,18.94%,13.22%,16.39%,14.88%,16.29%,16.49%,15.75%,14.41%,13.12%,14.86%,14.07%,12.38%,14.69%,11.81%,12.74%,14.73%,16.63%,17.06%,14.16%,Upgrade,
22,Return on Assets (ROA),8.69%,10.65%,8.25%,10.36%,7.44%,8.02%,9.78%,9.86%,7.66%,7.42%,9.57%,9.70%,6.99%,7.58%,8.08%,7.93%,6.04%,9.82%,10.21%,8.62%,Upgrade,
23,Return on Capital (ROIC),9.94%,13.04%,9.52%,11.19%,8.94%,10.56%,11.53%,10.58%,8.72%,8.83%,10.56%,10.08%,7.73%,8.38%,8.50%,8.50%,6.87%,11.68%,11.47%,9.21%,Upgrade,
24,Return on Capital Employed (ROCE),17.01%,17.01%,17.30%,17.03%,16.09%,16.74%,17.41%,17.57%,14.72%,15.09%,15.10%,15.56%,13.58%,13.45%,13.47%,13.48%,14.74%,15.51%,15.66%,16.28%,15.10%,Upgrade
25,Earnings Yield,7.64%,8.03%,7.39%,6.53%,6.84%,7.72%,7.80%,7.85%,9.15%,10.62%,8.83%,9.59%,7.99%,7.56%,7.25%,8.20%,8.83%,9.17%,8.70%,9.19%,8.61%,Upgrade
26,FCF Yield,2.81%,2.80%,-2.68%,4.99%,7.56%,8.47%,9.18%,10.47%,10.61%,12.39%,11.43%,8.44%,9.79%,8.58%,8.20%,6.09%,6.99%,14.14%,19.00%,18.62%,15.97%,Upgrade
27,Dividend Yield,10.31%,-,-,-,-,-,-,-,-,17.11%,-,-,-,9.10%,-,-,-,9.55%,-,-,-,Upgrade
28,Payout Ratio,92.03%,276.94%,74.36%,0.42%,6.13%,570.02%,0.12%,0.48%,0.66%,375.94%,8.31%,0.61%,0.23%,393.30%,-,0.55%,0.51%,155.79%,157.67%,0.06%,0.20%,Upgrade
29,Buyback Yield / Dilution,0.12%,0.02%,0.10%,-0.12%,-0.01%,-0.07%,0.05%,0.01%,-0.01%,-0.02%,-0.04%,0.05%,0.04%,0.06%,-0.08%,0.02%,-0.08%,0.00%,0.02%,-0.02%,Upgrade,
30,Total Shareholder Return,10.31%,0.12%,0.02%,0.10%,-0.12%,-0.01%,-0.07%,0.05%,0.01%,17.10%,-0.02%,-0.04%,0.05%,9.14%,0.06%,-0.08%,0.02%,9.47%,0.00%,0.02%,-0.02%,Upgrade
