,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,119,134,58,66,78,70,86,73,71,156,174,Upgrade
1,Market Cap Growth,102.42%,102.42%,-25.13%,-5.71%,-8.83%,-3.69%,19.87%,-53.48%,-58.89%,-7.95%,-65.14%,Upgrade
2,Enterprise Value,89,170,64,63,58,49,57,38,35,27,-337,Upgrade
3,Last Close Price,0.15,0.17,0.07,0.10,0.12,0.13,0.15,0.16,0.18,0.41,0.45,Upgrade
4,PE Ratio,7.67,-,131.77,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,Upgrade
6,PS Ratio,0.11,0.13,0.05,0.05,0.06,0.04,0.06,0.05,0.05,0.13,0.10,Upgrade
7,PB Ratio,0.33,0.37,0.15,0.19,0.23,0.17,0.18,0.13,0.10,0.13,0.13,Upgrade
8,P/TBV Ratio,0.37,0.37,0.15,0.19,0.23,0.17,0.18,0.13,0.10,0.13,0.13,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-6.24,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-6.28,-,-,-,-,-,Upgrade
11,PEG Ratio,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,Upgrade
12,EV/Sales Ratio,0.09,0.17,0.05,0.05,0.04,0.03,0.04,0.03,0.02,0.02,-,Upgrade
13,EV/EBITDA Ratio,19.71,-,-5.79,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-,-,-,-4.36,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.06,0.06,0.20,0.12,0.13,0.12,0.10,0.09,0.01,0.01,0.01,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-4.27,-,-,-,-,-,Upgrade
17,Earnings Yield,11.97%,10.60%,0.76%,-136.85%,-145.81%,-171.55%,-256.58%,-916.96%,-1136.57%,-438.88%,-310.13%,Upgrade
18,FCF Yield,-,-186.97%,-68.78%,-25.20%,-16.03%,-58.14%,-89.30%,-184.47%,-320.69%,-318.11%,Upgrade,
19,Buyback Yield / Dilution,-15.13%,-20.00%,-9.80%,-20.00%,-28.33%,-37.57%,-23.03%,-4.67%,-0.00%,-0.39%,-22.46%,Upgrade
20,Total Shareholder Return,-15.13%,-20.00%,-9.80%,-20.00%,-28.33%,-37.57%,-23.03%,-4.67%,-0.00%,-0.39%,-22.46%,Upgrade
