,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,115,82,132,227,222,354,379,798,1160,2069,3988,Upgrade
1,Market Cap Growth,-63.74%,-63.74%,-40.45%,-35.91%,-41.44%,-55.63%,-67.31%,-61.42%,-70.91%,-21.63%,68.93%,Upgrade
2,Enterprise Value,1285,1345,1375,1588,1885,2210,1882,2125,2327,3303,5072,Upgrade
3,Last Close Price,0.05,0.03,0.05,0.09,0.09,0.14,0.15,0.32,0.47,0.81,1.56,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,13.40,26.06,Upgrade
5,PS Ratio,0.49,0.35,0.56,0.96,0.89,1.29,1.18,2.09,1.87,2.83,4.31,Upgrade
6,PB Ratio,0.14,0.10,0.15,0.20,0.18,0.20,0.18,0.35,0.46,0.85,1.60,Upgrade
7,P/TBV Ratio,0.10,0.10,0.15,0.20,0.18,0.20,0.19,0.35,0.47,0.86,1.61,Upgrade
8,P/FCF Ratio,1.52,1.09,1.19,2.38,1.45,1.92,4.17,5.07,8.06,-50.10,-,Upgrade
9,P/OCF Ratio,1.00,1.00,1.13,2.33,1.38,1.72,2.76,3.89,6.23,41.86,-371.84,Upgrade
10,EV/Sales Ratio,5.52,5.78,5.83,6.70,7.53,8.04,5.87,5.57,3.75,4.52,5.49,Upgrade
11,EV/EBITDA Ratio,14.40,15.28,13.06,-33.71,-,52.24,43.11,27.45,7.97,8.37,10.42,Upgrade
12,EV/EBIT Ratio,14.90,15.59,13.34,-30.05,-,64.00,53.71,31.14,8.24,8.61,10.80,Upgrade
13,EV/FCF Ratio,17.05,17.84,12.41,16.64,12.33,11.97,20.68,13.48,16.17,-79.97,-,Upgrade
14,Debt / Equity Ratio,1.48,1.48,1.53,1.15,1.14,1.02,0.99,0.77,0.69,0.70,0.66,Upgrade
15,Debt / FCF Ratio,16.19,16.19,11.94,13.77,9.45,10.00,22.42,11.13,12.12,-40.94,-,Upgrade
16,Return on Capital Employed (ROCE),4.85%,4.85%,6.15%,-2.69%,-,0.94%,0.86%,1.68%,6.59%,9.41%,11.02%,Upgrade
17,Earnings Yield,-276.72%,-385.73%,-284.08%,-233.47%,-283.12%,-116.32%,-141.80%,-47.10%,-7.69%,7.46%,3.84%,Upgrade
18,FCF Yield,65.69%,91.56%,83.75%,42.03%,68.84%,52.12%,24.01%,19.74%,12.41%,-2.00%,-2.97%,Upgrade
19,Buyback Yield / Dilution,-0.00%,-,-0.00%,-0.01%,-0.01%,-0.01%,-0.01%,-,-0.01%,0.01%,0.06%,Upgrade
20,Total Shareholder Return,-0.00%,-,-0.00%,-0.01%,-0.01%,-0.01%,-0.01%,-,-0.01%,0.01%,0.06%,Upgrade
