,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,2124,1881,2113,1856,2547,2492,2685,3526,3551,3372,3157,Upgrade
1,Market Cap Growth,1.32%,1.32%,-17.03%,-25.51%,-5.13%,-29.34%,-24.39%,4.56%,12.49%,-2.47%,-13.60%,Upgrade
2,Enterprise Value,242,178,481,334,1166,955,1140,1978,1927,1847,1795,Upgrade
3,Last Close Price,9.05,7.88,8.57,7.42,9.93,9.61,10.02,12.97,12.77,11.98,10.94,Upgrade
4,PE Ratio,8.17,7.24,10.54,10.79,29.84,19.71,10.44,12.06,9.93,9.17,9.96,Upgrade
5,PS Ratio,0.44,0.39,0.44,0.37,0.50,0.45,0.44,0.59,0.62,0.64,0.62,Upgrade
6,PB Ratio,0.71,0.62,0.73,0.64,0.91,0.88,0.91,1.18,1.23,1.21,1.27,Upgrade
7,P/TBV Ratio,0.63,0.63,0.73,0.64,0.92,0.88,0.91,1.18,1.24,1.22,1.28,Upgrade
8,P/FCF Ratio,7.36,-,10.66,7.48,23.31,-,16.59,40.71,-,12.78,10.61,Upgrade
9,P/OCF Ratio,-,-,8.85,6.41,16.05,-,9.96,15.02,15.40,9.27,8.08,Upgrade
10,EV/Sales Ratio,0.05,0.04,0.10,0.07,0.23,0.17,0.19,0.33,0.33,0.35,0.35,Upgrade
11,EV/EBITDA Ratio,0.72,0.54,1.87,1.48,9.64,5.34,3.67,5.89,4.37,3.73,4.16,Upgrade
12,EV/EBIT Ratio,0.90,0.66,2.49,2.09,22.24,8.17,4.48,7.01,4.96,4.21,4.81,Upgrade
13,EV/FCF Ratio,0.84,-,2.43,1.35,10.67,-,7.05,22.84,-,7.00,6.03,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
15,Debt / FCF Ratio,-,-,0.02,0.02,0.04,-,0.03,0.08,-,0.03,0.01,Upgrade
16,Return on Capital Employed (ROCE),8.84%,8.84%,6.61%,5.47%,1.87%,4.10%,8.56%,9.37%,13.40%,15.61%,14.94%,Upgrade
17,Earnings Yield,12.24%,13.82%,9.49%,9.27%,3.35%,5.07%,9.58%,8.29%,10.07%,10.91%,10.04%,Upgrade
18,FCF Yield,13.58%,-,9.38%,13.37%,4.29%,0.71%,6.03%,2.46%,2.55%,7.82%,9.43%,Upgrade
19,Dividend Yield,4.42%,5.33%,4.67%,4.45%,3.02%,4.47%,4.79%,3.70%,3.76%,3.84%,4.11%,Upgrade
20,Buyback Yield / Dilution,0.06%,0.07%,0.06%,0.05%,0.16%,0.47%,0.71%,0.26%,0.12%,0.29%,-0.02%,Upgrade
21,Total Shareholder Return,4.48%,5.40%,4.73%,4.49%,3.19%,4.94%,5.50%,3.96%,3.88%,4.13%,4.09%,Upgrade
