,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021"
0,Cash & Equivalents,474.07,457.64,652.7,630.99,-,205.25,-,142.7,142.7,83.94,83.94,99.02,99.02,82.49,82.49
1,Trading Asset Securities,200.12,220.12,50.12,125.12,-,-,-,-,-,0.14,0.14,1.78,1.78,0.65,0.65
2,Cash & Short-Term Investments,674.19,677.76,702.82,756.11,-,205.25,142.7,142.7,142.7,84.08,84.08,100.79,100.79,83.13,83.13
3,Cash Growth,-,230.21%,392.52%,429.87%,-,144.11%,69.72%,41.58%,41.58%,1.14%,1.14%,-,-,-,-
4,Accounts Receivable,275.48,272.06,253.42,225.58,-,208.36,-,177.11,177.11,192.13,192.13,168.89,168.89,180.1,180.1
5,Other Receivables,0.63,0.28,0.96,0.14,-,0.77,-,0.72,0.72,0.72,0.72,0.04,0.04,0.08,0.08
6,Receivables,276.11,272.33,254.39,225.72,-,209.13,-,177.83,177.83,192.84,192.84,168.92,168.92,180.17,180.17
7,Inventory,211.41,190.64,180.67,179.43,-,164.03,-,170.13,170.13,148.29,148.29,135,135,110.53,110.53
8,Other Current Assets,28.38,29.53,21.43,17.12,-,5.07,-,9.41,9.41,2.91,2.91,2.88,2.88,1.81,1.81
9,Total Current Assets,1190,1170,1159,1178,-,583.48,-,500.07,500.07,428.13,428.13,407.61,407.61,375.65,375.65
10,"Property, Plant & Equipment",308.99,278.37,238.83,213.63,-,184.08,-,170.66,170.66,132.19,132.19,122.94,122.94,91.76,91.76
11,Long-Term Investments,-,93.43,-,60.9,-,-,-,-,-,-,-,-,-,-,-
12,Other Intangible Assets,27.44,27.95,28.45,28.96,-,28.57,-,28.75,28.75,29.02,29.02,27.82,27.82,28.1,28.1
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,4.68,4.68,4.54,4.54,3.36,3.36,3.15,3.15
