,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4361,3450,3171,4067,4132,4218,4878,5401,4440,4175,4706,4971,5445,4749,5122,5684,6239,7229,5437,5276,5056,Upgrade
1,Market Cap Growth,-18.20%,-18.20%,-35.00%,-24.70%,-6.95%,1.03%,3.66%,8.66%,-18.44%,-12.08%,-8.12%,-12.55%,-12.74%,-34.31%,-5.79%,7.73%,23.41%,41.49%,14.83%,-4.15%,23.91%,Upgrade
2,Enterprise Value,5064,4288,3896,4710,4774,5004,5642,6123,5162,4916,5399,5530,6004,5249,5869,6361,6917,7860,5896,5728,5507,Upgrade
3,Last Close Price,6.08,4.81,4.42,5.67,5.76,5.88,6.80,7.53,6.19,5.82,6.56,6.93,7.59,6.62,7.12,8.48,9.31,10.78,8.11,7.82,7.50,Upgrade
4,PE Ratio,-,-,-,-7.65,-,-,-,-,-,21.11,22.39,21.95,26.47,27.50,22.01,18.56,20.82,18.81,16.59,17.81,17.76,Upgrade
5,Forward PE,-,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,Upgrade
6,PS Ratio,2.11,1.67,1.45,1.82,1.85,2.51,2.56,2.54,1.84,1.40,1.69,1.76,1.97,1.67,1.69,1.90,2.26,2.72,1.99,1.94,1.83,Upgrade
7,PB Ratio,1.35,1.02,0.93,1.08,1.10,0.99,1.14,1.24,1.02,0.78,0.88,0.94,1.04,0.92,1.01,1.20,1.33,1.57,1.21,1.14,1.10,Upgrade
8,P/TBV Ratio,1.85,1.85,1.68,1.82,1.89,2.19,2.56,3.47,2.88,2.00,2.34,2.56,2.97,1.69,1.85,2.39,2.69,3.15,2.50,2.25,2.22,Upgrade
9,P/FCF Ratio,33.97,26.87,-,45.17,-140.48,-33.15,-,-,-,-35.20,-,-,-,-,-,-,272.27,-,27.84,-,-13.92,Upgrade
10,P/OCF Ratio,19.98,19.98,-,26.41,98.87,520.65,-,-,268.40,24.92,-,-,-241.64,-,-,-,105.36,-,26.00,-,-14.65,Upgrade
11,EV/Sales Ratio,2.44,2.07,1.78,2.10,2.13,2.98,2.96,2.88,2.14,1.65,1.94,1.96,2.17,1.84,1.94,2.12,2.50,2.96,2.16,2.11,2.00,Upgrade
12,EV/EBITDA Ratio,-,-27.96,-,-75.78,-,-10.59,-,-19.29,-,12.26,14.85,13.60,15.90,15.12,13.78,12.64,14.34,13.13,11.16,11.45,11.56,Upgrade
