,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,411.05,419.21,394.75,388.52,398.6,404.33,399.76,399.53,417.46,437.1,Upgrade
1,Total Revenue,411.05,419.21,394.75,388.52,398.6,404.33,399.76,399.53,417.46,437.1,Upgrade
2,Revenue Growth (YoY,4.13%,7.90%,-0.97%,-3.91%,-0.29%,1.20%,-4.24%,-8.59%,-1.96%,2.88%,Upgrade
3,Property Expenses,85.03,93.56,77.48,79.18,78.59,78.51,77.72,79.47,77.03,87.19,Upgrade
4,"Selling, General & Administrative",55.58,56.56,55.31,54.09,53.41,56.74,55.29,57.61,53.64,61.82,Upgrade
5,Other Operating Expenses,-0.02,-0,-,-,-0.6,-0.43,4.25,-4.78,9.51,-9.51,Upgrade
6,Total Operating Expenses,140.6,150.12,132.79,133.27,131.4,134.82,137.26,132.3,140.18,139.5,Upgrade
7,Operating Income,270.45,269.1,261.96,255.25,267.21,269.51,262.51,267.24,277.28,297.6,Upgrade
8,Interest Expense,-105.86,-112.1,-74.93,-53.28,-45.72,-47.28,-45.18,-42.36,-53.74,-61.41,Upgrade
9,Interest & Investment Income,11.27,12.21,10.77,10.05,3.72,3.43,8.45,-,17.09,-,Upgrade
10,Other Non-Operating Income,-2.6,-2.45,-2.04,-2.04,-2.56,-2.84,-2.94,-3.26,-2.65,-2.65,Upgrade
11,EBT Excluding Unusual Items,173.26,166.76,195.76,209.98,222.65,222.82,222.84,221.62,237.99,233.54,Upgrade
12,Gain (Loss) on Sale of Investments,-,-6.33,-11.66,-1.67,-2.88,-,-,-,-,-,Upgrade
13,Asset Writedown,-64.25,-52.97,93.98,-448.41,-313.6,49.71,-224.95,-380.21,-980.32,-162.53,Upgrade
14,Other Unusual Items,-,-,0.79,-,0.4,-,-,2.89,-,-,Upgrade
15,Pretax Income,109.01,107.46,278.87,-240.1,-93.43,272.53,-2.11,-155.7,-742.33,71.02,Upgrade
16,Income Tax Expense,29.51,27.73,32.93,34.28,37.87,38.29,37.44,38.43,39.81,40.27,Upgrade
17,Net Income,79.51,79.73,245.94,-274.37,-131.3,234.24,-39.55,-194.13,-782.14,30.74,Upgrade
18,Net Income to Common,79.51,79.73,245.94,-274.37,-131.3,234.24,-39.55,-194.13,-782.14,30.74,Upgrade
19,Net Income Growth,-67.67%,-,-,-,-,-,-,-,-,-96.42%,Upgrade
20,Basic Shares Outstanding,1707,1698,1691,1684,1679,1674,1669,1663,1658,1653,Upgrade
21,Diluted Shares Outstanding,1707,1698,1691,1684,1679,1674,1669,1663,1658,1653,Upgrade
22,Shares Change (YoY),0.96%,0.83%,0.71%,0.61%,0.60%,0.63%,0.66%,0.61%,0.55%,0.45%,Upgrade
23,EPS (Basic),0.05,0.05,0.15,-0.16,-0.08,0.14,-0.02,-0.12,-0.47,0.02,Upgrade
24,EPS (Diluted),0.05,0.05,0.15,-0.16,-0.08,0.14,-0.02,-0.12,-0.47,0.02,Upgrade
25,EPS Growth,-67.98%,-,-,-,-,-,-,-,-,-96.44%,Upgrade
26,Dividend Per Share,0.091,0.090,0.110,0.110,0.128,0.122,0.131,0.125,0.136,0.132,Upgrade
27,Dividend Growth,-17.27%,-18.18%,-14.06%,-9.84%,-2.29%,-2.40%,-3.68%,-5.30%,-3.55%,0%,Upgrade
28,Operating Margin,65.80%,64.19%,66.36%,65.70%,67.04%,66.66%,65.67%,66.89%,66.42%,68.08%,Upgrade
29,Profit Margin,19.34%,19.02%,62.30%,-70.62%,-32.94%,57.93%,-9.89%,-48.59%,-187.35%,7.03%,Upgrade
30,Free Cash Flow Margin,70.71%,54.19%,76.55%,57.26%,69.11%,55.44%,86.00%,48.14%,50.77%,73.79%,Upgrade
31,EBITDA,270.8,269.45,262.13,255.26,267.22,269.52,262.52,267.25,277.29,297.61,Upgrade
32,D&A For Ebitda,0.35,0.35,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
33,EBIT,270.45,269.1,261.96,255.25,267.21,269.51,262.51,267.24,277.28,297.6,Upgrade
