,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3436,2931,3712,4882,5690,6138,7279,7508,6284,6397,8348,Upgrade
1,Market Cap Growth,-39.96%,-39.96%,-34.76%,-20.47%,-21.84%,-18.24%,15.83%,17.37%,-24.73%,-35.35%,0.96%,Upgrade
2,Enterprise Value,7975,7466,8152,8608,9395,9973,11171,11464,10117,10077,12056,Upgrade
3,Last Close Price,1.99,1.63,1.98,2.51,2.84,2.97,3.43,3.44,2.80,2.76,3.52,Upgrade
4,PE Ratio,21.28,18.41,11.40,-171.70,-,-,37.39,-,-,-,10.94,Upgrade
5,PS Ratio,4.08,3.53,4.56,6.23,7.23,7.64,9.05,9.39,7.69,7.49,9.67,Upgrade
6,PB Ratio,0.25,0.22,0.27,0.36,0.42,0.44,0.51,0.53,0.44,0.43,0.53,Upgrade
7,P/FCF Ratio,5.66,5.66,7.01,9.30,11.43,12.29,12.82,14.00,15.55,11.97,13.68,Upgrade
8,P/OCF Ratio,5.66,5.66,7.01,9.30,11.43,12.29,12.82,14.00,15.55,11.97,13.68,Upgrade
9,EV/Sales Ratio,9.60,8.99,10.01,10.99,11.94,12.42,13.89,14.34,12.38,11.79,13.97,Upgrade
10,EV/EBITDA Ratio,14.76,13.82,15.34,16.64,17.98,18.58,21.00,21.64,18.58,17.53,21.04,Upgrade
11,EV/EBIT Ratio,14.78,13.84,15.35,16.64,17.98,18.58,21.00,21.64,18.58,17.53,21.04,Upgrade
12,EV/FCF Ratio,14.42,14.42,15.40,16.41,18.87,19.96,19.67,21.38,25.03,18.85,19.75,Upgrade
13,Debt / Equity Ratio,0.37,0.37,0.37,0.36,0.32,0.31,0.31,0.32,0.31,0.29,0.27,Upgrade
14,Debt / FCF Ratio,9.59,9.59,9.38,9.44,8.72,8.70,7.84,8.42,10.94,8.11,6.98,Upgrade
15,Earnings Yield,-3.36%,5.43%,8.77%,-0.58%,-7.13%,1.68%,2.67%,-3.11%,-15.54%,-11.75%,9.14%,Upgrade
16,FCF Yield,17.67%,17.67%,14.26%,10.75%,8.75%,8.14%,7.80%,7.14%,6.43%,8.36%,7.31%,Upgrade
17,Dividend Yield,9.10%,11.10%,10.09%,8.78%,8.37%,8.41%,7.38%,7.44%,9.31%,9.71%,7.76%,Upgrade
18,Buyback Yield / Dilution,-0.89%,-0.96%,-0.83%,-0.71%,-0.61%,-0.60%,-0.63%,-0.66%,-0.61%,-0.55%,-0.45%,Upgrade
19,Total Shareholder Return,8.20%,10.14%,9.26%,8.07%,7.76%,7.81%,6.76%,6.78%,8.70%,9.16%,7.31%,Upgrade
