,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,226,278,312,155,336,298,288,288,317,228,86
1,Market Cap Growth,80.12%,80.12%,-7.14%,-48.06%,16.67%,3.33%,-9.09%,26.05%,270.09%,49.53%,-61.79%
2,Enterprise Value,384,439,496,357,535,483,493,485,449,325,192
3,Last Close Price,0.23,0.29,0.33,0.16,0.35,0.31,0.30,0.30,0.33,0.24,0.11
4,PS Ratio,1.89,2.33,2.57,1.53,3.07,2.43,2.39,2.32,2.58,1.26,0.33
5,PB Ratio,14.09,17.39,17.51,9.94,32.76,25.27,9.14,5.22,3.45,2.19,0.68
6,P/TBV Ratio,17.39,17.39,17.51,10.74,44.80,25.27,9.14,5.22,4.15,2.19,0.68
7,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,4.80
8,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,4.80
9,EV/Sales Ratio,3.21,3.67,4.08,3.53,4.89,3.94,4.09,3.91,3.66,1.79,0.74
10,EV/FCF Ratio,-6.77,-,-,-,-,-,-,-,-,-,10.76
11,Debt / Equity Ratio,10.77,10.77,9.64,12.77,21.32,17.76,6.30,3.96,2.34,1.63,0.97
12,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,6.81
13,Earnings Yield,-49.17%,-39.85%,-28.98%,-14.60%,-7.93%,-14.40%,-21.01%,-17.04%,-16.67%,-25.17%,-19.90%
14,FCF Yield,-25.16%,-20.39%,-12.70%,-6.09%,-5.53%,-8.11%,-13.00%,-32.03%,-32.88%,-11.06%,20.84%
15,Buyback Yield / Dilution,-,-,-,-,-,-0.04%,-14.73%,-19.96%,-4.59%,-,
16,Total Shareholder Return,-,-,-,-,-,-0.04%,-14.73%,-19.96%,-4.59%,-,
