,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Cash & Equivalents,83.48,112.02,113.63,87.39,71.07,58.83,52.61,68.08,44.54,97.35
1,Trading Asset Securities,54.35,69.52,60.87,42.59,43.81,42.32,58.81,57.72,58.4,37.08
2,Accounts Receivable,46.11,29.85,45.85,87.14,91.7,106.17,104.66,104.41,90.18,91.78
3,Other Receivables,22.12,21.77,16.77,11.48,11.73,10.89,12.88,15.56,31.88,10.79
4,"Property, Plant & Equipment",1.78,0.38,1.15,1.93,2.73,1.67,3.27,5.33,5.48,5.19
5,Other Intangible Assets,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,Other Current Assets,82.05,48.93,76.17,70.72,109.99,82.37,108.93,153.99,94.59,55.82
7,Long-Term Deferred Tax Assets,0.36,0.36,0.36,0.36,0.36,0.36,1.63,1.63,1.49,1.49
8,Other Long-Term Assets,5.71,0.28,5.16,5.52,0.63,0.23,0.3,0.82,0.49,0.23
9,Total Assets,296.45,283.6,320.46,307.62,332.52,303.34,343.57,408.03,327.54,300.23
10,Accounts Payable,105.57,59.45,100.09,91.81,123.4,92.47,111.34,158.31,100.62,66.65
11,Accrued Expenses,0.9,13.01,0.96,5.02,0.65,1.1,0.77,15.04,0.9,1.77
12,Current Portion of Leases,1.12,0.33,1.08,1.5,1.41,0.72,1.85,2.3,1.34,0.93
13,Other Current Liabilities,0.17,0.01,0.13,0.15,0.23,0.02,0.01,0.02,0.21,0.36
14,Long-Term Leases,0.74,-,-,0.33,1.09,-,0.03,0.72,0.83,-
15,Total Liabilities,108.85,73.11,102.4,98.9,126.9,94.78,114.48,176.96,105.5,71.54
16,Common Stock,4,4,4,4,4,4,4,4,4,4
17,Additional Paid-In Capital,169.66,-,169.66,-,169.66,-,169.66,169.66,169.66,169.66
18,Retained Earnings,7.23,-,37.69,-,25.58,-,55.43,57.41,48.38,55.03
19,Comprehensive Income & Other,6.71,206.49,6.71,204.71,6.38,204.55,-,-,-,-
20,Shareholders' Equity,187.6,210.49,218.06,208.71,205.62,208.55,229.1,231.07,222.04,228.69
21,Total Liabilities & Equity,296.45,283.6,320.46,307.62,332.52,303.34,343.57,408.03,327.54,300.23
22,Total Debt,1.86,0.33,1.08,1.83,2.49,0.72,1.88,3.03,2.17,0.93
23,Net Cash (Debt),135.97,181.21,173.42,128.15,112.39,100.42,109.54,122.78,100.77,133.5
24,Net Cash Growth,-21.60%,41.40%,54.30%,27.61%,2.60%,-18.21%,8.70%,-8.03%,-33.61%,-38.48%
25,Net Cash Per Share,3.40,4.53,4.34,3.20,2.81,2.51,2.74,3.07,2.52,3.34
26,Filing Date Shares Outstanding,40,40,40,40,40,40,40,40,40,40
27,Total Common Shares Outstanding,40,40,40,40,40,40,40,40,40,40
28,Working Capital,179.99,208.98,210.9,200.74,202.49,205.8,223.44,223.51,214.92,221.27
29,Book Value Per Share,4.69,5.26,5.45,5.22,5.14,5.21,5.73,5.78,5.55,5.72
30,Tangible Book Value,187.1,209.99,217.56,208.21,205.12,208.05,228.6,230.57,221.54,228.19
31,Tangible Book Value Per Share,4.68,5.25,5.44,5.21,5.13,5.20,5.71,5.76,5.54,5.70
