,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,75,116,100,116,118,102,154,308,300,166,1108
1,Market Cap Growth,0%,0%,-15.25%,13.73%,-23.38%,-66.88%,-48.67%,85.54%,-72.92%,-78.16%,214.77%
2,Last Close Price,1.25,2.22,1.92,2.22,2.26,1.95,2.95,5.90,5.75,3.18,21.24
3,PE Ratio,-,-,-,9.58,-17.94,-,-,-,126.05,-,689.48
4,PS Ratio,0.44,1.02,3.06,2.95,2.61,2.94,4.42,3.80,3.57,2.24,11.49
5,PB Ratio,0.27,0.62,0.48,0.53,0.57,0.50,0.74,1.34,1.30,0.75,4.84
6,P/FCF Ratio,-,-,-,2.74,3.97,4.95,-22.31,-,-10.96,-,-
7,P/OCF Ratio,-,-,-,2.73,3.93,4.87,-22.36,-,-10.97,-,-
8,Debt / Equity Ratio,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.00
9,Debt / FCF Ratio,-,-,-,0.03,0.06,0.12,-0.10,-,-0.11,-,-
10,Earnings Yield,-40.61%,-26.26%,1.77%,10.44%,-5.57%,-29.30%,-14.62%,2.29%,0.79%,-1.64%,0.15%
11,FCF Yield,-28.56%,-28.56%,22.73%,36.56%,25.19%,20.21%,-4.48%,3.47%,-9.12%,-65.39%,-10.84%
12,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-2.03%,
13,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-2.03%,
