,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,47862,47155,45395,36022,47305,49745,59158,44180,57876,55739,61730,71092,65872,55464,46236,39806,39392,33332,27520,34207,Upgrade
1,Other Revenue,-433.87,433.87,-,737.91,-452.99,452.99,-,1052,-569.56,569.56,-,1164,-479.65,479.65,-,914.53,-541.04,541.04,-,872.29,Upgrade
2,Revenue,47428,47589,45395,36760,46852,50198,59158,45232,57306,56309,61730,72257,65392,55944,46236,40720,38851,33873,27520,35080,Upgrade
3,Revenue Growth (YoY),1.23%,-5.20%,-23.27%,-18.73%,-18.24%,-10.85%,-4.17%,-37.40%,-12.37%,0.65%,33.51%,77.45%,68.32%,65.16%,68.01%,16.08%,16.98%,7.57%,-6.88%,29.91%,Upgrade
4,Cost of Revenue,36083,35858,33115,26450,35699,38695,43877,35054,43165,40088,46895,60021,53998,45967,37570,43342,28993,24528,19607,28088,Upgrade
5,Gross Profit,11345,11732,12279,10311,11153,11503,15282,10178,14141,16221,14835,12236,11394,9977,8666,-2622,9858,9345,7914,6992,Upgrade
6,"Selling, General & Admin",1274,1465,1436,2401,1387,1432,1298,2446,1354,1089,1286,1881,1206,1128,1066,-7692,4494,3954,3712,4250,Upgrade
7,Research & Development,159.91,160.99,121.11,418.92,175.36,195.15,126.76,297.33,157.92,182.99,133.26,315.22,135.1,133.91,81.43,286.81,117.16,76.51,42.86,131.61,Upgrade
8,Other Operating Expenses,1757,2158,1828,2216,1795,1738,2067,1851,1975,1973,1806,2190,1567,1411,1267,1108,998.49,948.86,884.16,952.45,Upgrade
9,Operating Expenses,3185,3847,3373,5086,3365,3407,3478,4799,3466,3288,3205,4508,2893,2689,2414,-6259,5603,5006,4635,5291,Upgrade
10,Operating Income,8161,7884,8906,5224,7788,8096,11803,5379,10675,12933,11630,7728,8501,7287,6252,3637,4255,4339,3279,1702,Upgrade
11,Interest Expense,-614.34,-650.09,-688.51,-699.33,-762.39,-889.38,-713.71,-877.6,-910.76,-1165,-903.87,-1032,-1003,-1047,-1015,-1065,-1133,-1206,-1263,-1261,Upgrade
12,Interest & Investment Income,696.38,1091,26.89,509.31,734.86,1836,29.06,1192,911.3,3047,19.84,861.32,993.36,1782,22.24,776.82,391.04,249.8,49.72,536.34,Upgrade
13,Earnings From Equity Investments,-,-444.48,444.48,-,-,-983.86,983.86,-,-,-1265,1265,-,-,-828.1,828.1,-,-,-46.46,46.46,-,Upgrade
14,Currency Exchange Gain (Loss),-12.33,12.33,-,-25.16,-0.9,0.9,-,1.51,-13.22,13.22,-,26.79,-10.61,10.61,-,-10.39,-5.04,5.04,-,-10.59,Upgrade
15,Other Non Operating Income (Expenses),-6.29,-22.04,8.7,70.15,8.25,58.88,-65.49,-271.59,39.09,92.66,-116.98,42.82,-52.19,-2.65,-2.97,97.42,-30.75,-40.92,38.54,-188.13,Upgrade
16,EBT Excluding Unusual Items,8224,7871,8698,5079,7767,8119,12037,5423,10701,13655,11894,7626,8429,7203,6084,3436,3478,3300,2150,778.54,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-47.46,47.46,-47.46,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,3.98,-1.22,-1.91,-13.37,-2.92,-2.38,0.05,3.76,-0.15,1.61,3.55,4.24,1.82,-22.72,3.16,-1.35,2.93,-1.5,-,0.4,Upgrade
19,Asset Writedown,-265.23,-6.39,-,-183.59,-0.76,-16.09,-,-6826,-61.72,-1851,-,-2743,-786.09,-1.86,-,-6.46,-29.07,-1.38,-,-663.44,Upgrade
