,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,88921,94227,90533,91543,89643,92732,95533,91026,90821,80127,83749,72925,62679,52717,40559,35994,36487,34899,33512,25604,Upgrade
1,Cash & Short-Term Investments,88921,94227,90533,91543,89643,92732,95533,91026,90821,80127,83749,72925,62679,52717,40559,35994,36487,34899,33512,25604,Upgrade
2,Cash Growth,-0.81%,1.61%,-5.23%,0.57%,-1.30%,15.73%,14.07%,24.82%,44.90%,52.00%,106.49%,102.60%,71.79%,51.05%,21.03%,40.58%,16.40%,20.66%,16.72%,7.22%,Upgrade
3,Accounts Receivable,15934,14785,16502,13139,17391,17155,20034,16601,17429,19086,20761,15386,17805,14357,15439,12226,14575,14824,14225,15166,Upgrade
4,Other Receivables,2623,2792,1990,2112,3173,3346,3523,2590,3120,3368,3889,3133,3085,3453,3098,3062,3890,3570,3593,3230,Upgrade
5,Receivables,18557,18486,18492,15724,20564,20793,23556,20201,20549,23599,24651,20489,20890,20200,18537,16344,18465,19065,17818,18951,Upgrade
6,Inventory,8929,8576,9069,8735,9718,10102,9193,9350,9184,8893,8110,8323,7633,7356,7086,7059,7473,7476,8031,8170,Upgrade
7,Other Current Assets,6677,3674,5028,3667,4272,3730,4884,3335,5686,3951,4749,3672,4552,2966,4355,2864,3360,2593,3004,2382,Upgrade
8,Total Current Assets,123084,124963,123122,119668,124197,127356,133166,123911,126240,116570,121258,105408,95756,83240,70538,62260,65785,64034,62365,55107,Upgrade
9,"Property, Plant & Equipment",135745,134727,127264,128018,124616,124544,125182,126368,125558,126590,128200,129112,129686,131442,132161,133804,130740,130985,129388,129774,Upgrade
10,Long-Term Investments,34175,33971,34352,33824,34634,34303,33119,33315,32471,31378,29697,29260,28881,27899,27182,26296,26484,26191,26196,26661,Upgrade
11,Goodwill,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,Upgrade
12,Other Intangible Assets,54344,55429,55178,56028,50097,50878,47820,48578,51324,51648,51196,51809,49959,50252,49504,50973,49642,50272,46475,47127,Upgrade
13,Long-Term Accounts Receivable,324.27,236.91,369.12,333.05,365.45,300.56,412.21,406.2,450.64,434.05,558.73,369.68,-,442.87,-,285.21,-,601.4,-,241.19,Upgrade
14,Long-Term Deferred Tax Assets,3139,3018,3047,3041,3060,3100,3025,3134,3314,3343,3246,3134,2920,2829,2841,2815,3302,3243,3364,3292,Upgrade
15,Long-Term Deferred Charges,157.62,103.12,78.53,95.97,89.44,100.39,116,132.64,139.84,97.15,92.01,103.94,135.32,144.93,128.56,140.8,144.08,99.44,49.97,53.35,Upgrade
16,Other Long-Term Assets,9654,1608,8378,1574,8609,1875,5575,1419,3762,1404,3768,1487,6711,1967,7348,2037,7893,2162,10486,5299,Upgrade
17,Total Assets,360629,361379,351794,349360,345674,347360,348421,340223,343265,333041,338021,322610,314053,301340,289709,282945,283996,282429,278330,272565,Upgrade
18,Accounts Payable,24405,21438,26418,22313,25248,21909,27857,22035,24522,22299,30384,23936,25477,22646,24513,21861,24029,22276,23562,21297,Upgrade
