,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,42669127,27040242,28543920,26653084,27982623,16882015,18445846,17449584,26213302,26449568,42208684,15241944,18352236,21262502,23302535,23042288,29403688,30288635,26969148,10999921,Upgrade
1,Short-Term Investments,37699735,6424590,4219321,4416936,6998671,7987532,4567327,19534261,4382933,22665077,4236671,4377690,3170953,4938376,9581078,3678590,4515975,5050357,1622825,1574347,Upgrade
2,Trading Asset Securities,1500000,-,-,-,-,597633,351887,2553013,2352947,-,1859913,314525,4909495,3625821,1766496,2290664,5897650,816435,-,8582371,Upgrade
3,Cash & Short-Term Investments,81868862,33464832,32763241,31070020,34981294,25467180,23365060,39536858,32949182,49114645,48305268,19934159,26432684,29826699,34650109,29011542,39817313,36155427,28591973,21156639,Upgrade
4,Cash Growth,134.04%,31.40%,40.22%,-21.42%,6.17%,-48.15%,-51.63%,98.34%,24.65%,64.67%,39.41%,-31.29%,-33.62%,-17.50%,21.19%,37.13%,31.02%,107.71%,16.23%,127.79%,Upgrade
5,Accounts Receivable,28269201,26425051,22830948,24625073,26337992,27842089,27028228,34177160,24155929,26146645,20369929,20374767,19764317,20870199,20902462,20347637,15991460,23029338,17571362,16912837,Upgrade
6,Other Receivables,25596244,18941586,16482359,21988780,20960146,13085513,14215599,15531849,7742894,7114996,13094314,11693503,13441474,13905043,11962851,12612348,10320799,5703624,6215410,6654006,Upgrade
7,Receivables,55327463,56051165,40772620,57783875,54935788,50354515,45967629,57813639,40155689,49675705,49087669,45960383,47959276,49358908,45677341,40764253,34781531,39018959,34865112,39668220,Upgrade
8,Inventory,112798518,128229866,104060718,99346636,92623746,83672447,84742609,91911380,98587507,85750571,80978106,52375294,50425325,55382094,56696855,62787770,62495269,72027916,82724131,84452449,Upgrade
