,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,65243834,62850017,42327114,21738502,27221060,47947906,47295227,38963375,41437969,28742356,13384347,18228910,34839432,30111579,37442438,23294421,35849056,35913718,23358773,15368486,Upgrade
1,Revenue Growth (YoY),139.68%,31.08%,-10.50%,-44.21%,-34.31%,66.82%,253.36%,113.74%,18.94%,-4.55%,-64.25%,-21.75%,-2.82%,-16.16%,60.29%,51.57%,-4.20%,13.76%,-40.44%,-29.58%,Upgrade
2,Cost of Revenue,55244555,49776513,35332613,23693642,30537593,36208361,36644667,34528471,27988361,22984053,18103498,18023838,26214485,18384587,27015126,20008967,30237442,29612674,19944575,13382536,Upgrade
3,Gross Profit,9999279,13073504,6994501,-1955140,-3316533,11739545,10650560,4434904,13449608,5758303,-4719151,205072,8624947,11726992,10427312,3285454,5611614,6301044,3414198,1985950,Upgrade
4,"Selling, General & Admin",12678318,8669160,6977892,6756646,7007564,7003527,6172000,5794071,8584802,5670962,4744886,6324096,11250896,7088796,7775186,4829489,8682804,4335284,3757712,3880874,Upgrade
5,Operating Expenses,12678318,8669160,6977892,6756646,7007564,7003527,6172000,5794071,8584802,5670962,4744886,6324096,11250896,7088796,7775186,4829489,8682804,4335284,3757712,3880874,Upgrade
6,Operating Income,-2679039,4404344,16609,-8711786,-10324097,4736018,4478560,-1359167,4864806,87341,-9464037,-6119024,-2625949,4638196,2652126,-1544035,-3071190,1965760,-343514,-1894924,Upgrade
7,Interest Expense,-6831883,-5608268,-5622417,-4829728,-16301844,-5504380,-3194591,-3331489,-31022280,-3036936,-12233698,-2372279,-12166432,-2686664,-2623808,-2705898,-20827603,-3003728,-2945174,-2746133,Upgrade
8,Interest & Investment Income,11456531,1113790,17927417,18772231,-,478867,580298,9379932,-,836866,-,10708462,-,911385,568527,492458,-,590363,478895,555457,Upgrade
9,Earnings From Equity Investments,163184,216651,483574,-14636,3524,17845,-8567,-110627,-9025,-31135,-42079,-4285,-5758,-11522,-16462,-7926,-13185,-88276,-41074,-122743,Upgrade
10,Currency Exchange Gain (Loss),-1468253,1789572,-328559,-1461013,-2755256,-2508110,-490909,331474,-1847813,-1877679,-1013821,-166757,642599,587654,36437,130010,-229670,153637,443355,-767608,Upgrade
11,Other Non Operating Income (Expenses),4791987,-2602070,-2992701,-1261189,15861271,7203014,-685771,-645836,-1442988,336909,419651,-64659,-4452322,-117302,-55741,3626,-236257,88669,-953677,-45494,Upgrade
12,EBT Excluding Unusual Items,5432527,-685981,9483923,2493879,-13516402,4423254,679020,4264287,-29457300,-3684634,-22333984,1981458,-18607862,3321747,561079,-3631765,-24377905,-293575,-3361189,-5021445,Upgrade
13,Gain (Loss) on Sale of Investments,-,5626937,-5626937,-,291009,-7754,3088346,-,29391893,8936954,19591708,-,-,-,3216732,6475936,-,3887783,6149006,8358943,Upgrade
14,Gain (Loss) on Sale of Assets,-,-235559,235559,-,14619597,59832,-131837,-,4081871,-,4300857,-53305,12039666,-17874,-152787,-58421,28589938,14355,-94203,90847,Upgrade
15,Pretax Income,5432527,4705397,4092545,2493879,1394204,4475332,3635529,4264287,4016464,5252320,1558581,1928153,-6568196,3303873,3625024,2785750,4212033,3608563,2693614,3428345,Upgrade
16,Income Tax Expense,4250068,2690486,3373989,1158803,894535,3908064,3235554,3675138,3543619,4745974,1005459,1416122,2716297,3063242,3007024,1918052,2503539,2173024,1797404,2923015,Upgrade
17,Earnings From Continuing Operations,1182459,2014911,718556,1335076,499669,567268,399975,589149,472845,506346,553122,512031,-9284493,240631,618000,867698,1708494,1435539,896210,505330,Upgrade
18,Minority Interest in Earnings,842239,3280012,-4237352,6599393,-564082,-1236305,1424165,477086,1516150,440435,2839207,1941725,3578021,-617407,857309,1226358,-268107,104528,1149522,-66889,Upgrade
19,Net Income,2024698,5294923,-3518796,7934469,-64413,-669037,1824140,1066235,1988995,946781,3392329,2453756,-5706472,-376776,1475309,2094056,1440387,1540067,2045732,438441,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,60950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Common,2024698,5294923,-3518796,7934469,-125363,-669037,1824140,1066235,1988995,946781,3392329,2453756,-5706472,-376776,1475309,2094056,1440387,1540067,2045732,438441,Upgrade
22,Net Income Growth,-,-,-,644.16%,-,-,-46.23%,-56.55%,-,-,129.94%,17.18%,-,-,-27.88%,377.61%,-69.01%,209.49%,50.17%,-57.77%,Upgrade
23,Shares Outstanding (Basic),3717,3721,3721,3720,3716,3708,3710,3715,3709,3710,3711,3707,3749,3643,3636,3636,3632,3636,3796,3474,Upgrade
24,Shares Outstanding (Diluted),3717,3721,3721,3720,3716,3708,3710,3715,3968,3710,3841,3707,3749,3643,3783,3636,3925,3636,3943,3474,Upgrade
25,Shares Change (YoY),0.01%,0.33%,0.29%,0.13%,-6.35%,-0.04%,-3.39%,0.23%,5.87%,1.85%,1.53%,1.95%,-4.50%,0.17%,-4.06%,4.66%,-3.31%,7.07%,8.27%,3.79%,Upgrade
26,EPS (Basic),544.75,1423.16,-945.61,2133.00,-33.73,-180.41,491.63,287.00,536.29,255.20,914.01,662.00,-1522.31,-103.43,405.74,576.00,396.58,423.52,538.88,126.22,Upgrade
27,EPS (Diluted),544.75,1423.16,-945.61,2133.00,-73.29,-180.41,491.63,287.00,394.56,255.20,883.07,662.00,-1522.31,-103.43,389.70,576.00,367.42,423.52,519.14,126.22,Upgrade
28,EPS Growth,-,-,-,643.21%,-,-,-44.33%,-56.65%,-,-,126.61%,14.93%,-,-,-24.93%,356.34%,-67.90%,189.06%,38.74%,-59.31%,Upgrade
29,Free Cash Flow,24215315,-5633240,-8219406,-43211901,-22996651,-10696492,-16154385,-24712291,-8291576,-41522538,-355245,-20187253,-971158,-28531461,-1890292,-19653579,2161317,1234538,6415021,-21399939,Upgrade
30,Free Cash Flow Per Share,6515.20,-1514.09,-2208.80,-11616.53,-6187.96,-2884.39,-4353.85,-6651.84,-2089.39,-11192.30,-92.50,-5446.33,-259.08,-7832.59,-499.72,-5406.00,550.62,339.50,1626.98,-6160.80,Upgrade
31,Gross Margin,15.33%,20.80%,16.52%,-8.99%,-12.18%,24.48%,22.52%,11.38%,32.46%,20.03%,-35.26%,1.12%,24.76%,38.95%,27.85%,14.10%,15.65%,17.54%,14.62%,12.92%,Upgrade
32,Operating Margin,-4.11%,7.01%,0.04%,-40.08%,-37.93%,9.88%,9.47%,-3.49%,11.74%,0.30%,-70.71%,-33.57%,-7.54%,15.40%,7.08%,-6.63%,-8.57%,5.47%,-1.47%,-12.33%,Upgrade
33,Profit Margin,3.10%,8.42%,-8.31%,36.50%,-0.46%,-1.40%,3.86%,2.74%,4.80%,3.29%,25.35%,13.46%,-16.38%,-1.25%,3.94%,8.99%,4.02%,4.29%,8.76%,2.85%,Upgrade
34,Free Cash Flow Margin,37.12%,-8.96%,-19.42%,-198.78%,-84.48%,-22.31%,-34.16%,-63.42%,-20.01%,-144.46%,-2.65%,-110.74%,-2.79%,-94.75%,-5.05%,-84.37%,6.03%,3.44%,27.46%,-139.25%,Upgrade
35,EBITDA,2871092,10508400,5476587,-3742500,-5294363,9392427,8654410,2100772,9038566,6413228,-3959221,-839414,1679496,8238581,6734540,1387349,-343940,4798125,1630423,635059,Upgrade
36,EBITDA Margin,4.40%,16.72%,12.94%,-17.22%,-19.45%,19.59%,18.30%,5.39%,21.81%,22.31%,-29.58%,-4.60%,4.82%,27.36%,17.99%,5.96%,-0.96%,13.36%,6.98%,4.13%,Upgrade
37,D&A For EBITDA,5550131,6104056,5459978,4969286,5029734,4656409,4175850,3459939,4173760,6325887,5504816,5279610,4305445,3600385,4082414,2931384,2727250,2832365,1973937,2529983,Upgrade
38,EBIT,-2679039,4404344,16609,-8711786,-10324097,4736018,4478560,-1359167,4864806,87341,-9464037,-6119024,-2625949,4638196,2652126,-1544035,-3071190,1965760,-343514,-1894924,Upgrade
39,EBIT Margin,-4.11%,7.01%,0.04%,-40.08%,-37.93%,9.88%,9.47%,-3.49%,11.74%,0.30%,-70.71%,-33.57%,-7.54%,15.40%,7.08%,-6.63%,-8.57%,5.47%,-1.47%,-12.33%,Upgrade
40,Effective Tax Rate,78.23%,57.18%,82.44%,46.47%,64.16%,87.32%,89.00%,86.18%,88.23%,90.36%,64.51%,73.44%,-,92.72%,82.95%,68.85%,59.44%,60.22%,66.73%,85.26%,Upgrade
41,Revenue as Reported,65243834,62850017,42327114,21738502,27221060,47947906,47295227,38963375,41437969,28742356,13384347,18228910,34839432,30111579,37442438,23294421,35849056,35913718,23358773,15368486,Upgrade
