,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,14584,12763,12164,10513,8692,7893,7224,8251,9312,10098,9263,7727,8293,5261,5490,6015,5991,6268,-,-,-,Upgrade
1,Market Cap Growth,61.70%,61.70%,68.38%,27.42%,-6.66%,-21.84%,-22.01%,6.77%,12.29%,91.94%,68.74%,28.47%,38.42%,-16.06%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,16075,14333,13760,11992,10171,9310,8571,9209,10271,10607,10221,8367,8932,5921,6096,6376,6352,6765,-,-,-,Upgrade
3,Last Close Price,33.39,29.22,27.85,24.03,19.86,18.04,16.51,18.86,21.28,23.08,23.06,19.24,20.64,13.10,13.67,14.90,14.85,15.53,-,-,-,Upgrade
4,PE Ratio,26.20,24.77,34.74,58.47,160.67,5365.05,-,-,227.51,-340.44,-,-6447.66,-,69.45,71.11,78.22,80.71,71.69,-,-,-,Upgrade
5,Forward PE,23.73,23.07,25.32,44.17,72.36,118.49,75.18,54.36,68.77,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.88,1.78,2.02,2.15,2.17,2.38,2.18,2.59,2.84,3.22,3.26,2.77,3.39,2.40,2.83,3.53,3.91,4.33,-,-,-,Upgrade
7,PB Ratio,7.44,6.51,6.85,6.40,5.63,5.39,4.98,5.64,6.27,6.91,6.43,10.19,11.04,6.58,7.04,7.63,7.67,8.34,-,-,-,Upgrade
8,P/TBV Ratio,7.08,7.08,7.52,7.10,6.30,6.06,5.63,6.38,7.08,7.55,7.04,11.67,12.70,7.46,8.00,8.56,8.22,8.95,-,-,-,Upgrade
9,P/FCF Ratio,222.97,195.13,-262.60,-,-71.83,-,-,-,-,-24.71,-,-,-,-,-27.36,-,-,125.47,-,-,-,Upgrade
10,P/OCF Ratio,28.58,28.58,27.62,29.07,30.55,114.19,-24.40,-,-,-,-62.80,-,-,-40.79,-212.99,-,-,29.20,-,-,-,Upgrade
11,EV/Sales Ratio,2.24,2.00,2.29,2.46,2.54,2.81,2.59,2.89,3.13,3.38,3.59,3.00,3.65,2.70,3.15,3.74,4.15,4.68,-,-,-,Upgrade
12,EV/EBITDA Ratio,17.82,16.95,23.44,30.50,40.41,57.56,57.59,62.12,62.09,140.95,159.50,99.18,-,37.50,39.46,43.56,44.50,42.11,-,-,-,Upgrade
13,EV/EBIT Ratio,23.87,21.28,32.17,50.69,94.08,298.50,-,-,153.24,-738.35,-,1021.66,-,63.16,65.76,71.10,71.85,62.24,-,-,-,Upgrade
14,EV/FCF Ratio,245.77,219.13,-297.04,-,-84.05,-,-,-,-,-25.96,-,-,-,-,-30.38,-,-,135.43,-,-,-,Upgrade
