,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,32.56,29.69,41.45,50.35,49.02,76.9,105.91,123.42,132.08,143.17
1,Trading Asset Securities,-,-,-,4.84,4.15,5.25,4.77,0.34,15.16,0.29
2,Cash & Short-Term Investments,32.56,29.69,41.45,55.2,53.17,82.14,110.68,123.76,147.24,143.46
3,Cash Growth,-21.45%,-46.22%,-22.05%,-32.80%,-51.96%,-33.63%,-24.83%,-13.73%,-18.33%,-18.64%
4,Accounts Receivable,29.38,38.07,54.8,40.87,33.47,120.45,114.77,53.77,76.5,104.83
5,Other Receivables,1.34,59.81,80.03,61.02,42.01,117.35,111.72,23.08,19.77,11.37
6,Receivables,30.72,97.88,134.83,101.89,75.47,237.8,226.49,76.86,96.27,116.2
7,Inventory,-,2.82,2.9,2.18,2.22,2.12,0.72,-,-,0.06
8,Total Current Assets,63.27,130.38,179.18,159.27,130.87,322.06,337.89,200.62,243.51,259.72
9,"Property, Plant & Equipment",0.82,16.11,15.99,15.28,11.88,9.53,12.69,25.72,12.73,12.95
10,Long-Term Investments,-,0.69,0.5,-,-,-,-,-,-,-
11,Goodwill,-,6.21,6.15,6.56,6.38,-,-,-,-,-
12,Total Assets,64.09,153.4,201.82,181.1,149.13,331.59,350.58,226.33,256.24,272.66
13,Accounts Payable,12.6,3.57,9.1,3.84,4.88,16.48,9.58,9.03,10.02,11.92
14,Accrued Expenses,2.61,73.25,85.65,53.15,62.12,127.49,120.62,20.17,12.14,9.7
15,Short-Term Debt,-,21.53,38.14,45.12,-,-,-,-,-,1.55
16,Current Portion of Leases,1.92,7.87,5.95,5.37,2.43,2.32,3.84,13.47,4.33,4.1
17,Current Income Taxes Payable,-,0.06,0.06,0.06,0.06,0.06,0.06,0.12,0.43,2.5
18,Current Unearned Revenue,-,1.58,1.96,5.24,2.53,7.05,6.56,5.47,3.09,4.27
19,Other Current Liabilities,11.24,13.88,11.35,31.32,31.69,35.7,30.26,20.84,19.13,20.07
20,Total Current Liabilities,28.36,121.74,152.21,144.1,103.7,189.1,170.91,69.09,49.14,54.11
21,Long-Term Leases,1.03,5.31,6.44,6.03,3.69,0.56,0.19,6.73,3.28,3.2
22,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,0.36,0.4,0.65
23,Total Liabilities,29.39,127.04,158.65,150.13,107.4,189.66,171.11,76.18,52.81,57.96
24,Common Stock,8,8,8,8,8,8,8,8,8,8
25,Additional Paid-In Capital,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54
26,Retained Earnings,-84.69,-91.5,-74.62,-83.33,-72.85,26.44,62.94,32.55,84.21,95.31
27,Comprehensive Income & Other,10.85,11.62,11.74,11.22,11.55,10.59,10.73,10.81,10.81,10.86
28,Total Common Equity,34.7,28.66,45.66,36.43,47.24,145.56,182.21,151.9,203.56,214.71
29,Minority Interest,-,-2.31,-2.49,-5.46,-5.5,-3.63,-2.74,-1.75,-0.14,-
30,Shareholders' Equity,34.7,26.35,43.17,30.97,41.73,141.93,179.47,150.15,203.43,214.71
31,Total Liabilities & Equity,64.09,153.4,201.82,181.1,149.13,331.59,350.58,226.33,256.24,272.66
32,Total Debt,2.94,34.71,50.54,56.52,6.12,2.89,4.03,20.2,7.61,8.85
33,Net Cash (Debt),29.61,-5.02,-9.09,-1.33,47.05,79.26,106.65,103.56,139.63,134.61
34,Net Cash Growth,-,-,-,-,-55.88%,-23.47%,-23.62%,-23.07%,-18.11%,-22.18%
35,Net Cash Per Share,-,-0.01,-,-0.00,0.06,0.10,0.13,0.13,0.17,0.17
36,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
37,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
38,Working Capital,34.91,8.64,26.97,15.17,27.16,132.96,166.97,131.53,194.37,205.6
39,Book Value Per Share,0.04,0.04,0.06,0.05,0.06,0.18,0.23,0.19,0.25,0.27
40,Tangible Book Value,34.7,22.45,39.51,29.87,40.85,145.56,182.21,151.9,203.56,214.71
41,Tangible Book Value Per Share,0.04,0.03,0.05,0.04,0.05,0.18,0.23,0.19,0.25,0.27
42,Machinery,13.92,-,16.25,-,15.09,-,13.46,-,8.64,-
43,Construction In Progress,-,-,-,-,0.23,-,0.97,-,-,-
44,Leasehold Improvements,0.17,-,2.78,-,2.21,-,1.44,-,0.18,-
45,Order Backlog,-,203.6,-,-,-,-,-,-,-,-
