,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,836,880,535,256,178,298,248,249,90,156,156,Upgrade
1,Market Cap Growth,243.48%,243.48%,200.52%,-13.97%,-28.12%,19.79%,175.41%,59.53%,-42.32%,0%,0%,Upgrade
2,Enterprise Value,850,893,552,281,162,237,224,400,303,370,356,Upgrade
3,Last Close Price,0.75,0.79,0.48,0.23,0.23,0.39,0.32,0.33,0.46,0.97,0.97,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,24.05,11.81,10.05,16.62,Upgrade
5,PS Ratio,4.86,5.11,2.17,2.78,-,1.34,1.19,0.88,0.32,0.68,0.74,Upgrade
6,PB Ratio,3.09,3.25,1.88,0.74,0.64,1.02,0.82,0.77,0.77,3.87,4.73,Upgrade
7,P/TBV Ratio,3.89,3.89,2.25,0.87,0.66,1.05,0.82,0.77,0.77,4.14,4.96,Upgrade
8,P/FCF Ratio,54.14,1763.76,-,-,-,-,21.38,-,-,-,-,Upgrade
9,P/OCF Ratio,53.23,630.45,-,-,-,-,21.38,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.94,5.19,2.24,3.06,-,1.06,1.08,1.42,1.09,1.60,1.70,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-41.18,-,21.93,15.44,14.60,24.19,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-30.12,-,24.15,16.97,15.83,26.79,Upgrade
13,EV/FCF Ratio,55.05,1788.70,-,-,-,-,19.35,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.15,0.15,0.15,0.18,0.15,0.10,0.02,0.00,1.37,5.69,6.82,Upgrade
15,Debt / FCF Ratio,2.57,79.37,-,-,-,-,0.47,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-2.68%,-,5.04%,14.66%,50.48%,33.44%,Upgrade
17,Earnings Yield,-8.73%,-8.28%,-10.91%,-0.73%,-,-10.92%,-4.73%,4.16%,8.47%,9.95%,6.02%,Upgrade
18,FCF Yield,1.85%,0.06%,-,-19.82%,-,-2.41%,4.68%,-14.12%,-19.61%,-10.27%,-10.62%,Upgrade
19,Buyback Yield / Dilution,-37.01%,-30.66%,-,-10.21%,-,-143.24%,-372.62%,-105.09%,-6.74%,-,-,Upgrade
20,Total Shareholder Return,-37.01%,-30.66%,-,-10.21%,-,-143.24%,-372.62%,-105.09%,-6.74%,-,-,Upgrade
