,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,18.14,153.95,92.02,-,129.49,93.41,113.82,168.41,108.48,121.97,Upgrade
1,Revenue Growth (YoY),-80.28%,-,-28.94%,-,13.77%,-44.54%,4.92%,38.07%,22.98%,153.37%,Upgrade
2,Cost of Revenue,12.21,118.63,72,-,104.13,76.28,95.8,142.03,88.41,97.79,Upgrade
3,Gross Profit,5.93,35.33,20.02,-,25.36,17.12,18.02,26.38,20.07,24.18,Upgrade
4,"Selling, General & Admin",22.39,32.51,14.61,-,12.21,8.93,7.74,14.65,11.08,11.93,Upgrade
5,Other Operating Expenses,-0.19,0.54,-0.62,-,-0.13,0.03,-0.03,2.22,-2.22,0,Upgrade
6,Operating Expenses,21.2,87.99,28.66,-,24.56,25.8,8.02,19.82,8.8,12.09,Upgrade
7,Operating Income,-15.27,-52.66,-8.64,-,0.8,-8.68,10,6.56,11.27,12.09,Upgrade
8,Interest Expense,-1.33,-1.71,-1.31,-,-0.2,-0.12,-0.18,-0.98,-1.86,-1.57,Upgrade
9,Interest & Investment Income,0.73,0.72,0.4,-,0.01,2.1,0,-,0,0,Upgrade
10,Currency Exchange Gain (Loss),0.46,-0.83,-1.42,-,-2.52,0.02,0.17,-0.13,0.53,-0.05,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-,0.04,-,1.95,-,1.31,Upgrade
12,EBT Excluding Unusual Items,-15.41,-54.48,-10.97,-,-1.9,-6.63,9.99,7.39,9.95,11.78,Upgrade
13,Gain (Loss) on Sale of Investments,-0.07,-0.06,-0.11,-,-0.23,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,0,0.13,-,-,-,-,-,0.02,0.24,-0.32,Upgrade
15,Asset Writedown,-1.07,-5.62,2.51,-,1.33,-14.11,0.69,-3.76,-1.59,0.99,Upgrade
16,Other Unusual Items,-,1.36,-,-,-,0.55,-,1.14,-,-,Upgrade
17,Pretax Income,-16.55,-58.67,-8.58,-,-0.8,-20.19,10.68,4.8,8.6,12.45,Upgrade
18,Income Tax Expense,-0.14,-1.23,0.56,-,-,0.84,1.36,2.18,0.96,1.98,Upgrade
19,Earnings From Continuing Operations,-16.41,-57.44,-9.13,-,-0.8,-21.03,9.32,2.61,7.64,10.47,Upgrade
20,Earnings From Discontinued Operations,-,0.94,7.28,-,-10.68,-,-,-,-,-,Upgrade
21,Net Income to Company,-16.41,-56.51,-1.86,-,-11.48,-21.03,9.32,2.61,7.64,10.47,Upgrade
22,Minority Interest in Earnings,-,-,-,-,-,-,-,-1.59,-1.05,-1.55,Upgrade
23,Net Income,-16.41,-56.51,-1.86,-,-11.48,-21.03,9.32,1.02,6.59,8.92,Upgrade
24,Net Income to Common,-16.41,-56.51,-1.86,-,-11.48,-21.03,9.32,1.02,6.59,8.92,Upgrade
25,Net Income Growth,-,-,-,-,-,-,41.35%,-88.53%,1357.96%,-,Upgrade
26,Shares Outstanding (Basic),1114,1114,853,-,774,782,318,166,155,155,Upgrade
27,Shares Outstanding (Diluted),1114,1114,853,-,774,782,318,166,155,155,Upgrade
28,Shares Change (YoY),30.66%,-,10.21%,-,143.24%,372.62%,105.09%,6.74%,-,-,Upgrade
29,EPS (Basic),-0.01,-0.05,-0.00,-,-0.01,-0.03,0.03,0.01,0.04,0.06,Upgrade
30,EPS (Diluted),-0.01,-0.05,-0.00,-,-0.01,-0.03,0.03,0.01,0.04,0.06,Upgrade
31,EPS Growth,-,-,-,-,-,-,-31.08%,-89.24%,1358.24%,-,Upgrade
32,Free Cash Flow,0.5,-,-50.78,-,-42.2,35.02,-23.44,-11.68,-5.94,-10.07,Upgrade
33,Free Cash Flow Per Share,0.00,-,-0.06,-,-0.05,0.04,-0.07,-0.07,-0.04,-0.06,Upgrade
34,Operating Margin,-84.15%,-34.21%,-9.38%,-,0.62%,-9.29%,8.79%,3.90%,10.39%,9.91%,Upgrade
35,Profit Margin,-90.42%,-36.70%,-2.02%,-,-8.87%,-22.52%,8.18%,0.61%,6.07%,7.32%,Upgrade
36,Free Cash Flow Margin,2.75%,-,-55.19%,-,-32.59%,37.49%,-20.59%,-6.94%,-5.48%,-8.26%,Upgrade
37,EBITDA,-11.32,-51.9,-6.11,-,2.13,-7.89,10.8,7.45,12.15,13.18,Upgrade
38,D&A For EBITDA,3.95,3.93,2.53,1.96,1.33,0.79,0.8,0.88,0.88,1.09,Upgrade
39,EBIT,-15.27,-52.66,-8.64,-,0.8,-8.68,10,6.56,11.27,12.09,Upgrade
