,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,25.31,29.39,43.56,15.5,44.93,66.15,24.87,7.61,19.29,12.27,Upgrade
1,Trading Asset Securities,0.28,0.35,0.41,0.52,0.61,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,25.59,29.74,43.97,16.02,45.54,66.15,24.87,7.61,19.29,12.27,Upgrade
3,Cash Growth,-41.80%,85.67%,-3.43%,-75.78%,83.10%,769.30%,28.92%,-38.00%,40.32%,170.13%,Upgrade
4,Accounts Receivable,95.76,115.03,151.63,170.35,191.5,134.55,184.53,154.87,93.05,87.22,Upgrade
5,Other Receivables,12.44,2.98,5.74,8.47,20.38,1.43,-,1.33,-,17.5,Upgrade
6,Receivables,108.19,118.01,157.36,183.72,211.87,135.98,201.03,156.2,93.05,104.71,Upgrade
7,Inventory,54.28,56.11,131.18,108.64,83.86,39.05,32.24,27.33,47.41,21.55,Upgrade
8,Prepaid Expenses,1.98,3.44,0.11,0.37,0.21,0.39,0.1,0.28,0.11,0.22,Upgrade
9,Other Current Assets,7.13,5.72,29.01,39.22,23.67,30.08,21.67,16.22,13.96,7.48,Upgrade
10,Total Current Assets,197.17,213.02,361.63,347.97,365.16,271.65,279.91,207.63,173.82,146.23,Upgrade
11,"Property, Plant & Equipment",33.3,32.52,35.36,32.04,34.73,32.42,36.48,37.54,38.28,41.84,Upgrade
12,Goodwill,14.36,14.04,13.91,0.7,0.7,-,-,-,-,-,Upgrade
13,Other Intangible Assets,30.02,32.31,34.97,6.2,7.56,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,95.46,95.86,101.19,100.53,106.31,104.98,119.16,119.15,122.15,122.47,Upgrade
15,Total Assets,380.72,407.9,552.42,492.63,514.45,409.05,435.55,364.32,334.25,310.53,Upgrade
16,Accounts Payable,36.31,38.31,91.14,121.88,155.3,76.35,93.32,70.08,52.96,37,Upgrade
17,Accrued Expenses,3.43,5.85,4.34,6.37,9.05,5.3,3.16,3.3,1.7,3.77,Upgrade
18,Short-Term Debt,38.84,41.95,60.28,40.97,29.77,5,-,156.63,225.46,220.47,Upgrade
19,Current Portion of Leases,0.77,0.24,0.46,0.09,0.16,0.41,1.41,1.95,2.51,1.84,Upgrade
20,Current Income Taxes Payable,0.03,-,0.77,8.2,7.36,6.63,6.08,5.33,2.95,1.92,Upgrade
21,Current Unearned Revenue,6.21,10.76,32.01,10.3,3.83,5.24,0.96,4.83,0.89,0.77,Upgrade
22,Other Current Liabilities,18.75,20.49,12.07,26.45,14.94,7.65,2.21,0.55,1.51,4.97,Upgrade
23,Total Current Liabilities,104.33,117.61,201.06,214.26,220.41,106.58,107.12,242.67,287.97,270.74,Upgrade
24,Long-Term Leases,-,-,-,-,-,-,-,0.41,1.4,2.37,Upgrade
25,Long-Term Deferred Tax Liabilities,5.77,5.89,6.33,1.78,2.03,2.03,3.65,3.65,3.96,3.96,Upgrade
26,Other Long-Term Liabilities,-,0.17,0.39,0.39,0.54,0.18,0.72,1.32,0.6,0.49,Upgrade
27,Total Liabilities,110.09,123.67,207.77,216.43,222.97,108.78,111.5,248.06,293.93,277.56,Upgrade
28,Common Stock,11.14,11.14,11.14,7.74,7.74,7.74,7.65,95.63,77.54,77.54,Upgrade
29,Additional Paid-In Capital,356.56,356.56,356.56,289.41,289.41,289.41,286.22,129.96,66.89,66.89,Upgrade
30,Retained Earnings,-117.89,-101.49,-44.04,-34.26,-21.09,-9.61,11.42,-127.85,-128.88,-135.47,Upgrade
31,Comprehensive Income & Other,20.81,18.01,20.98,13.32,15.43,12.73,18.77,18.53,22.11,22.48,Upgrade
32,Total Common Equity,270.63,284.23,344.65,276.21,291.48,300.27,324.05,116.26,37.67,31.45,Upgrade
33,Minority Interest,-,-,-,-,-,-,-,-,2.65,1.52,Upgrade
34,Shareholders' Equity,270.63,284.23,344.65,276.21,291.48,300.27,324.05,116.26,40.32,32.97,Upgrade
35,Total Liabilities & Equity,380.72,407.9,552.42,492.63,514.45,409.05,435.55,364.32,334.25,310.53,Upgrade
36,Total Debt,39.61,42.19,60.74,41.06,29.94,5.41,1.41,158.99,229.37,224.68,Upgrade
37,Net Cash (Debt),-14.02,-12.45,-16.77,-25.04,15.6,60.73,23.46,-151.38,-210.08,-212.41,Upgrade
38,Net Cash Growth,-,-,-,-,-33.52%,-,-,-,-,-,Upgrade
39,Net Cash Per Share,-0.01,-0.01,-0.02,-,0.02,0.08,0.07,-0.91,-1.35,-1.37,Upgrade
40,Filing Date Shares Outstanding,1114,1114,1114,773.66,773.66,773.66,765.05,191.26,155.08,155.08,Upgrade
41,Total Common Shares Outstanding,1114,1114,1114,773.66,773.66,773.66,765.05,191.26,155.08,155.08,Upgrade
42,Working Capital,92.84,95.42,160.58,133.71,144.75,165.07,172.79,-35.04,-114.15,-124.52,Upgrade
43,Book Value Per Share,0.24,0.26,0.31,0.36,0.38,0.39,0.42,0.61,0.24,0.20,Upgrade
44,Tangible Book Value,226.25,237.89,295.76,269.31,283.22,300.27,324.05,116.26,37.67,31.45,Upgrade
45,Tangible Book Value Per Share,0.20,0.21,0.27,0.35,0.37,0.39,0.42,0.61,0.24,0.20,Upgrade
46,Land,-,30.93,-,31.88,-,32.2,-,36.6,-,36.5,Upgrade
47,Machinery,-,2.9,-,0.51,-,0.48,-,0.48,-,0.48,Upgrade
48,Leasehold Improvements,-,0.6,-,0.41,-,1.32,-,1.32,-,1.32,Upgrade
