,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,43,40,50,44,44,58,72,53,68,71,82,56,78,69,50,51,40,53,29,37,43,Upgrade
1,Market Cap Growth,-31.03%,-31.03%,-30.56%,-16.98%,-35.29%,-18.31%,-12.20%,-5.36%,-12.82%,2.90%,64.00%,9.80%,95.00%,30.19%,72.41%,37.84%,-6.98%,-5.36%,-67.05%,-67.54%,-79.52%,Upgrade
2,Enterprise Value,85,90,100,41,41,74,88,75,90,103,114,47,69,86,67,51,40,63,39,57,63,Upgrade
3,Last Close Price,0.04,0.04,0.05,0.04,0.04,0.06,0.07,0.05,0.07,0.07,0.08,0.06,0.08,0.07,0.05,0.05,0.04,0.05,0.03,0.04,0.04,Upgrade
4,PE Ratio,-,-,-,-,-,-19.15,-,-,-154.55,-25.90,-53.28,-,39.92,15.25,-290.70,-,139.86,-,23.31,-,26.74,Upgrade
5,PS Ratio,0.18,0.17,0.22,0.19,0.19,0.24,0.28,0.21,0.33,0.35,0.41,0.28,0.35,0.33,0.27,0.30,0.23,0.28,0.14,0.16,0.18,Upgrade
6,PB Ratio,2.84,2.64,3.31,1.57,1.57,1.28,1.54,1.13,1.40,1.47,1.92,1.31,-,1.35,1.05,1.07,-,1.14,0.66,0.84,-,Upgrade
7,P/TBV Ratio,2.64,2.64,3.31,1.57,1.57,1.28,1.54,1.13,1.40,1.47,1.92,1.31,-,1.35,1.05,1.07,-,1.14,0.66,0.84,-,Upgrade
8,P/FCF Ratio,1.95,1.81,3.91,12.62,25.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
