,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,263,285,308,287,308,342,350,332,387,408,327,429,479,659,672,804,738,711,532,1251,1107,Upgrade
1,Market Cap Growth,-16.92%,-16.92%,-12.03%,-13.49%,-20.41%,-16.13%,7.26%,-22.70%,-19.23%,-38.00%,-51.37%,-46.56%,-35.00%,-7.41%,26.24%,-35.79%,-33.33%,-57.81%,-66.33%,-30.53%,-33.70%,Upgrade
2,Enterprise Value,5404,5091,5003,4498,4631,4694,4887,5020,5493,5323,5391,5929,5641,7304,7270,7779,7714,6694,6775,7606,6449,Upgrade
3,Last Close Price,0.10,0.11,0.12,0.09,0.10,0.11,0.11,0.09,0.11,0.12,0.09,0.12,0.14,0.19,0.19,0.23,0.21,0.20,0.15,0.36,0.32,Upgrade
4,PE Ratio,-,-,-,-,4.83,-,-4.35,-2.21,-0.99,-,-,-,-,-,-,-12.45,-6.04,-,-,-,-,Upgrade
5,Forward PE,-,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,Upgrade
6,PS Ratio,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.09,0.10,0.07,0.09,0.09,0.12,0.12,0.14,0.13,0.14,0.11,0.26,0.22,Upgrade
7,PB Ratio,0.08,0.09,0.09,0.08,0.09,0.09,0.10,0.09,0.10,0.11,0.08,0.10,0.10,0.13,0.13,0.16,0.15,0.14,0.11,0.28,0.24,Upgrade
8,P/TBV Ratio,0.18,0.18,0.18,0.17,0.18,0.19,0.21,0.20,0.19,0.23,0.16,0.18,0.17,0.24,0.24,0.28,0.27,0.26,0.21,0.52,0.46,Upgrade
