,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,805.89,711.48,777.35,942.44,855.92,828.24,972.82,988.4,715.89,815.86,766.25,1003,1006,925.32,1065,1191,1165,1057,979.32,808.76,Upgrade
1,Other Revenue,109.34,124.04,114.59,110.35,22.38,171.84,139.42,117.59,72.48,116.39,110.16,114.41,101.33,116.35,117.02,112.83,94.37,101.17,103.48,72.29,Upgrade
2,Revenue,915.22,835.52,891.94,1053,878.3,1000,1112,1106,788.37,932.25,876.41,1117,1108,1042,1182,1304,1259,1158,1083,881.06,Upgrade
3,Revenue Growth (YoY),4.20%,-16.46%,-19.81%,-4.81%,11.41%,7.28%,26.91%,-0.99%,-28.82%,-10.51%,-25.87%,-14.33%,-12.06%,-10.04%,9.18%,47.98%,1.76%,-2.83%,-9.64%,-36.59%,Upgrade
4,Cost of Revenue,368.47,329.12,383.24,481.24,418.66,417.78,450.03,549.23,396.18,455.61,431.97,566.31,542.26,510.3,579.78,683.84,628.48,579.71,543.54,462.78,Upgrade
5,Gross Profit,546.75,506.4,508.69,571.55,459.64,582.31,662.21,556.76,392.19,476.63,444.44,550.71,565.33,531.38,602.43,619.96,630.95,578.19,539.26,418.28,Upgrade
6,"Selling, General & Admin",145.23,130.75,130.68,153.09,139.99,141.98,137.13,156.88,191.81,123.57,129.47,164.21,173.76,150.48,158.65,175.66,248.81,131.13,91.3,150.44,Upgrade
7,Other Operating Expenses,166.29,161.41,199.56,147.23,89.82,175.34,203.66,154.38,87.82,170.5,229.67,159.96,197.85,160.37,147.57,154.17,185.64,155.88,145.45,129.17,Upgrade
8,Operating Expenses,429.48,416.76,458.77,427.69,346.26,457.25,501.56,452.59,422.14,446.7,513.1,479.33,533.09,469.36,472.72,502.25,607.92,459.93,410.2,450.12,Upgrade
9,Operating Income,117.27,89.64,49.93,143.85,113.38,125.05,160.65,104.17,-29.95,29.94,-68.66,71.38,32.25,62.01,129.72,117.71,23.03,118.26,129.06,-31.84,Upgrade
10,Interest Expense,-98.38,-104.3,-136.48,-119.6,-122.73,-126.09,-134.88,-128.25,-125.68,-115.66,-112.14,-105.54,-115.85,-120.41,-126.69,-132.77,-135.93,-133.44,-144.76,-155.78,Upgrade
11,Interest & Investment Income,37.17,-,-,12.86,11.83,-,-,13.83,11.39,15.08,15.4,15.63,10.26,17.86,19.5,21.05,15.57,20.89,22.74,33.23,Upgrade
12,Earnings From Equity Investments,3.45,2.19,3.82,5.04,2.77,3.52,13.07,4.56,2.16,0.66,-7.26,1.18,-6.82,2.93,3.48,5.78,2.97,-0.36,3.66,-2.94,Upgrade
13,Other Non Operating Income (Expenses),-30.73,7.91,22.82,-,-,14.06,27.44,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,EBT Excluding Unusual Items,28.79,-4.56,-59.91,42.15,5.25,16.55,66.28,-5.69,-142.07,-69.98,-172.66,-17.35,-80.16,-37.62,26,11.77,-94.36,5.34,10.69,-157.33,Upgrade
15,Impairment of Goodwill,-100.28,-,-,-,-16.28,-,-,-,-38.6,-,-,-,-78.97,-,-,-,-,-,-,-,Upgrade
