,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,126.54,138.24,130.78,84.87,61.29,65.33,63.39,61.72,41.19,86.54
1,Revenue Growth (YoY),-3.24%,62.89%,113.38%,29.90%,-3.31%,5.86%,53.90%,-28.68%,-66.78%,-42.50%
2,Cost of Revenue,16.19,17.62,17.11,14.75,10.18,12.69,10.89,10.82,7.48,13.08
3,Gross Profit,110.35,120.62,113.68,70.12,51.12,52.65,52.5,50.9,33.71,73.46
4,"Selling, General & Admin",94.71,102.05,92.9,69.69,53.56,57.34,53.01,54.07,41.42,72.09
5,Other Operating Expenses,-0.11,0.06,-0.04,0.19,-0.26,-1.37,-0.24,-0.61,-0.43,-0.99
6,Operating Expenses,94.6,102.1,92.86,69.89,53.31,55.96,52.77,53.46,40.99,71.1
7,Operating Income,15.75,18.52,20.82,0.23,-2.19,-3.32,-0.27,-2.56,-7.28,2.36
8,Interest Expense,-0.56,-0.6,-0.5,-0.37,-0.2,-0.15,-0.18,-0.23,-0.31,-0.34
9,Interest & Investment Income,0.98,0.59,0.59,0.49,0.15,0.03,0.08,0.39,0.7,0.68
10,Currency Exchange Gain (Loss),0.08,-0.2,-1.14,0.66,-1.23,0.27,0.26,1.41,1.9,-0.81
11,EBT Excluding Unusual Items,16.25,18.31,19.76,1.01,-3.47,-3.17,-0.11,-0.99,-5,1.89
12,Gain (Loss) on Sale of Assets,-0.1,-0.01,-,-,-,-,-,-,-,-
13,Asset Writedown,-0.21,-0.07,-0.51,0.06,-,-,-0,-2.15,-,-
14,Other Unusual Items,-,0.03,0.01,0.28,3.04,0.16,0.17,3.54,8.07,1.38
15,Pretax Income,15.94,18.26,19.26,1.59,-0.43,-3.02,0.05,0.4,3.07,3.28
16,Income Tax Expense,2.7,2.76,4.09,0.73,-0.07,-2.38,0.26,-0.63,0.26,0.15
17,Net Income,13.24,15.5,15.17,0.86,-0.37,-0.63,-0.21,1.03,2.81,3.13
18,Net Income to Common,13.24,15.5,15.17,0.86,-0.37,-0.63,-0.21,1.03,2.81,3.13
19,Net Income Growth,-12.75%,1698.26%,-,-,-,-,-,-66.91%,-68.50%,-83.52%
20,Shares Outstanding (Basic),762,762,762,762,762,762,762,762,762,752
21,Shares Outstanding (Diluted),762,762,762,762,762,762,762,762,762,752
22,Shares Change (YoY),-,-,-,-,-,-,-,1.29%,1.60%,0.31%
23,EPS (Basic),0.02,0.02,0.02,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
24,EPS (Diluted),0.02,0.02,0.02,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
25,EPS Growth,-12.75%,1698.59%,-,-,-,-,-,-67.35%,-69.01%,-83.58%
26,Free Cash Flow,15.94,28.08,19.51,2.6,-1.69,6.98,9.74,-8.4,15.69,14.12
27,Free Cash Flow Per Share,0.02,0.04,0.03,0.00,-0.00,0.01,0.01,-0.01,0.02,0.02
28,Operating Margin,12.45%,13.40%,15.92%,0.27%,-3.57%,-5.08%,-0.42%,-4.15%,-17.67%,2.72%
29,Profit Margin,10.46%,11.21%,11.60%,1.02%,-0.60%,-0.97%,-0.33%,1.68%,6.82%,3.61%
30,Free Cash Flow Margin,12.59%,20.31%,14.92%,3.06%,-2.75%,10.69%,15.36%,-13.62%,38.09%,16.31%
31,EBITDA,17.17,19.93,22.21,1.33,-1.26,-2.28,0.72,-1.47,-6.15,3.47
32,D&A For EBITDA,1.42,1.41,1.39,1.1,0.93,1.03,0.99,1.09,1.13,1.12
33,EBIT,15.75,18.52,20.82,0.23,-2.19,-3.32,-0.27,-2.56,-7.28,2.36
34,Advertising Expenses,3.91,-,3.26,-,6.03,-,4.45,-,-,-
