,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4723,4723,5156,5976,5879,7229,6024,7373,5590,5927,7566,Upgrade
1,Market Cap Growth,-20.97%,-20.97%,-12.30%,-17.33%,-2.40%,-1.96%,7.76%,24.39%,-26.11%,-33.15%,-46.23%,Upgrade
2,Enterprise Value,1507,1521,1964,2732,2580,3671,1425,2646,617,940,2687,Upgrade
3,Last Close Price,0.98,0.96,0.99,1.13,1.07,1.29,1.03,1.08,0.79,0.82,1.02,Upgrade
4,PE Ratio,787.12,-,-,-,-,-,-,29.97,15.49,15.32,17.64,Upgrade
5,Forward PE,98.00,64.90,34.52,41.33,57.82,61.22,25.88,21.22,19.86,21.39,21.27,Upgrade
6,PS Ratio,1.02,1.02,1.05,1.22,1.20,1.41,1.12,1.44,1.23,1.17,1.36,Upgrade
7,PB Ratio,0.53,0.49,0.52,0.60,0.57,0.69,0.56,0.62,0.46,0.50,0.63,Upgrade
8,P/TBV Ratio,1.13,1.13,1.21,1.43,1.38,1.69,1.31,1.05,0.74,0.81,1.02,Upgrade
9,P/FCF Ratio,7.30,8.45,7.98,8.65,9.29,3.50,2.41,8.68,7.94,4.68,7.70,Upgrade
10,P/OCF Ratio,4.53,4.53,4.58,5.01,5.21,2.60,1.78,4.44,4.31,3.45,5.09,Upgrade
11,PEG Ratio,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.77,-,Upgrade
12,EV/Sales Ratio,0.32,0.33,0.40,0.56,0.53,0.72,0.26,0.52,0.14,0.19,0.48,Upgrade
13,EV/EBITDA Ratio,1.76,1.92,2.50,3.89,3.83,4.63,1.69,2.91,0.66,0.95,2.70,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,13.44,10.58,2.05,2.51,6.94,Upgrade
15,EV/FCF Ratio,2.33,2.72,3.04,3.95,4.08,1.77,0.57,3.12,0.88,0.74,2.74,Upgrade
16,Debt / Equity Ratio,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,Upgrade
17,Debt / FCF Ratio,0.90,0.90,0.75,0.76,0.72,0.22,0.17,0.60,0.74,0.44,0.44,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,0.80%,1.92%,2.35%,2.94%,3.10%,Upgrade
19,Earnings Yield,0.13%,-0.95%,-1.01%,-1.36%,-2.69%,-1.70%,0.07%,3.34%,6.46%,6.53%,5.67%,Upgrade
20,FCF Yield,13.70%,11.84%,12.53%,11.56%,10.77%,28.61%,41.53%,11.51%,12.59%,21.36%,12.98%,Upgrade
21,Dividend Yield,7.64%,7.82%,7.53%,6.63%,7.01%,5.81%,7.26%,6.96%,9.50%,7.34%,6.55%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-0.00%,-0.00%,Upgrade,
23,Total Shareholder Return,7.64%,7.82%,7.53%,6.63%,7.01%,5.81%,7.26%,6.96%,9.50%,7.34%,6.55%,Upgrade
