,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1097,814,1007,1126,1208,1414,2007,2050,2115,1431,1837,Upgrade
1,Market Cap Growth,-27.66%,-27.66%,-16.63%,-20.40%,-39.82%,-31.02%,-5.10%,43.28%,15.12%,-50.74%,23.57%,Upgrade
2,Enterprise Value,1381,1005,1173,1166,1308,1207,1877,1926,2014,1331,1815,Upgrade
3,Last Close Price,0.27,0.19,0.24,0.25,0.27,0.32,0.44,0.44,0.45,0.31,0.40,Upgrade
4,PE Ratio,35.42,26.16,24.66,44.29,67.76,51.07,33.26,24.39,25.34,-76.39,-,Upgrade
5,Forward PE,-,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,14.43,Upgrade
6,PS Ratio,13.05,9.64,7.79,8.65,10.07,8.01,7.93,7.51,7.98,5.52,7.82,Upgrade
7,PB Ratio,0.91,0.67,0.80,0.92,0.91,1.04,1.40,1.42,1.51,1.11,1.45,Upgrade
8,P/TBV Ratio,0.68,0.68,0.81,0.93,0.92,1.06,1.42,1.44,1.53,1.15,1.50,Upgrade
9,P/FCF Ratio,19.75,14.66,-,-,-,33.22,-,-,30.02,-,-,Upgrade
10,P/OCF Ratio,14.52,14.52,-,-,-,28.87,-,-,29.86,-,-,Upgrade
11,EV/Sales Ratio,16.34,11.90,9.07,8.96,10.91,6.84,7.42,7.06,7.59,5.13,7.73,Upgrade
12,EV/EBITDA Ratio,107.28,66.50,31.76,43.25,40.54,26.37,32.15,26.79,32.66,37.65,65.86,Upgrade
13,EV/EBIT Ratio,135.17,-,33.15,46.02,42.41,27.00,32.73,27.15,33.19,38.13,68.41,Upgrade
14,EV/FCF Ratio,24.85,18.10,-,-,-,28.35,-,-,28.58,-,-,Upgrade
15,Debt / Equity Ratio,0.24,0.24,0.24,0.19,0.19,0.19,0.12,0.09,0.11,0.20,0.26,Upgrade
16,Debt / FCF Ratio,5.22,5.22,-,-,-,5.99,-,-,2.20,-,-,Upgrade
17,Return on Capital Employed (ROCE),0.95%,-,2.40%,1.75%,1.96%,2.77%,3.53%,4.34%,3.81%,2.38%,1.80%,Upgrade
18,Earnings Yield,2.84%,3.82%,4.06%,2.26%,1.48%,1.96%,3.01%,4.10%,3.95%,-1.31%,-1.10%,Upgrade
19,FCF Yield,5.06%,6.82%,-13.64%,-9.67%,3.49%,3.01%,-4.47%,1.71%,3.33%,-3.41%,1.38%,Upgrade
20,Dividend Yield,1.48%,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,0.41%,0.41%,0.03%,0.43%,3.50%,4.00%,0.68%,-0.64%,0.04%,-4.88%,-11.31%,Upgrade
22,Total Shareholder Return,1.89%,0.41%,0.03%,0.43%,3.50%,4.00%,0.68%,-0.64%,0.04%,-4.88%,-11.31%,Upgrade
