,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6.64,106.31,65.24,210.99,138.86,272.59,264.75,233.47,152.53,156.23,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,1.22,-,Upgrade
2,Trading Asset Securities,-,-,-,-,18.46,107.8,4.4,47.81,207.44,285.72,Upgrade
3,Cash & Short-Term Investments,6.64,106.31,65.24,210.99,157.32,380.39,269.15,281.28,361.19,441.95,Upgrade
4,Cash Growth,-89.82%,-49.61%,-58.53%,-44.53%,-41.55%,35.23%,-25.48%,-36.36%,-16.09%,172.59%,Upgrade
5,Accounts Receivable,60.02,101.53,48.84,101.35,89.98,91.58,118.9,63.17,99.57,104.69,Upgrade
6,Other Receivables,-,-,-,-,-,0.31,89.37,327.84,48.14,22.35,Upgrade
7,Receivables,60.02,101.53,48.84,101.35,89.98,91.89,354.46,391.02,235.47,127.04,Upgrade
8,Inventory,264.1,266.84,264.2,268.54,260.24,276.47,282.95,267.29,231.32,229.68,Upgrade
9,Prepaid Expenses,357.5,432.03,583.06,341.13,395.58,126.55,26.57,20.45,59.47,9.85,Upgrade
10,Other Current Assets,11.83,12.07,1.87,-,0.87,0.37,0.38,0.14,-,81.3,Upgrade
11,Total Current Assets,700.09,918.78,963.21,922.02,903.97,875.67,933.51,960.18,887.45,889.81,Upgrade
12,"Property, Plant & Equipment",3.37,4.23,10.45,11.45,13.36,5.68,3.96,6.81,16.72,20.19,Upgrade
13,Long-Term Investments,125.09,111.72,133.8,168.47,180.49,206.95,155.59,145.06,139.07,173.7,Upgrade
14,Goodwill,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,32.24,32.24,Upgrade
