,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,3556,1601,1594,1429,1868,2475,2670,2356,3136,1340,1304,1711,1866,2380,2692,3394,2829,-,-,-,-,Upgrade
1,Market Cap Growth,-35.30%,-35.30%,-40.30%,-39.35%,-40.44%,84.64%,104.70%,37.69%,68.10%,-43.69%,-51.55%,-49.57%,-34.04%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3662,1707,1668,1390,1796,2403,2581,2295,3024,1228,1146,1495,1448,1963,2134,2739,2785,-,-,-,-,Upgrade
3,Last Close Price,74.40,33.50,33.35,29.91,39.09,51.79,55.87,49.65,66.08,28.24,27.48,36.06,39.31,50.15,56.72,71.50,59.60,-,-,-,-,Upgrade
4,PS Ratio,13.03,5.88,5.44,4.68,5.46,7.37,8.12,7.30,10.67,4.39,3.60,4.32,4.49,5.62,5.60,7.24,6.22,-,-,-,-,Upgrade
5,PB Ratio,29.81,13.73,13.67,9.96,10.85,13.76,11.78,8.79,10.97,4.06,3.37,3.90,3.66,4.09,4.19,4.67,3.53,-,-,-,-,Upgrade
6,P/TBV Ratio,13.73,13.73,13.67,10.10,11.04,14.03,11.90,8.87,11.07,4.10,3.35,3.88,3.65,4.08,4.19,4.66,3.52,-,-,-,-,Upgrade
7,P/FCF Ratio,-,-,-,-,-26.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-48.25,-28.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,13.44,6.26,5.70,4.56,5.25,7.16,7.85,7.11,10.29,4.03,3.17,3.77,3.48,4.63,4.44,5.84,6.12,-,-,-,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-23.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-,-,-,-,-25.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,2.62,2.62,2.62,1.73,1.18,1.06,0.77,0.63,0.57,0.45,0.44,0.42,0.37,0.34,0.17,0.12,0.10,0.36,0.30,0.15,0.03,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,19.51,-,-,-,-,8.83,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-2.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Asset Turnover,-,0.49,0.50,0.51,0.55,0.61,0.76,0.47,0.45,0.43,0.39,0.36,0.55,0.46,0.39,0.50,2.01,1.03,-,-,Upgrade,
16,Inventory Turnover,-,-,24.15,13.12,21.94,144.83,102.41,121.12,92.71,76.12,68.60,80.45,72.69,123.49,266.91,506.57,656.96,865.11,439.45,-,-,Upgrade
17,Quick Ratio,-,-,0.72,0.65,0.90,0.69,1.23,1.36,1.21,1.34,1.48,1.59,1.68,1.98,2.42,3.39,3.93,1.04,1.20,1.44,-,Upgrade
18,Current Ratio,-,-,0.79,0.84,1.13,1.11,1.31,1.43,1.30,1.43,1.57,1.67,1.84,2.08,2.49,3.46,3.99,1.12,1.31,1.55,-,Upgrade
19,Return on Equity (ROE),-111.61%,-82.99%,-78.31%,-17.85%,-92.05%,-66.91%,-51.92%,-60.12%,-38.71%,-53.26%,-68.86%,-53.30%,-31.19%,-51.94%,-45.00%,-50.64%,-71.20%,-95.64%,-52.20%,-53.91%,Upgrade,
20,Return on Assets (ROA),-,-10.47%,-12.82%,-2.91%,-15.43%,-18.59%,-16.21%,-19.48%,-11.14%,-23.22%,-26.41%,-20.45%,-12.73%,-24.88%,-22.91%,-21.96%,-24.32%,-34.92%,-,-,Upgrade,
21,Return on Capital (ROIC),-21.42%,-14.64%,-18.43%,-4.56%,-22.96%,-24.02%,-20.38%,-24.20%,-13.67%,-27.83%,-31.66%,-24.36%,-15.51%,-30.39%,-26.84%,-27.33%,-35.94%,-49.66%,-30.90%,-33.23%,Upgrade,
22,Earnings Yield,-2.76%,-6.14%,-6.87%,-8.79%,-7.04%,-6.87%,-5.94%,-7.33%,-6.96%,-18.22%,-19.65%,-16.91%,-15.72%,-11.88%,-9.98%,-6.86%,-6.48%,-,-,-,-,Upgrade
23,FCF Yield,-,-10.16%,-8.43%,-3.74%,-4.71%,-3.82%,-6.40%,-5.59%,-13.83%,-18.33%,-16.96%,-16.08%,-12.89%,-9.00%,-4.80%,-3.45%,-,-,-,-,Upgrade,
24,Buyback Yield / Dilution,-0.15%,1.09%,-0.89%,-1.19%,0.40%,-0.97%,-0.56%,0.14%,-0.43%,-8.36%,-0.67%,0.25%,-20.31%,-23.18%,-33.84%,-33.69%,-11.12%,0.29%,-,-,-,Upgrade
25,Total Shareholder Return,-0.15%,1.09%,-0.89%,-1.19%,0.40%,-0.97%,-0.56%,0.14%,-0.43%,-8.36%,-0.67%,0.25%,-20.31%,-23.18%,-33.84%,-33.69%,-11.12%,0.29%,-,-,-,Upgrade
