,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Total Interest Expense,0.06,0.06,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Net Interest Income,-0.06,-0.06,-0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Other Revenue,12.6,12.6,21.6,10.57,-,9.09,12.88,3.1,4.2,6.55,3.93,2.4,14.61,12.98,6.2,12.37,27.15,42.1,33.3,26.04,Upgrade
3,Revenue Before Loan Losses,12.54,12.54,21.39,10.9,-,9.09,13.9,4.85,4.2,6.55,7.92,7.59,14.61,12.98,14.93,19.66,27.15,42.1,41.46,32.58,Upgrade
4,Provision for Loan Losses,0.69,0.69,-11.99,0.52,-,-0.45,28.97,6.52,4.76,-1.99,3.51,2.13,3.81,-2.1,15.44,2.44,1.77,2.11,2.82,2.45,Upgrade
5,Revenue,11.86,11.86,33.37,10.38,-,9.54,-15.07,-1.67,-0.55,8.54,4.4,5.46,10.8,15.08,-0.51,17.23,25.38,39.99,38.65,30.13,Upgrade
6,Revenue Growth (YoY),-,24.25%,-,-,-,11.72%,-,-,-,-43.37%,-,-68.28%,-57.46%,-62.28%,-,-42.82%,-47.13%,23.96%,-20.16%,-24.73%,Upgrade
7,Cost of Services Provided,14.44,14.44,30.88,14.06,-,11.66,23.58,8.44,6.72,5.22,6.19,5.89,11.85,7.86,15.99,15.23,19.49,30.69,30.92,22.95,Upgrade
8,Total Operating Expenses,14.44,14.44,30.88,14.06,-,11.66,23.58,8.44,6.72,5.22,6.19,5.89,11.85,7.86,15.99,15.23,19.49,30.69,30.92,22.95,Upgrade
9,Operating Income,-2.59,-2.59,2.49,-3.68,-,-2.12,-38.65,-10.11,-7.27,3.32,-1.79,-0.42,-1.06,7.22,-16.5,2,5.89,9.3,7.72,7.18,Upgrade
10,Earnings From Equity Investments,0.4,0.4,-1.47,-0.65,-,0.69,2.39,-0.57,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EBT Excluding Unusual Items,-1.02,-1.02,5.34,-3.14,-,2.24,-33.93,-6.82,-3.25,5.24,2.1,2.85,5.43,9.8,-15.32,3.62,7.6,9.94,9.52,6.3,Upgrade
12,Gain (Loss) on Sale of Investments,0.12,0.12,1.61,-,-,-,0.53,-,-0.53,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-0,-,0.02,-,0.05,0.11,-0.05,-,-,-,Upgrade
14,Pretax Income,-0.9,-0.9,5.24,-3.14,-,2.24,-33.4,-6.82,-3.78,5.24,2.14,2.85,5.45,9.79,-15.27,3.73,7.55,9.9,9.51,6.3,Upgrade
15,Income Tax Expense,0.56,0.56,1.73,-0.15,-,0.74,-6.92,-0.01,-0.51,1.38,0.53,0.96,1.28,2.53,-3.01,1.17,2.28,2.23,3.8,1.81,Upgrade
16,Earnings From Continuing Ops.,-1.45,-1.45,3.51,-3,-,1.5,-26.48,-6.81,-3.27,3.86,1.61,1.9,4.16,7.26,-12.26,2.56,5.27,7.67,5.72,4.49,Upgrade
17,Earnings From Discontinued Ops.,-0.03,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Net Income to Company,-1.49,-1.49,3.51,-3,-,1.5,-26.48,-6.81,-3.27,3.86,1.61,1.9,4.16,7.26,-12.26,2.56,5.27,7.67,5.72,4.49,Upgrade
19,Minority Interest in Earnings,1.62,1.62,3.11,1.28,-,0.57,1.84,1.02,0.2,0.13,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Net Income,0.13,0.13,6.62,-1.72,-,2.07,-24.64,-5.79,-3.07,3.99,1.61,1.9,4.16,7.26,-12.26,2.56,5.27,7.67,5.72,4.49,Upgrade
21,Net Income to Common,0.13,0.13,6.62,-1.72,-,2.07,-24.64,-5.79,-3.07,3.99,1.61,1.9,4.16,7.26,-12.26,2.56,5.27,7.67,5.72,4.49,Upgrade
22,Net Income Growth,-,-93.76%,-,-,-,-48.22%,-,-,-,-45.00%,-,-25.88%,-21.08%,-5.29%,-,-42.98%,-62.74%,-34.45%,8.79%,-61.23%,Upgrade
23,Shares Outstanding (Basic),359,359,359,359,-,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,Upgrade
24,Shares Outstanding (Diluted),359,359,359,359,-,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,Upgrade
25,EPS (Basic),0.00,0.00,0.02,-0.00,-,0.01,-0.07,-0.02,-0.01,0.01,0.00,0.01,0.01,0.02,-0.03,0.01,0.01,0.02,0.02,0.01,Upgrade
26,EPS (Diluted),0.00,0.00,0.02,-0.00,-,0.01,-0.07,-0.02,-0.01,0.01,0.00,0.01,0.01,0.02,-0.03,0.01,0.01,0.02,0.02,0.01,Upgrade
27,EPS Growth,-,-93.78%,-,-,-,-48.22%,-,-,-,-44.98%,-,-28.57%,-21.08%,-5.16%,-,-41.67%,-62.65%,-34.57%,8.79%,-62.50%,Upgrade
28,Free Cash Flow,-10.87,-10.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Free Cash Flow Per Share,-0.03,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,0.013,-,-,-,0.003,-,-,-,0.050,-,Upgrade
31,Dividend Growth,-,-,-,-,-,-,-,-,-,-,333.33%,-,-,-,-94.00%,-,-,-,0%,-,Upgrade
32,Operating Margin,-21.82%,-21.82%,7.47%,-35.45%,-,-22.19%,-,-,-,38.92%,-40.56%,-7.73%,-9.78%,47.90%,-,11.63%,23.22%,23.26%,19.98%,23.84%,Upgrade
33,Profit Margin,1.09%,1.09%,19.85%,-16.57%,-,21.67%,-,-,-,46.76%,36.53%,34.73%,38.56%,48.15%,-,14.86%,20.78%,19.18%,14.79%,14.91%,Upgrade
34,Free Cash Flow Margin,-91.70%,-91.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Effective Tax Rate,-,-,32.97%,-,-,33.04%,-,-,-,26.38%,24.94%,33.48%,23.57%,25.85%,-,31.31%,30.16%,22.55%,39.91%,28.68%,Upgrade
