,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Feb '25 Feb 3, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,144,113,90,133,151,153,198,156,147,142,129,176,158,219,147,165,252,277,237,273,252,Upgrade
1,Market Cap Growth,-25.88%,-25.88%,-54.55%,-14.94%,2.44%,7.59%,52.78%,-11.22%,-6.82%,-35.25%,-12.20%,6.52%,-37.14%,-20.78%,-37.88%,-39.47%,0%,28.33%,-49.23%,-14.61%,-21.35%,Upgrade
2,PE Ratio,24.15,20.40,16.46,17.31,-,-,-5.50,-,-,-,8.98,9.61,123.62,105.88,43.83,-,10.39,10.89,6.76,6.77,6.44,Upgrade
3,PS Ratio,1.92,1.56,1.49,2.26,29.01,-,-22.32,-15.80,12.45,6.79,3.59,4.01,4.24,4.28,2.17,1.70,1.82,1.88,1.38,1.64,1.44,Upgrade
4,PB Ratio,0.30,0.24,0.19,0.27,-,0.31,0.38,0.31,-,0.25,0.22,0.30,-,0.39,0.27,0.30,-,0.54,0.46,0.52,-,Upgrade
5,Debt / Equity Ratio,0.02,0.02,0.02,0.02,-,0.02,0.02,0.02,-,0.01,0.00,0.00,-,0.05,0.71,0.71,-,0.97,1.52,1.52,-,Upgrade
6,Quick Ratio,8.07,8.07,8.07,10.04,-,9.58,-,6.73,-,11.02,-,9.64,-,7.25,-,2.22,-,1.82,-,1.62,-,Upgrade
7,Current Ratio,8.82,8.82,8.82,10.40,-,10.13,-,6.84,-,11.31,-,9.71,-,7.51,-,2.39,-,1.99,-,1.76,-,Upgrade
8,Asset Turnover,0.10,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
9,Return on Equity (ROE),-1.30%,-1.29%,3.12%,-,-,1.33%,-,-,-2.73%,3.25%,-,-,3.58%,6.32%,-,-,4.47%,6.47%,-,-,Upgrade,
10,Return on Assets (ROA),-1.20%,-1.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Earnings Yield,3.60%,4.90%,6.07%,5.78%,-17.27%,-,-18.17%,-21.34%,-2.44%,3.66%,11.14%,10.41%,0.81%,0.94%,2.28%,2.33%,9.63%,9.18%,14.78%,14.77%,15.52%,Upgrade
12,Earnings Yield,3.60%,4.90%,6.07%,5.78%,-17.27%,-,-18.17%,-21.34%,-2.44%,3.66%,11.14%,10.41%,0.81%,0.94%,2.28%,2.33%,9.63%,9.18%,14.78%,14.77%,15.52%,Upgrade
13,FCF Yield,-33.92%,-20.64%,-13.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,3.39%,-,-,-,0.81%,-,-,-,8.83%,-,Upgrade
15,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,3.39%,-,-,-,0.81%,-,-,-,8.83%,-,Upgrade,
