,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,67743,61432,51441,52533,51562,54845,55296,41134,42228,46155,29504,Upgrade
1,Market Cap Growth,16.94%,16.94%,-0.24%,-4.21%,-6.75%,33.33%,30.95%,-10.88%,43.13%,1.85%,-35.79%,Upgrade
2,Enterprise Value,130781,109413,104217,116725,130016,140396,145510,135922,135664,139335,112045,Upgrade
3,Last Close Price,10.52,9.54,7.79,7.57,7.43,7.90,7.97,5.93,6.09,6.65,6.06,Upgrade
4,PE Ratio,7.90,6.39,6.07,5.79,25.51,-,-,-6.72,-,-,-,Upgrade
5,Forward PE,7.48,7.87,6.77,6.75,16.00,37.21,-,-,-,-,-,Upgrade
6,PS Ratio,0.65,0.59,0.51,0.56,0.68,1.07,1.15,0.90,1.20,0.98,0.36,Upgrade
7,PB Ratio,1.29,1.17,0.84,0.88,0.80,0.86,0.81,0.57,0.60,0.63,0.60,Upgrade
8,P/TBV Ratio,1.61,1.61,1.10,1.15,1.70,1.86,1.63,1.09,1.20,1.19,0.86,Upgrade
9,P/FCF Ratio,4.73,4.29,5.00,2.68,1.92,3.89,5.31,6.27,-4.43,-,-,Upgrade
10,P/OCF Ratio,2.61,2.61,2.86,1.99,1.65,3.07,4.24,4.66,-8.89,-,-,Upgrade
11,EV/Sales Ratio,1.25,1.05,1.04,1.24,1.71,2.75,3.01,2.98,3.86,2.97,1.38,Upgrade
12,EV/EBITDA Ratio,5.12,5.10,5.23,5.62,7.10,13.72,15.19,21.29,-,-,-,Upgrade
13,EV/EBIT Ratio,9.68,8.30,8.49,8.98,11.45,40.45,-,-242.72,-,-,-,Upgrade
14,EV/FCF Ratio,9.12,7.63,10.13,5.95,4.84,9.95,13.98,20.72,-14.23,-,-,Upgrade
15,Debt / Equity Ratio,1.30,1.30,1.09,1.14,1.06,1.21,1.22,1.24,1.41,1.27,2.03,Upgrade
16,Debt / FCF Ratio,4.78,4.78,6.50,3.48,2.55,5.47,8.00,13.70,-10.36,-,-,Upgrade
17,Return on Capital Employed (ROCE),10.89%,10.89%,9.60%,10.11%,8.43%,2.52%,-,-0.36%,-,-,-,Upgrade
18,Earnings Yield,14.18%,16.10%,17.76%,18.63%,5.13%,-12.08%,-5.35%,-13.44%,-45.82%,-46.90%,-32.27%,Upgrade
19,FCF Yield,21.16%,23.33%,20.00%,37.32%,52.13%,25.72%,18.82%,15.95%,-22.57%,-42.70%,-29.87%,Upgrade
20,Dividend Yield,9.32%,7.23%,2.57%,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,0.15%,0.70%,-0.40%,-15.00%,-14.76%,-,-,-0.93%,-63.63%,-62.13%,-,Upgrade
22,Total Shareholder Return,9.46%,7.93%,2.16%,-15.00%,-14.76%,-,-,-0.93%,-63.63%,-62.13%,-,Upgrade
