,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,476.71,559.79,512.67,756.23,455.96,556.07,533.46,684.12,369.55,437.33,526.75,671.75,176.31,32.18,66.75,14.09,11.97,0.6,7.88,4.08,Upgrade
1,Other Revenue,8.44,-,-,-,9.25,-,-,-,5.21,-2.1,2.1,-,60.21,-5.72,5.72,-,94.04,-0.59,0.59,-,Upgrade
2,Revenue,485.15,559.79,512.67,756.23,465.21,556.07,533.46,684.12,374.76,435.23,528.85,671.75,236.52,26.46,72.47,14.09,106.02,0.01,8.48,4.08,Upgrade
3,Revenue Growth (YoY),4.29%,0.67%,-3.90%,10.54%,24.14%,27.77%,0.87%,1.84%,58.45%,1545.17%,629.73%,4668.63%,123.10%,231738.62%,754.99%,245.28%,589.66%,-99.48%,188.43%,171.28%,Upgrade
4,Cost of Revenue,378.26,445.15,421.33,605.14,393.83,458.9,453.45,567.19,342.98,370.08,445.55,556.88,214.97,25.64,70.27,14.04,103.72,0.36,8.18,4.04,Upgrade
5,Gross Profit,106.89,114.64,91.35,151.09,71.38,97.18,80.02,116.93,31.78,65.15,83.3,114.87,21.56,0.81,2.2,0.05,2.3,-0.35,0.3,0.04,Upgrade
6,"Selling, General & Admin",90.53,74.9,86.74,74.07,88.51,77.92,70.14,72.76,69.69,81.25,81.39,82.17,32,4.33,3.03,2.13,2.32,2.38,1.73,1.54,Upgrade
7,Research & Development,11.47,11.89,10.39,9.79,4.38,5.31,2.7,4.64,8.25,4.3,5.3,5.81,0.71,-,-,-,-,-,-,-,Upgrade
8,Other Operating Expenses,0.58,3.2,-0.63,2.77,-9.7,12.73,6.82,11.93,3.5,6.22,9.06,9.29,2.82,0.02,0.4,0.01,0.41,0.01,0.22,0,Upgrade
9,Operating Expenses,100.59,89.38,95.56,84.9,78.7,104.56,77.14,88.06,104.63,93.34,94.36,97.16,36.6,4.59,4.98,2.03,4.99,0.26,4.32,-0.73,Upgrade
10,Operating Income,6.3,25.26,-4.21,66.19,-7.31,-7.39,2.88,28.87,-72.85,-28.19,-11.06,17.72,-15.05,-3.78,-2.78,-1.98,-2.69,-0.61,-4.02,0.77,Upgrade
11,Interest Expense,-12.35,-14.2,-16.68,-17.49,-17.88,-17.11,-18.83,-21.75,-24.28,-24.06,-24.71,-23.33,-3.92,-,-,-,-,-,-1.63,-,Upgrade
12,Interest & Investment Income,0.47,0.23,0.51,0.58,0.47,0.46,0.59,0.52,1.51,1.01,1.37,0.92,1.08,0.19,0.84,0.23,0.86,0.76,-,4.11,Upgrade
13,Currency Exchange Gain (Loss),0.11,-0.06,0.06,-,0.16,0.02,-0.02,-,-0.13,0.38,-0.38,-,-1.2,-,-,-,-,-,-,-,Upgrade
