,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,4949,3572,3128,3716,4517,4587,4968,5826,7227,4572,4719,4126,5013,5156,5558,4329,4151,4882,5667,4238,3955,Upgrade
1,Market Cap Growth,-22.14%,-22.14%,-37.04%,-36.22%,-37.50%,0.34%,5.27%,41.18%,44.16%,-11.33%,-15.09%,-4.67%,20.77%,5.60%,-1.93%,2.14%,4.94%,7.41%,16.74%,6.57%,20.54%,Upgrade
2,Enterprise Value,4160,2788,2345,2868,3669,3822,4056,4862,6263,3570,3789,3029,3916,4292,4806,3090,2913,3626,4312,3530,3248,Upgrade
3,Last Close Price,14.81,10.70,9.32,10.98,13.35,13.56,14.68,17.25,21.40,13.53,13.96,12.21,14.83,15.24,16.43,12.78,12.26,14.35,16.57,12.43,11.60,Upgrade
4,PE Ratio,501.01,-,-,78.81,79.18,-,-,72.18,70.83,-,142.17,95.43,161.71,-,180.55,-74.46,-,-,-,225.91,-,Upgrade
5,Forward PE,-,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,33.21,39.12,45.85,39.16,49.47,38.80,37.97,Upgrade
6,PS Ratio,1.02,1.02,0.85,0.97,1.14,1.11,1.19,1.36,1.65,1.05,1.08,0.97,1.20,1.26,1.39,1.10,1.03,1.19,1.38,1.03,0.99,Upgrade
7,PB Ratio,2.78,2.00,1.69,1.97,2.45,2.54,2.67,3.05,3.99,2.52,2.60,2.29,2.96,3.07,3.13,2.48,2.49,2.88,3.19,2.31,2.24,Upgrade
8,P/TBV Ratio,2.06,2.06,1.74,2.03,2.53,2.61,2.74,3.13,4.10,2.61,2.64,2.33,3.01,3.13,3.19,2.52,2.54,2.94,3.25,2.35,2.28,Upgrade
9,P/FCF Ratio,19.58,14.13,10.19,14.26,17.11,11.35,-,12.05,12.53,10.42,9.90,9.31,10.93,14.23,21.67,51.49,-,201.33,-,123.06,-,Upgrade
10,P/OCF Ratio,10.61,10.61,8.06,10.45,12.77,9.32,11.23,10.42,10.89,8.59,7.96,7.31,8.72,10.90,15.85,25.11,43.28,44.93,-,31.01,38.96,Upgrade
11,EV/Sales Ratio,1.19,0.80,0.64,0.75,0.92,0.92,0.97,1.14,1.43,0.82,0.86,0.71,0.94,1.05,1.20,0.79,0.72,0.89,1.05,0.86,0.81,Upgrade
12,EV/EBITDA Ratio,11.88,-,-,71.88,51.72,-,-,40.35,43.27,-,136.34,-476.95,-,-,-,-84.39,-,-,-,65.07,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-159.39,-,-,-,74.41,69.33,-,-141.11,-50.19,-,-,-,-33.27,-,-,-,5247.06,-,Upgrade
14,EV/FCF Ratio,16.45,11.03,7.64,11.01,13.90,9.46,-,10.05,10.86,8.14,7.95,6.83,8.54,11.85,18.75,36.76,-,149.54,-,102.51,-,Upgrade
15,Debt / Equity Ratio,0.22,0.22,0.22,0.21,0.22,0.21,0.27,0.25,0.29,0.30,0.24,0.25,0.28,0.17,0.28,0.29,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,1.13,-,0.81,1.58,0.27,-,0.68,1.26,0.32,-,0.50,0.95,0.32,-,0.64,1.02,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,1.57,1.57,1.31,1.56,1.51,0.95,-,0.99,0.91,1.24,0.93,1.02,1.05,0.81,1.91,6.03,-,-,-,-,-,Upgrade
18,Asset Turnover,0.93,0.93,1.29,1.17,1.09,1.06,1.35,1.26,1.09,1.20,1.58,1.34,1.18,1.13,1.66,1.56,1.35,1.24,1.88,1.60,Upgrade,
19,Inventory Turnover,8.58,8.14,8.17,8.92,7.96,8.52,8.77,8.91,8.06,7.52,8.35,10.70,8.80,9.85,10.24,9.74,9.18,9.30,8.54,8.46,7.57,Upgrade
20,Quick Ratio,1.15,1.15,1.24,1.23,1.03,1.10,1.12,1.13,1.06,1.14,1.17,1.19,1.02,1.13,1.31,1.55,1.27,1.54,1.75,1.65,1.25,Upgrade
21,Current Ratio,1.41,1.41,1.48,1.50,1.33,1.33,1.34,1.35,1.32,1.35,1.42,1.41,1.30,1.39,1.53,1.88,1.74,1.98,2.20,2.11,1.81,Upgrade
22,Return on Equity (ROE),-12.72%,-10.50%,13.31%,12.60%,-10.80%,-3.64%,15.32%,6.91%,-8.77%,3.98%,21.17%,4.32%,-22.15%,6.37%,18.83%,-6.58%,-11.51%,-13.48%,16.27%,-1.06%,Upgrade,
23,Return on Assets (ROA),-5.29%,-4.05%,3.80%,-0.02%,-3.79%,-1.32%,5.67%,0.21%,-2.60%,1.26%,7.98%,-1.54%,-10.06%,-1.34%,9.39%,-6.75%,-5.93%,-6.69%,8.69%,-3.26%,Upgrade,
24,Return on Capital (ROIC),-7.50%,-5.63%,5.51%,-0.03%,-5.48%,-1.88%,8.59%,0.32%,-3.85%,1.85%,11.97%,-2.48%,-15.26%,-1.86%,14.01%,-10.61%,-8.76%,-9.78%,13.51%,-4.99%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-0.85%,-,-,-,3.09%,4.49%,-,-1.34%,-3.04%,-,-,-,-4.10%,-,-,-,0.04%,-,Upgrade
26,Earnings Yield,0.20%,0.28%,0.56%,1.27%,1.26%,0.78%,0.92%,1.39%,1.41%,1.94%,0.70%,1.05%,0.62%,-0.29%,0.55%,-1.34%,-1.57%,-0.87%,-0.38%,0.44%,0.26%,Upgrade
27,FCF Yield,5.11%,7.08%,9.81%,7.01%,5.84%,8.81%,7.26%,8.30%,7.98%,9.60%,10.10%,10.74%,9.15%,7.03%,4.61%,1.94%,0.38%,0.50%,-0.00%,0.81%,-0.42%,Upgrade
28,Dividend Yield,0.33%,-,-,-,0.38%,-,-,-,0.43%,-,-,-,-,-,-,-,-,-,-,-,0.86%,Upgrade
29,Payout Ratio,192.57%,-,-,-,2.05%,-,-,0.49%,-,-,-,-,0.47%,-,-,-,-,-,-,-,-,Upgrade
30,Buyback Yield / Dilution,42.85%,65.25%,-19.07%,-0.45%,-2.07%,-100.78%,-0.40%,-2.62%,21.64%,-20.69%,0.92%,1.22%,-29.85%,30.90%,-20.46%,-0.51%,-27.66%,-8.30%,17.11%,2.46%,26.17%,Upgrade
31,Total Shareholder Return,43.18%,65.25%,-19.07%,-0.45%,-1.68%,-100.78%,-0.40%,-2.62%,22.06%,-20.69%,0.92%,1.22%,-29.85%,30.90%,-20.46%,-0.51%,-27.66%,-8.30%,17.11%,2.46%,27.03%,Upgrade
