,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,1333,1154,1076,346,233,-,127,-,70,-,Upgrade
1,Revenue Growth (YoY),23.88%,233.53%,361.80%,-,83.46%,-,81.43%,-,-40.68%,-,Upgrade
2,Cost of Revenue,1225,979,905,400,197,-,114,-,58,-,Upgrade
3,Gross Profit,108,175,171,-54,36,-,13,-,12,-,Upgrade
4,"Selling, General & Admin",81,84,84,82,64,-,74,-,48,-,Upgrade
5,Operating Expenses,81,84,84,82,64,-,74,-,48,-,Upgrade
6,Operating Income,27,91,87,-136,-28,-,-61,-,-36,-,Upgrade
7,Interest Expense,-1,-1,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,9,11,13,13,7,-,1,-,-,-,Upgrade
9,Other Non Operating Income (Expenses),-,-15,-,6,-,-,2,-,4,-,Upgrade
10,EBT Excluding Unusual Items,35,86,100,-117,-21,-,-58,-,-32,-,Upgrade
11,Gain (Loss) on Sale of Assets,13,-,28,5,-,-,-,-,-,-,Upgrade
12,Legal Settlements,-,-24,24,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,48,62,152,-112,-21,-,-58,-,-32,-,Upgrade
14,Income Tax Expense,28,33,42,8,5,-,2,-,2,-,Upgrade
15,Earnings From Continuing Operations,20,29,110,-120,-26,-,-60,-,-34,-,Upgrade
16,Earnings From Discontinued Operations,-,-,-,-,-,-,-7,-,-,-,Upgrade
17,Net Income to Company,20,29,110,-120,-26,-,-67,-,-34,-,Upgrade
18,Minority Interest in Earnings,7,-2,-5,59,-,-,11,-,11,-,Upgrade
19,Net Income,27,27,105,-61,-26,-,-56,-,-23,-,Upgrade
20,Net Income to Common,27,27,105,-61,-26,-,-56,-,-23,-,Upgrade
21,Net Income Growth,-74.29%,-,-,-,-,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),5492,5492,5492,5492,5492,-,5492,-,5492,-,Upgrade
23,Shares Outstanding (Diluted),5492,5492,5492,5492,5492,-,5492,-,5492,-,Upgrade
24,EPS (Basic),0.00,0.00,0.02,-0.01,-0.00,-,-0.01,-,-0.00,-,Upgrade
25,EPS (Diluted),0.00,0.00,0.02,-0.01,-0.00,-,-0.01,-,-0.00,-,Upgrade
26,EPS Growth,-74.29%,-,-,-,-,-,-,-,-,-,Upgrade
27,Free Cash Flow,-40,167,450,796,488,-,-1061,-,-582,-,Upgrade
28,Free Cash Flow Per Share,-0.01,0.03,0.08,0.14,0.09,-,-0.19,-,-0.11,-,Upgrade
29,Operating Margin,2.03%,7.89%,8.09%,-39.31%,-12.02%,-,-48.03%,-,-51.43%,-,Upgrade
30,Profit Margin,2.03%,2.34%,9.76%,-17.63%,-11.16%,-,-44.09%,-,-32.86%,-,Upgrade
31,Free Cash Flow Margin,-3.00%,14.47%,41.82%,230.06%,209.44%,-,-835.43%,-,-831.43%,-,Upgrade
32,EBITDA,28,97,100,-114,-27,-,-60,-,-35.5,-,Upgrade
33,D&A For EBITDA,1,6,13,22,1,1,1,0.5,0.5,-,Upgrade
34,EBIT,27,91,87,-136,-28,-,-61,-,-36,-,Upgrade
35,Advertising Expenses,3,-,15,-,12,-,17,-,12,-,Upgrade
