,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,786,1250,1342,1698,1457,1589,799,430,873,447,Upgrade
1,Short-Term Investments,126,1,-,3,15,16,15,3,1,1,Upgrade
2,Cash & Short-Term Investments,912,1251,1342,1701,1472,1605,814,433,874,448,Upgrade
3,Cash Growth,-32.04%,-26.46%,-8.83%,5.98%,80.84%,270.67%,-6.86%,-3.35%,111.62%,5.41%,Upgrade
4,Accounts Receivable,39,37,54,60,73,55,86,70,42,46,Upgrade
5,Other Receivables,-,3,-,5,11,41,22,11,5,5,Upgrade
6,Receivables,39,40,54,65,84,96,108,81,47,51,Upgrade
7,Inventory,1889,2810,3652,6007,7029,7450,6639,5791,358,282.9,Upgrade
8,Prepaid Expenses,157,2.9,182,2.9,15.5,6.9,11,3.2,11,3.1,Upgrade
9,Other Current Assets,-,145,-,200,164,115,57,107,585,-,Upgrade
10,Total Current Assets,2997,4249,5230,7976,8764,9273,7629,6415,1875,785,Upgrade
11,"Property, Plant & Equipment",7,5,11,18,6,7,9,4,5,6,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,6,6,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,68,68,Upgrade
14,Long-Term Deferred Tax Assets,1,1,1,1,2,2,2,1,1,1,Upgrade
15,Other Long-Term Assets,1,-,1,1,1,1,1,1,1,1,Upgrade
16,Total Assets,3006,4255,5243,7996,8773,9283,7641,6421,1956,867,Upgrade
17,Accounts Payable,853,871,801,870,806,820,510,202,88,81,Upgrade
18,Accrued Expenses,77,118,152,206,144,64,38,12,11,9,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,2,2,-,Upgrade
20,Current Portion of Long-Term Debt,846,606,434,1863,329,2193,85,1584,-,-,Upgrade
21,Current Portion of Leases,2,1,2,2,2,2,3,2,2,3,Upgrade
22,Current Income Taxes Payable,82,62,44,12,8,4,8,5,17,19,Upgrade
23,Current Unearned Revenue,742,1660,2375,3336,2763,2305,1093,282,125,28,Upgrade
24,Other Current Liabilities,-,8,-,39,1520,17,1664,1432,993,3,Upgrade
25,Total Current Liabilities,2602,3326,3808,6328,5572,5405,3401,3521,1238,143,Upgrade
26,Long-Term Debt,-,549,1080,1413,2831,3219,3765,2380,239,213,Upgrade
27,Long-Term Leases,4,2,1,1,2,1,2,1,2,2,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,1,-,Upgrade
29,Other Long-Term Liabilities,-,5,5,9,9,254,37,21,14,15,Upgrade
30,Total Liabilities,2606,3882,4894,7751,8414,8879,7205,5923,1494,373,Upgrade
31,Common Stock,55,55,55,55,55,55,55,55,55,55,Upgrade
32,Additional Paid-In Capital,386,386,386,386,386,386,386,386,386,386,Upgrade
33,Retained Earnings,-308,-335,-362,-467,-406,-380,-339,-283,-220,-197,Upgrade
34,Comprehensive Income & Other,210,203,208,214,211,224,220,216,215,213,Upgrade
35,Total Common Equity,343,309,287,188,246,285,322,374,436,457,Upgrade
36,Minority Interest,57,64,62,57,113,119,114,124,26,37,Upgrade
37,Shareholders' Equity,400,373,349,245,359,404,436,498,462,494,Upgrade
38,Total Liabilities & Equity,3006,4255,5243,7996,8773,9283,7641,6421,1956,867,Upgrade
39,Total Debt,852,1158,1517,3279,3164,5415,3855,3969,245,218,Upgrade
40,Net Cash (Debt),60,93,-175,-1578,-1692,-3810,-3041,-3536,629,230,Upgrade
41,Net Cash Growth,-,-,-,-,-,-,-,-,53.79%,-45.88%,Upgrade
42,Net Cash Per Share,0.01,0.02,-0.03,-0.29,-0.31,-,-0.55,-,0.11,-,Upgrade
43,Filing Date Shares Outstanding,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,Upgrade
44,Total Common Shares Outstanding,5492,5492,5492,5492,5492,5492,5492,5492,5492,5492,Upgrade
45,Working Capital,395,923,1422,1648,3192,3868,4228,2894,637,642,Upgrade
46,Book Value Per Share,0.06,0.06,0.05,0.03,0.04,0.05,0.06,0.07,0.08,0.08,Upgrade
47,Tangible Book Value,343,309,287,188,246,285,322,374,368,389,Upgrade
48,Tangible Book Value Per Share,0.06,0.06,0.05,0.03,0.04,0.05,0.06,0.07,0.07,0.07,Upgrade
49,Machinery,-,46,-,44,-,9,-,5,-,5,Upgrade
