,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Jan '25 Jan 17, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1318,659,1867,1620,1812,2032,2224,3295,3240,2746,2526,Upgrade
1,Market Cap Growth,-59.32%,-59.32%,3.03%,-20.27%,-18.52%,-38.33%,-31.36%,20.00%,28.26%,-39.76%,-56.60%,Upgrade
2,Enterprise Value,1315,630,2104,3255,3617,5961,5379,5371,2637,2553,2161,Upgrade
3,Last Close Price,0.24,0.12,0.34,0.29,0.33,0.37,0.41,0.60,0.59,0.50,0.46,Upgrade
4,PE Ratio,24.41,12.20,14.15,36.82,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.53,0.27,0.84,1.14,3.13,8.72,-,25.95,-,39.23,-,Upgrade
6,PB Ratio,3.84,1.65,5.01,4.64,7.40,5.66,5.51,7.56,6.51,5.94,5.11,Upgrade
7,P/TBV Ratio,1.92,1.92,6.04,5.65,9.64,8.26,7.80,10.23,8.66,7.46,6.49,Upgrade
8,P/FCF Ratio,10.38,-,3.03,1.30,1.41,4.16,-,-,-,-,-,Upgrade
9,P/OCF Ratio,5.11,-,2.98,1.26,1.37,4.16,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.53,0.25,0.94,2.29,6.25,25.58,-,42.29,-,36.47,-,Upgrade
11,EV/EBITDA Ratio,10.27,5.04,10.68,-232.51,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,11.15,5.34,11.82,-66.43,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,10.36,-,3.41,2.61,2.82,12.22,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,2.13,2.13,3.10,4.35,13.38,8.81,13.40,8.84,7.97,0.53,0.44,Upgrade
15,Debt / FCF Ratio,6.71,-,1.88,1.22,2.55,6.48,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),29.21%,29.21%,19.16%,-3.41%,-,-,-,-,-,-,-,Upgrade
17,Earnings Yield,4.10%,8.19%,7.07%,2.72%,-4.80%,-1.28%,-,-1.70%,-,-0.84%,-,Upgrade
18,FCF Yield,9.63%,19.27%,33.04%,76.90%,70.84%,24.01%,-,-32.20%,-,-21.19%,-,Upgrade
