,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,11.8,27.5,94.2,48.5,17.8,41.8,90.1,57,16.8,19.1,Upgrade
1,Revenue Growth (YoY),-87.47%,-43.30%,429.21%,16.03%,-80.24%,-26.67%,436.31%,198.43%,-29.71%,218.33%,Upgrade
2,Cost of Revenue,9.4,22.9,75.8,41.1,16.6,47.3,81.6,53.9,16.6,22,Upgrade
3,Gross Profit,2.4,4.6,18.4,7.4,1.2,-5.5,8.5,3.1,0.2,-2.9,Upgrade
4,"Selling, General & Admin",31.3,27.9,28.1,29.3,28.5,28.9,29.6,32.4,30.1,30.6,Upgrade
5,Other Operating Expenses,-2.8,-0.8,-,1.7,-1.7,-,-,-,-,40.4,Upgrade
6,Operating Expenses,28.5,27.1,28.1,31,26.8,28.9,29.6,32.4,30.1,71,Upgrade
7,Operating Income,-26.1,-22.5,-9.7,-23.6,-25.6,-34.4,-21.1,-29.3,-29.9,-73.9,Upgrade
8,Interest Expense,-0.4,-0.4,-0.6,-0.6,-1,-1,-2.1,-4.5,-5.4,-12,Upgrade
9,Interest & Investment Income,23.9,33.1,28.4,29.2,9.9,54.3,3.6,7.5,21.4,84.4,Upgrade
10,Earnings From Equity Investments,28.5,28.5,27.6,7.6,2.4,15.4,4,7.5,2,55.1,Upgrade
11,EBT Excluding Unusual Items,25.9,38.7,45.7,12.6,-14.3,34.3,-15.6,-18.8,-11.9,53.6,Upgrade
12,Gain (Loss) on Sale of Investments,11.1,0.7,-9.4,-1.2,-18.5,-70.4,55,-2.9,1.8,0.6,Upgrade
13,Other Unusual Items,-,-,-,1.8,-,-,-,2.8,-,-,Upgrade
14,Pretax Income,37,39.4,36.3,13.2,-32.8,-36.1,39.4,-18.9,-10.1,54.2,Upgrade
15,Income Tax Expense,0.4,0.2,0.6,0.1,0.3,0.3,0.1,-1.3,0.5,-0.1,Upgrade
16,Net Income,36.6,39.2,35.7,13.1,-33.1,-36.4,39.3,-17.6,-10.6,54.3,Upgrade
17,Net Income to Common,36.6,39.2,35.7,13.1,-33.1,-36.4,39.3,-17.6,-10.6,54.3,Upgrade
18,Net Income Growth,2.52%,199.24%,-,-,-,-,-,-,-,-48.92%,Upgrade
19,Shares Outstanding (Basic),618,618,618,618,618,618,618,618,618,618,Upgrade
20,Shares Outstanding (Diluted),618,618,618,618,618,618,618,618,618,618,Upgrade
21,EPS (Basic),0.06,0.06,0.06,0.02,-0.05,-0.06,0.06,-0.03,-0.02,0.09,Upgrade
22,EPS (Diluted),0.06,0.06,0.06,0.02,-0.05,-0.06,0.06,-0.03,-0.02,0.09,Upgrade
23,EPS Growth,2.52%,199.24%,-,-,-,-,-,-,-,-48.92%,Upgrade
24,Free Cash Flow,-122.8,-109.5,7.6,-45.9,-106.2,-103.9,-6.7,0.3,-1377,-58.2,Upgrade
25,Free Cash Flow Per Share,-0.20,-0.18,0.01,-0.07,-0.17,-0.17,-0.01,0.00,-2.23,-0.09,Upgrade
26,Dividend Per Share,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,Upgrade
27,Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,0%,-47.83%,Upgrade
28,Operating Margin,-221.19%,-81.82%,-10.30%,-48.66%,-143.82%,-82.30%,-23.42%,-51.40%,-177.98%,-386.91%,Upgrade
29,Profit Margin,310.17%,142.55%,37.90%,27.01%,-185.96%,-87.08%,43.62%,-30.88%,-63.10%,284.29%,Upgrade
30,Free Cash Flow Margin,-1040.68%,-398.18%,8.07%,-94.64%,-596.63%,-248.56%,-7.44%,0.53%,-8198.81%,-304.71%,Upgrade
31,EBITDA,-25.9,-22.1,-9.4,-23.3,-25.3,-34,-20.7,-28.8,-29.4,-73.4,Upgrade
32,D&A For EBITDA,0.2,0.4,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,Upgrade
33,EBIT,-26.1,-22.5,-9.7,-23.6,-25.6,-34.4,-21.1,-29.3,-29.9,-73.9,Upgrade
