,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,69,89.51,55.81,65.37,50.54,68.45,437.39,399.04,156.37,149.61,Upgrade
1,Trading Asset Securities,1.69,1.23,0.36,0.03,-,1.36,1.58,1.74,0.25,3.07,Upgrade
2,Accounts Receivable,6.4,2.98,4.29,1.27,13.34,21.52,58.07,178.71,301.18,22.01,Upgrade
3,Other Receivables,0.02,5.39,4.08,7.18,5.85,0.97,-,0.69,143,144.6,Upgrade
4,"Property, Plant & Equipment",11.54,5.73,7.81,9.1,11.53,7.77,4.58,6.46,7.99,14.99,Upgrade
5,Goodwill,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,Upgrade
6,Other Intangible Assets,19.43,19.66,19.86,19.86,17.15,17.15,17.15,17.15,17.15,17.15,Upgrade
7,Investments in Debt & Equity Securities,0.25,0.25,5.1,5.45,1.95,1.95,768.44,744.65,825.66,686.01,Upgrade
8,Other Current Assets,4.74,2.7,3.54,3.31,9.42,6.98,2.22,63.72,80.3,78.47,Upgrade
9,Other Long-Term Assets,4.46,1.93,3.42,4.41,4.45,5.63,4.66,4.64,3.13,2.19,Upgrade
10,Total Assets,119.05,130.88,105.76,117.48,115.71,133.28,1296,1418,1537,1120,Upgrade
11,Accounts Payable,2.78,2.1,0.33,0.37,2.11,6.62,32.83,40.21,8.44,14.44,Upgrade
12,Accrued Expenses,6.87,11.2,8.65,14.16,9.01,12.15,1625,1291,984.45,656.9,Upgrade
13,Short-Term Debt,-,-,30,30,30,-,2907,285.02,1739,-,Upgrade
14,Current Portion of Long-Term Debt,38.86,-,-,-,-,40,10,2726,1295,2726,Upgrade
15,Current Portion of Leases,2.17,-,1.16,2.62,4.27,4.61,2.6,2.49,2.39,12.23,Upgrade
16,Other Current Liabilities,3.39,0.35,0.03,0.06,0.07,0.05,3.3,13.05,13.62,7.96,Upgrade
17,Long-Term Debt,-,37.86,37.15,34.06,40,-,20,30,30,30,Upgrade
18,Long-Term Leases,4.91,-,-,-,1.16,2.62,1.45,2.72,4.05,1.05,Upgrade
19,Long-Term Deferred Tax Liabilities,2.54,2.54,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,Upgrade
20,Total Liabilities,61.52,54.05,79.89,83.83,89.2,68.6,4612,4393,4081,3451,Upgrade
21,Common Stock,191.43,191.43,191.43,191.43,186.82,186.82,18.68,18.68,18.68,18.68,Upgrade
22,Additional Paid-In Capital,119.69,119.69,119.69,119.69,73.04,73.04,-,-,-,2783,Upgrade
23,Retained Earnings,-370.69,-348.92,-332.12,-285.09,-233.34,-195.17,-2878,-2512,-2197,-4647,Upgrade
24,Comprehensive Income & Other,116.91,114.64,46.87,7.62,-,-,-457.22,-481.13,-365.79,-485.87,Upgrade
25,Total Common Equity,57.34,76.83,25.87,33.65,26.52,64.69,-3316,-2975,-2544,-2331,Upgrade
26,Minority Interest,0.19,-,-,-,-,-0.01,-0,-0,-,-,Upgrade
27,Shareholders' Equity,57.53,76.83,25.87,33.65,26.52,64.68,-3316,-2975,-2544,-2331,Upgrade
28,Total Liabilities & Equity,119.05,130.88,105.76,117.48,115.71,133.28,1296,1418,1537,1120,Upgrade
29,Total Debt,45.94,37.86,68.32,66.68,75.43,47.23,2941,3046,3071,2769,Upgrade
30,Net Cash (Debt),24.76,52.88,-12.15,-1.28,-24.9,22.58,-2502,-2645,-2914,-2616,Upgrade
31,Net Cash Per Share,0.00,0.00,-0.00,-0.00,-0.00,0.00,-1.34,-1.42,-1.56,-1.40,Upgrade
32,Filing Date Shares Outstanding,19143,19143,19143,19143,18682,18682,1868,1868,1868,1868,Upgrade
33,Total Common Shares Outstanding,19143,19143,19143,19143,18682,18682,1868,1868,1868,1868,Upgrade
34,Working Capital,27.8,88.16,27.89,29.94,33.67,35.87,-4089,-3714,-3363,-3019,Upgrade
35,Book Value Per Share,-0.00,-0.00,0.00,0.00,0.00,0.00,-1.78,-1.59,-1.36,-1.25,Upgrade
36,Tangible Book Value,36.4,55.67,4.51,12.29,7.87,46.04,-3335,-2993,-2563,-2350,Upgrade
37,Tangible Book Value Per Share,-0.00,-0.00,0.00,0.00,0.00,0.00,-1.79,-1.60,-1.37,-1.26,Upgrade
