,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,843,479,479,1149,2182,2391,3288,168,168,168,168,Upgrade
1,Market Cap Growth,-58.33%,-58.33%,-78.07%,-51.97%,-33.63%,1322.22%,1855.56%,0%,0%,-44.79%,-71.78%,Upgrade
2,Last Close Price,0.04,0.03,0.03,0.06,0.11,0.13,0.18,0.09,0.09,0.09,0.09,Upgrade
3,PE Ratio,-,-,-,-,-,-,1.19,-,-,-,-,Upgrade
4,PS Ratio,23.72,15.20,32.17,4785.79,275.20,-83.17,-9.78,-0.28,-0.28,-0.28,-0.19,Upgrade
5,PB Ratio,8.32,8.32,6.23,44.40,64.86,90.18,50.83,-0.05,-0.06,-0.07,-0.07,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,0.63,-0.96,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-,-,0.63,-0.97,-,-,Upgrade
8,Debt / Equity Ratio,0.80,0.80,0.49,2.64,1.98,2.84,0.73,-0.89,-1.02,-1.21,-1.19,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-,-,10.97,-17.47,-,-,Upgrade
10,Earnings Yield,-4.57%,-7.87%,-13.15%,-8.60%,-4.12%,129.52%,84.24%,-425.35%,-417.34%,-655.90%,-2283.18%,Upgrade
11,FCF Yield,-2.55%,-4.50%,-11.23%,-6.02%,-3.06%,-3.37%,3.30%,159.40%,-103.67%,-199.59%,-43.96%,Upgrade
12,Buyback Yield / Dilution,-0.70%,-,-1.41%,-2.47%,3.35%,-900.00%,-945.57%,-,0.00%,-12.43%,-19.13%,Upgrade
13,Total Shareholder Return,-0.70%,-,-1.41%,-2.47%,3.35%,-900.00%,-945.57%,-,0.00%,-12.43%,-19.13%,Upgrade
