,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q3 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,16310,6459,13019,19723,16325,16325,-,-,8713,9439,12018,-,7495,-,-,17594,19243,17498,26020,14068,Upgrade
1,Short-Term Investments,8107,11009,9.32,9.71,370.8,370.8,-,-,303.29,810.95,1911,-,3211,-,-,1608,1608,1307,1307,4.5,Upgrade
2,Trading Asset Securities,9.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,24427,17468,13029,19733,16696,16696,-,9016,9016,10250,13929,10706,10706,-,19202,19202,20850,18805,27327,14072,Upgrade
4,Cash Growth,46.30%,4.63%,-,118.85%,85.17%,62.89%,-,-15.78%,-15.78%,-,-27.46%,-44.24%,-48.65%,-,-29.74%,36.45%,43.02%,13.18%,73.72%,-24.14%,Upgrade
5,Accounts Receivable,114766,137351,109856,112627,123901,123901,-,-,108101,108317,124678,-,112104,-,-,120893,106398,123535,104990,122115,Upgrade
6,Other Receivables,432.39,3119,4928,4527,4380,4380,-,-,2652,4613,3582,-,3416,-,-,9656,3545,3646,6724,7636,Upgrade
7,Receivables,126198,140470,114784,117154,128281,128281,-,-,110753,112930,128260,-,115519,-,-,130549,109943,127182,111714,129752,Upgrade
8,Inventory,14214,13051,16206,11327,11248,11248,-,-,18189,19334,19263,-,11321,-,-,18205,23694,25289,24085,24580,Upgrade
9,Prepaid Expenses,572.84,1009,1130,982.42,914.58,914.58,-,-,1358,2124,2533,-,2206,-,-,2105,2062,2413,3493,3767,Upgrade
10,Other Current Assets,1378,839.75,626.66,5704,5452,5452,-,-,9160,12154,10384,-,4466,-,-,5215,4762,11392,18316,19696,Upgrade
11,Total Current Assets,166790,172839,145775,154899,162591,162591,-,-,148476,156791,174368,-,144219,-,-,175276,161311,185080,184935,191866,Upgrade
12,"Property, Plant & Equipment",33678,34518,37598,41019,44031,44031,-,-,57311,59955,61933,-,65975,-,-,77034,80995,77823,74790,78976,Upgrade
13,Long-Term Investments,-,-,10655,10655,10637,10637,-,-,10882,11160,11160,-,11160,-,-,160,160,160,160,160,Upgrade
14,Long-Term Deferred Tax Assets,258.83,226.56,226.56,168.87,196.37,196.37,-,-,147.3,34.59,14.67,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,5676,5568,5805,5770,5825,5825,-,-,5649,6033,6082,-,5966,-,-,5843,5733,5914,5815,5986,Upgrade
16,Total Assets,206403,213152,200059,212512,223280,223280,-,-,222466,233974,253558,-,227319,-,-,258312,248198,268978,265700,276988,Upgrade
