,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,458.26,388.05,708.39,1099,518.01,591.98,720.5,602.46,468.4,871.34
1,Revenue Growth (YoY),-35.31%,-64.68%,36.75%,85.58%,-28.10%,-1.74%,53.82%,-30.86%,-39.97%,31.50%
2,Cost of Revenue,396.76,310.53,541.44,885.92,421.57,440.94,501.05,445.55,400.98,548.14
3,Gross Profit,61.5,77.52,166.95,212.68,96.44,151.04,219.45,156.91,67.42,323.2
4,"Selling, General & Admin",93.83,96.82,136.7,178.45,178.55,231.08,187.35,190.98,146.31,154.84
5,Operating Expenses,103.04,64.82,168.69,177.87,179.13,230.76,187.66,191.08,146.31,154.84
6,Operating Income,-41.54,12.69,-1.74,34.81,-82.69,-79.73,31.79,-34.17,-78.89,168.36
7,Interest Expense,-6.92,-6.64,-2.1,-0.18,-0.19,-0.18,-0.18,-0.21,-0.05,-0.24
8,Interest & Investment Income,13.31,17.92,13.36,12.4,8.73,7.82,13.58,8.99,12.52,16.29
9,Earnings From Equity Investments,-0.18,-0.35,-0.54,-0.41,-0.65,-0.51,-0.13,-0.04,-,-
10,Currency Exchange Gain (Loss),-,1.57,-,-,-,-0.26,4.86,18.56,-,-
11,Other Non Operating Income (Expenses),15.46,8.85,13.38,-0.15,5.09,8.61,7.62,3.19,-0.56,-6.72
12,EBT Excluding Unusual Items,-19.86,34.05,22.36,46.47,-69.71,-64.24,57.54,-3.67,-66.99,177.69
13,Gain (Loss) on Sale of Investments,0.27,-0.55,5.92,1.68,5.93,6.01,8.92,-9.61,9.61,-6.13
14,Gain (Loss) on Sale of Assets,0.06,-,-,-0.01,0.01,-,-,0.2,-,-
15,Asset Writedown,-,-26.41,-,-11.53,-,-18.91,-,-,-,-
16,Other Unusual Items,-,-,-,-0.01,0.01,-,-,-,-,-
17,Pretax Income,-19.53,7.1,28.28,36.6,-63.76,-77.15,66.46,-13.08,-57.38,171.56
18,Income Tax Expense,-0.45,-1.27,6.2,20.41,-1.67,-2.57,3.66,2.65,-9.54,-11.08
19,Net Income,-19.08,8.37,22.08,16.19,-62.09,-74.58,62.8,-15.73,-47.84,182.64
20,Net Income to Common,-19.08,8.37,22.08,16.19,-62.09,-74.58,62.8,-15.73,-47.84,182.64
21,Net Income Growth,-,-48.34%,-,-,-,-,-,-,-,-
22,Shares Outstanding (Basic),1063,1060,1056,1051,1044,988,1077,1053,1044,1065
23,Shares Outstanding (Diluted),1063,1060,1056,1051,1044,988,1077,1053,1044,1065
24,Shares Change (YoY),0.70%,0.87%,1.11%,6.40%,-3.04%,-6.15%,3.13%,-1.19%,37.85%,65.61%
25,EPS (Basic),-0.02,0.01,0.02,0.02,-0.06,-0.08,0.06,-0.01,-0.05,0.17
26,EPS (Diluted),-0.02,0.01,0.02,0.02,-0.06,-0.08,0.06,-0.01,-0.05,0.17
27,EPS Growth,-,-48.78%,-,-,-,-,-,-,-,-
28,Free Cash Flow,-375.87,-146.39,-150.94,-117.29,-59.77,-37.21,15.58,31.87,-2.98,38.56
29,Free Cash Flow Per Share,-0.35,-0.14,-0.14,-0.11,-0.06,-0.04,0.01,0.03,-0.00,0.04
30,Operating Margin,-9.06%,3.27%,-0.25%,3.17%,-15.96%,-13.47%,4.41%,-5.67%,-16.84%,19.32%
31,Profit Margin,-4.16%,2.16%,3.12%,1.47%,-11.99%,-12.60%,8.72%,-2.61%,-10.21%,20.96%
32,Free Cash Flow Margin,-82.02%,-37.73%,-21.31%,-10.68%,-11.54%,-6.29%,2.16%,5.29%,-0.64%,4.43%
33,EBITDA,-40.2,14.15,1.31,37.38,-79.28,-77.12,33.52,-32.85,-76.94,170.66
34,D&A For EBITDA,1.34,1.46,3.05,2.57,3.41,2.61,1.73,1.32,1.95,2.3
35,EBIT,-41.54,12.69,-1.74,34.81,-82.69,-79.73,31.79,-34.17,-78.89,168.36
