,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,421,686,529,433,343,361,419,442,460,451,514,Upgrade
1,Market Cap Growth,58.61%,58.61%,54.29%,19.91%,-18.28%,-18.37%,-8.82%,-2.00%,-10.53%,-2.91%,-50.87%,Upgrade
2,Enterprise Value,380,625,440,325,251,270,338,355,401,403,455,Upgrade
3,Last Close Price,0.44,0.72,0.57,0.46,0.37,0.39,0.45,0.47,0.48,0.47,0.53,Upgrade
4,PE Ratio,28.51,33.56,24.64,17.58,16.71,19.49,23.17,21.67,21.22,26.53,13.12,Upgrade
5,PS Ratio,1.76,2.98,2.25,1.94,1.63,1.68,2.01,2.30,2.50,2.52,2.50,Upgrade
6,PB Ratio,1.56,2.52,1.67,1.24,0.95,0.98,1.12,1.22,1.30,1.40,1.61,Upgrade
7,P/TBV Ratio,2.56,2.56,1.69,1.26,0.96,0.99,1.13,1.23,1.32,1.42,1.64,Upgrade
8,P/FCF Ratio,8.84,14.40,15.03,16.26,13.78,25.44,62.72,-,11.43,14.73,12.33,Upgrade
9,P/OCF Ratio,12.93,12.93,13.84,11.79,9.29,12.95,14.24,10.64,8.72,9.98,7.16,Upgrade
10,EV/Sales Ratio,1.65,2.71,1.87,1.46,1.19,1.26,1.62,1.85,2.18,2.26,2.21,Upgrade
11,EV/EBITDA Ratio,10.43,17.38,11.71,8.86,8.50,9.14,10.93,9.42,9.20,11.00,8.84,Upgrade
12,EV/EBIT Ratio,18.89,30.86,21.24,18.73,25.43,28.19,30.53,19.80,16.89,23.96,20.32,Upgrade
13,EV/FCF Ratio,7.97,13.12,12.51,12.22,10.09,19.07,50.62,-,9.96,13.17,10.90,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,Upgrade
15,Debt / FCF Ratio,0.01,0.01,0.01,0.01,0.02,0.03,0.08,-,0.31,0.35,0.01,Upgrade
16,Return on Capital Employed (ROCE),7.23%,7.29%,6.40%,4.88%,2.67%,2.55%,2.89%,4.83%,6.60%,5.16%,6.93%,Upgrade
17,Earnings Yield,4.86%,2.98%,4.06%,5.69%,5.99%,5.13%,4.32%,4.62%,4.71%,3.77%,7.62%,Upgrade
18,FCF Yield,11.32%,6.94%,6.65%,6.15%,7.26%,3.93%,1.59%,4.72%,8.75%,6.79%,8.11%,Upgrade
19,Dividend Yield,1.55%,0.95%,1.20%,1.46%,1.81%,1.55%,1.01%,1.71%,1.85%,1.28%,1.49%,Upgrade
20,Buyback Yield / Dilution,10.13%,10.40%,9.88%,3.45%,-,-,-,-,-17.68%,-17.38%,0.33%,Upgrade
21,Total Shareholder Return,11.68%,11.35%,11.08%,4.91%,1.81%,1.55%,1.01%,1.71%,-15.83%,-16.10%,1.81%,Upgrade
