,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,599.87,635.64,825.86,702.74,768.6,1069,1069,1159,1035,1109,551.23,735.36,1876,189.18,-,149.92,-,-,-
1,Short-Term Investments,-,596,-,780,-,760,-,510,-,510,-,260,-,-,-,-,-,-,-
2,Trading Asset Securities,166.3,125.27,10,-,-,10.01,22.01,10,319.2,552.6,669.66,612.79,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,766.17,1357,835.87,1483,768.6,1839,1091,1679,1354,2172,1221,1608,1876,189.18,149.92,149.92,-,-,138.09
4,Cash Growth,-0.32%,-26.21%,-23.41%,-11.69%,-43.26%,-15.32%,-10.61%,4.41%,-27.81%,1047.88%,714.35%,972.66%,-,-,8.56%,-,-,-,-
5,Accounts Receivable,552.15,532.94,675.7,686.72,720.14,559.85,493.8,585.61,597.54,552.93,581.56,626.33,574.48,673.51,-,615.73,-,-,-
6,Other Receivables,36.27,129.93,5.99,95.83,6.42,27.48,11.19,45.85,9.46,29.81,9.3,55.39,115.78,12.38,-,23.99,-,-,-
7,Receivables,588.42,662.87,681.69,782.55,726.56,587.33,504.99,631.46,607,582.74,590.86,681.71,690.26,685.89,-,639.73,-,-,-
8,Inventory,433.41,290.84,294.83,312.39,297.13,240.09,192.5,217.17,240.06,291.48,330,290.69,219.25,216.06,-,194.9,-,-,-
9,Other Current Assets,674.61,250.84,824.09,14.7,952.88,25.78,545.09,12.19,581.02,81.61,343.98,48.5,2.55,75.83,-,10.08,-,-,-
10,Total Current Assets,2463,2561,2636,2592,2745,2692,2334,2540,2783,3127,2486,2629,2788,1167,-,994.63,-,-,-
11,"Property, Plant & Equipment",1954,1970,1913,1858,1769,1702,1710,1699,1590,1530,1380,1401,585.66,591.2,-,370.06,-,-,-
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,136.51,-,-,-,-,-,-
13,Goodwill,69.45,69.77,70.25,70.73,71.21,71.69,72.17,72.65,73.13,73.61,74.09,74.57,-,-,-,-,-,-,-
14,Other Intangible Assets,37.63,100.95,101.01,101.7,102.39,103.07,103.76,104.45,107.32,107.49,36.63,36.8,13.43,12.23,-,11.74,-,-,-
15,Long-Term Deferred Tax Assets,163.95,147.41,130.77,106.72,120.44,102.76,100.45,101.38,84.52,66.85,47.51,40.24,16.11,16.94,-,14.22,-,-,-
16,Long-Term Deferred Charges,84.39,91.65,98.6,103.83,67.29,47.84,49.22,34.38,59.44,64.83,50.75,48.81,48.25,44.61,-,43.96,-,-,-
17,Other Long-Term Assets,153.47,124.05,124.45,129.2,186.85,133.63,137.34,166.71,241.92,283.5,359.28,275.82,241.86,162.75,-,116.61,-,-,-
18,Total Assets,4926,5065,5075,4962,5062,4853,4507,4719,4939,5254,4434,4506,3830,1995,-,1551,-,-,-
19,Accounts Payable,457.23,579.19,339.56,411.73,468.08,339.21,237.62,311.63,1146,871.71,400.97,581.26,402.11,473.91,-,331.2,-,-,-
20,Accrued Expenses,39.99,40.72,42.86,46.54,43.38,45.28,32.15,40.98,33.04,47.09,44.08,48.74,28.14,38.53,-,40.33,-,-,-
21,Short-Term Debt,1142,1143,1204,1101,1128,1211,937.99,929.24,320.99,868.3,377.48,225.52,260.14,239.44,-,244.9,-,-,-
22,Current Portion of Long-Term Debt,133.3,61.56,108.65,90.35,103.04,77.77,-,77.5,89.15,57.5,93.04,62.5,-,5,-,-,-,-,-
23,Current Portion of Leases,-,37.29,-,19.21,-,19.25,-,19.18,-,31.09,-,30.72,-,31.56,-,-,-,-,-
24,Current Income Taxes Payable,8.63,0.14,5.28,0.14,17.33,0.53,15.91,0.42,14.67,0.99,4.22,0.39,2.4,0.91,-,3.96,-,-,-
25,Current Unearned Revenue,4.17,10.57,2.6,2.79,8.55,9.21,16.62,23.85,21.15,13.48,15.1,4.38,0.12,20.24,-,6.15,-,-,-
26,Other Current Liabilities,142.49,86.99,127.22,153.73,138.03,115.36,172.29,133.6,125.2,67.93,83.1,118.35,119.47,121.53,-,64.8,-,-,-
27,Total Current Liabilities,1928,1960,1831,1825,1907,1817,1413,1536,1750,1958,1018,1072,812.38,931.12,-,691.34,-,-,-
28,Long-Term Debt,147.1,197.1,213.4,163.4,194.08,214.75,296.63,353.5,171.88,186.53,140.63,155,47.5,42.5,-,50,-,-,-
29,Long-Term Leases,77.56,80.55,87.78,26.17,29.74,34.54,38.11,42.79,62.31,69.51,75.66,82.63,119.83,93.87,-,-,-,-,-
30,Long-Term Unearned Revenue,39.35,34.21,32.08,27.12,29.58,32.8,26.07,29.68,21.62,32.25,36.61,32.21,33.06,37.39,-,36.1,-,-,-
31,Long-Term Deferred Tax Liabilities,83.67,85.14,86.77,76.65,71.21,71.69,72.17,80.7,73.13,73.61,74.09,74.57,-,-,-,-,-,-,-
32,Total Liabilities,2275,2357,2251,2118,2231,2171,1846,2043,2079,2320,1345,1416,1013,1105,-,777.44,-,-,-
33,Common Stock,168.95,168,120,120,120,120,80,80,80,80,80,80,80,60,-,60,-,-,-
34,Additional Paid-In Capital,1932,1907,1945,1930,1920,1909,1945,1945,1945,1945,1945,1945,1945,69.91,-,69.91,-,-,-
35,Retained Earnings,378.55,462.89,580.83,609.26,595.24,578.82,552.28,568.76,610.61,673,808.63,800.64,792.42,760.11,-,644.81,-,-,-
36,Comprehensive Income & Other,-5.85,-5.37,-4.72,-5.73,-4.08,-6.43,0.03,-4.26,-5.91,-0.66,1.8,1.06,-0.28,-0.21,-,-0.95,-,-,-
37,Total Common Equity,2474,2533,2641,2654,2631,2601,2578,2590,2630,2698,2836,2827,2817,889.82,773.77,773.77,-,-,613.39
38,Minority Interest,176.58,175.44,183.28,190.18,199.57,80.51,84.02,85.77,230.05,236.35,253.04,263.13,-,-,-,-,-,-,-
39,Shareholders' Equity,2650,2708,2824,2844,2831,2682,2662,2675,2860,2934,3089,3090,2817,889.82,773.77,773.77,-,-,613.39
40,Total Liabilities & Equity,4926,5065,5075,4962,5062,4853,4507,4719,4939,5254,4434,4506,3830,1995,-,1551,-,-,-
41,Total Debt,1500,1520,1614,1400,1455,1557,1273,1422,644.33,1213,686.81,556.37,427.47,412.38,294.9,294.9,-,-,42.23
42,Net Cash (Debt),-733.71,-162.8,-778.31,83.09,-686.63,281.68,-181.32,256.85,710.17,958.67,534.08,1052,1449,-223.19,-144.98,-144.98,-,-,95.86
43,Net Cash Growth,-,-,-,-67.65%,-,-70.62%,-,-75.58%,-50.98%,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,-4.34,-0.96,-4.69,0.48,-4.49,1.51,-1.08,1.51,4.21,5.78,3.18,6.30,10.34,-1.77,-1.15,-1.15,-,-,-
45,Filing Date Shares Outstanding,168.95,168,168,168,168,168,168,168,168,168,168,168,168,126,125.94,126,125.79,-,-
46,Total Common Shares Outstanding,168.95,168,168,168,168,168,168,168,168,168,168,168,168,126,125.94,126,125.79,-,-
47,Working Capital,534.88,601.8,805.97,767.37,838.39,874.58,921.41,1003,1033,1169,1468,1557,1976,235.85,-,303.29,-,-,-
48,Book Value Per Share,14.64,15.08,15.72,15.79,15.66,15.48,15.34,15.41,15.65,16.06,16.88,16.83,16.77,7.06,6.14,6.14,-,-,4.87
49,Tangible Book Value,2367,2362,2470,2481,2458,2427,2402,2413,2449,2516,2725,2716,2804,877.59,762.03,762.03,-,-,601.96
50,Tangible Book Value Per Share,14.01,14.06,14.70,14.77,14.63,14.44,14.30,14.36,14.58,14.98,16.22,16.16,16.69,6.96,6.05,6.05,-,-,4.78
51,Buildings,-,1074,-,1067,-,1031,-,1026,-,884.24,-,877.23,-,36.19,-,36.19,-,-,-
52,Machinery,-,1248,-,1116,-,934.51,-,864.78,-,762.9,-,597.15,-,555.82,-,424.9,-,-,-
53,Construction In Progress,-,48.11,-,43.53,-,13.81,-,4.61,-,22.58,-,9.56,-,24.18,-,24.53,-,-,-
