,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1430,1258,2452,1560,1777,1261,2962,1273,3653,3042,2403,3604,2022,2820,-,1976,1964,1924,2719,1973,Upgrade
1,Short-Term Investments,-,-,-,-,0.15,0.15,0.17,-,75.2,75.36,75.37,75.31,40.42,40.42,-,40.42,-,-,-,-,Upgrade
2,Accounts Receivable,2742,2939,2978,2854,2552,2495,2728,2894,2248,2297,3232,2389,1684,2027,-,2831,2098,2275,2239,2073,Upgrade
3,Other Receivables,181.79,150.24,201.67,196.42,281.24,433.23,527.09,523.64,647.46,670.84,658.98,709.62,107.36,122.39,-,74.7,200.35,59.05,58.61,65.18,Upgrade
4,Inventory,789.32,936.66,722.22,999.82,587.19,787.59,746.77,800.31,685.16,837.67,470.32,962.6,656.15,556.68,-,603.29,469.4,435.06,474.35,484.57,Upgrade
5,Prepaid Expenses,-,-,-,-,-,7.27,-,-,-,0.18,-,0.88,-,-,-,-,-,-,-,-,Upgrade
6,Loans Receivable Current,-,40.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,Other Current Assets,1390,1632,1391,1292,1621,1239,1499,1087,1178,857.06,1480,1337,2158,1750,-,1507,1554,1231,1253,1326,Upgrade
8,Total Current Assets,6534,6956,7745,6902,6819,6224,8462,6578,8487,7780,8319,9078,6667,7316,-,7032,6285,5925,6744,5922,Upgrade
9,"Property, Plant & Equipment",25555,25384,25124,23783,22970,22905,23046,21985,21678,21664,21757,21970,22021,21941,-,20640,19658,19891,19847,20152,Upgrade
10,Other Intangible Assets,1612,1629,1617,1586,1551,1538,1555,1476,1477,1488,1501,1504,1476,1455,-,1409,963.9,965.47,969.31,974.64,Upgrade
11,Long-Term Investments,4547,5456,5316,5304,5442,5363,5326,5408,5270,5224,5154,5134,5898,6146,-,6069,5541,5405,5307,5239,Upgrade
12,Long-Term Deferred Tax Assets,544.09,567.51,553.5,571.9,541.83,542.69,535.46,585.8,536.7,580.02,576.07,576.28,87.54,58.87,-,49.37,52.29,47.2,34.18,34.28,Upgrade
13,Long-Term Deferred Charges,69.8,62.41,62,58.06,35.97,64.37,67.45,65.87,38.38,37.99,38.24,24.74,21.42,48.04,-,41.1,33.27,32.7,27.19,29.57,Upgrade
14,Other Long-Term Assets,1334,371.2,307.61,282.25,519.4,449.13,370.9,493.41,390.7,346.54,238.29,240.79,511.59,512.77,-,512.04,13.2,16.95,2.51,6.26,Upgrade
15,Total Assets,40196,40426,40726,38487,37879,37086,39363,36592,37878,37121,37584,38528,36684,37478,-,35753,32546,32283,32931,32358,Upgrade
16,Accounts Payable,2156,2753,2680,2605,1551,1542,2275,2461,2063,2025,2083,2511,2469,2145,-,2177,1901,1791,2025,1996,Upgrade
17,Accrued Expenses,169.19,167.52,134.43,172.96,113.38,135.95,89.73,164.79,319.71,232.6,261.29,417.38,225.65,219.86,-,438.19,255.95,313.08,189.85,277.09,Upgrade
