,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,377,246,118,82,77,27,24,33,19,13,26,27,26,44,69,76,49,51,71,30,65,Upgrade
1,Market Cap Growth,823.08%,823.08%,397.84%,150.00%,298.94%,104.72%,-9.41%,20.75%,-24.80%,-70.12%,-62.22%,-64.27%,-47.37%,-15.00%,-2.41%,154.29%,-25.00%,-36.17%,-33.60%,-75.69%,-53.66%,Upgrade
2,Enterprise Value,339,248,120,80,75,19,16,23,9,19,32,41,39,50,76,77,50,48,68,24,59,Upgrade
3,Last Close Price,3.67,2.40,1.15,0.80,0.75,0.26,0.23,0.32,0.19,0.13,0.26,0.27,0.25,0.51,0.81,0.89,0.57,0.60,0.83,0.35,0.76,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-3.64,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,53.92,35.26,14.39,10.46,8.11,2.93,3.37,5.95,3.80,1.88,3.70,3.20,2.72,4.87,7.97,11.10,11.33,5.91,-,1.31,1.98,Upgrade
6,PB Ratio,-12.69,-12.69,-6.08,-5.90,-5.53,-3.79,-11.18,-15.49,142.94,96.56,5.63,5.85,-,20.37,7.85,8.63,-,2.96,2.25,0.95,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,16.15,10.91,4.51,4.69,-,14.09,7.37,8.10,-,3.11,2.05,0.87,-,Upgrade
8,P/FCF Ratio,10.58,6.92,7.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,6.92,6.92,7.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,48.55,35.53,14.65,10.21,7.90,2.06,2.24,4.10,1.79,2.68,4.52,4.81,4.17,5.58,8.71,11.24,11.57,5.51,-,1.03,1.79,Upgrade
11,EV/FCF Ratio,9.53,6.97,7.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-0.91,-0.91,-0.91,-1.25,-1.25,-2.40,-7.06,-7.06,129.77,129.77,4.03,4.03,-,10.86,2.61,2.61,-,1.29,1.26,1.26,-,Upgrade
13,Debt / FCF Ratio,0.50,0.50,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Asset Turnover,0.14,0.22,0.33,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Inventory Turnover,-,-,-,123.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Quick Ratio,0.79,0.79,0.79,1.12,1.12,1.48,-,1.99,-,2.23,-,0.90,-,0.75,-,1.11,-,1.92,-,1.60,-,Upgrade
17,Current Ratio,0.95,0.95,0.95,1.12,1.12,1.48,-,1.99,-,2.23,-,2.33,-,1.07,-,1.51,-,1.92,-,1.86,-,Upgrade
18,Return on Equity (ROE),-,-,-,-,-,-,-,-9899.26%,-453.70%,-274.33%,-,-,-326.55%,-166.78%,-,-,-145.52%,-87.85%,-,-,Upgrade,
19,Return on Assets (ROA),-19.23%,-31.38%,-42.12%,-33.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),-,-1478.57%,-182.18%,-94.14%,-14.10%,-69.69%,-41.80%,-40.70%,-27.29%,-29.06%,-,-,-36.29%,-27.20%,-,-,-37.64%,-21.65%,-,-,Upgrade,
21,Earnings Yield,-5.00%,-7.64%,-12.42%,-15.56%,-11.71%,-32.40%,-41.12%,-27.49%,-66.06%,-93.57%,-51.40%,-50.66%,-59.32%,-33.89%,-26.79%,-28.23%,-65.26%,-84.69%,-60.44%,-138.53%,-49.91%,Upgrade
22,FCF Yield,9.45%,14.46%,12.76%,-6.68%,-3.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-,-,-,-,-,-,-0.17%,-3.18%,-20.00%,-20.00%,-19.80%,-16.30%,-,0.00%,-,-,-,-,-,-,Upgrade,
24,Total Shareholder Return,-,-,-,-,-,-,-0.17%,-3.18%,-20.00%,-20.00%,-19.80%,-16.30%,-,0.00%,-,-,-,-,-,-,Upgrade,
