,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+8 Quarters
0,Market Capitalization,22,29,23,18,20,26,17,19,24,27,32,32,44,44,33,36,34,45,52,320,68,Upgrade
1,Market Cap Growth,12.50%,12.50%,38.10%,-2.13%,-16.67%,-5.88%,-47.50%,-40.51%,-44.95%,-38.18%,-2.44%,-11.24%,29.76%,-1.79%,-37.40%,-88.88%,-50.59%,-27.74%,-28.80%,128.57%,-,Upgrade
2,Enterprise Value,40,40,35,30,32,37,28,27,32,36,41,36,48,43,32,35,33,44,52,315,63,Upgrade
3,Last Close Price,0.54,0.72,0.58,0.46,0.50,0.64,0.42,0.47,0.60,0.68,0.80,0.79,1.09,1.10,0.82,0.89,0.84,1.12,1.31,8.00,1.70,Upgrade
4,PE Ratio,-,-,-,-,-,-3.27,-1.57,-,-,-,-,-,-,-7.28,-4.06,-,-,-,-92.58,-,-,Upgrade
5,PS Ratio,0.97,1.33,0.55,0.27,0.24,0.29,0.21,0.28,0.28,0.20,0.17,0.14,0.17,0.18,0.14,0.15,0.14,0.16,0.16,0.91,0.17,Upgrade
6,PB Ratio,0.88,1.18,0.79,0.63,0.68,0.62,0.42,0.47,0.49,0.55,0.62,0.61,-,0.79,0.59,0.65,-,0.73,0.84,5.11,-,Upgrade
7,P/TBV Ratio,1.45,1.45,0.96,0.76,0.83,0.62,0.42,0.47,0.49,0.55,0.62,0.61,-,0.79,0.59,0.65,-,0.73,0.84,5.11,-,Upgrade
8,P/FCF Ratio,-,-,-,55.76,121.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,19.55,42.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.81,1.86,0.84,0.44,0.38,0.42,0.35,0.40,0.38,0.27,0.22,0.16,0.19,0.17,0.14,0.15,0.14,0.16,0.16,0.90,0.16,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-7.74,-3.56,-,-,-,-,-,-,-11.81,-4.86,-,-,-,65.04,-,12.43,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-5.02,-2.67,-,-,-,-,-,-,-7.00,-3.49,-,-,-,-42.52,-,-,Upgrade
13,EV/FCF Ratio,-6.07,-,-,91.88,193.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.80,0.80,0.41,0.41,0.41,0.30,0.30,0.30,0.20,0.20,0.21,0.21,-,0.10,0.04,0.04,-,0.02,0.01,0.01,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,2.10,2.17,-,-,-,-,-,-,1.58,0.61,-,-,-,0.36,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,36.74,73.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,-,-,0.51,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,1.60,1.60,-,1.84,1.84,2.57,-,2.57,-,3.45,-,3.14,-,3.20,-,5.62,-,9.62,-,13.98,-,Upgrade
19,Current Ratio,1.70,1.70,-,1.95,1.95,2.58,-,2.64,-,3.46,-,3.16,-,3.22,-,5.86,-,9.91,-,14.09,-,Upgrade
20,Return on Equity (ROE),-48.07%,-32.68%,-81.70%,-67.84%,6.89%,6.06%,-66.13%,-14.39%,-17.48%,-5.62%,-,-,1.28%,0.54%,-,-,-11.98%,4.04%,-,-,Upgrade,
21,Return on Assets (ROA),-,-,-29.65%,-26.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),-18.08%,-13.51%,-35.96%,-31.30%,4.11%,3.63%,-32.66%,-7.23%,-9.36%,-3.91%,-,-,0.90%,0.57%,-,-,-10.95%,0.02%,-,-,Upgrade,
23,Return on Capital Employed (ROCE),-,-,-,-,-,-17.75%,-,-,-,-,-,-,-,-11.11%,-,-,-,-,-,-,-,Upgrade
24,Earnings Yield,-77.56%,-61.09%,-58.88%,-57.95%,-60.19%,-30.55%,-63.87%,-64.18%,-29.20%,-23.25%,-12.30%,-9.91%,-12.27%,-13.73%,-24.63%,-21.12%,-16.44%,-8.66%,-1.08%,0.54%,-3.99%,Upgrade
25,FCF Yield,-30.59%,-22.94%,-13.53%,1.79%,0.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.31%,-33.33%,Upgrade,
27,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.31%,-33.33%,Upgrade,
