,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4600014,4453127,4293374,4626194,4140277,4792604,4772634,4040431,2866734,4983413,6737777,5561845,4233358,3642214,4347773,2892159,3165484,2434499,2123036,1595455,2911228,Upgrade
1,Market Cap Growth,-7.08%,-7.08%,-10.04%,14.50%,44.42%,-3.83%,-29.17%,-27.35%,-32.28%,36.82%,54.97%,92.31%,33.73%,49.61%,104.79%,81.27%,8.73%,-26.48%,-39.28%,-52.11%,-18.05%,Upgrade
2,Enterprise Value,6230233,6060598,6176892,6443172,5890070,6675366,6512137,5928418,4361554,6279300,8732436,7523615,6308651,5835150,6167315,4688863,4111622,3290585,3112478,2301112,3838214,Upgrade
3,Last Close Price,17250.00,16476.85,15885.76,17117.21,15319.29,17128.75,17057.38,14440.49,10729.26,18025.42,24371.11,20117.66,15312.41,12819.09,15302.37,10179.21,11141.20,8190.97,7143.04,5059.47,9232.02,Upgrade
4,PE Ratio,118.17,114.42,-,-126.14,-,32.19,-,7.22,4.25,8.02,13.79,20.48,32.88,-,20.30,12.99,15.66,7.77,4.98,2.92,4.14,Upgrade
5,Forward PE,19.54,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,Upgrade
6,PS Ratio,0.99,0.96,0.97,1.08,0.93,1.07,1.03,0.84,0.59,1.04,1.59,1.39,1.21,1.08,1.23,0.87,0.92,0.63,0.51,0.36,0.65,Upgrade
7,PB Ratio,1.61,1.56,1.49,1.61,1.45,1.61,1.60,1.33,0.99,1.72,2.42,2.19,1.81,1.51,1.80,1.21,1.36,1.03,0.91,0.66,1.22,Upgrade
8,P/TBV Ratio,1.77,1.77,1.69,1.84,1.66,1.82,1.81,1.51,1.13,1.96,2.78,2.42,2.02,1.68,2.00,1.34,1.52,1.14,1.02,0.73,1.36,Upgrade
9,P/FCF Ratio,11.49,-,8.32,24.65,-,-22.13,-,-,-,-,11.05,26.89,343.15,-6.17,-,-,-,-,-13.29,-,-27.92,Upgrade
10,P/OCF Ratio,8.51,-,6.93,18.73,-,-30.89,-,-,-,-,7.49,11.56,16.90,33.35,-,-,-,9.02,23.86,-,8.88,Upgrade
11,EV/Sales Ratio,1.34,1.30,1.40,1.50,1.33,1.49,1.41,1.23,0.89,1.31,2.07,1.88,1.81,1.73,1.75,1.41,1.20,0.85,0.74,0.53,0.86,Upgrade
12,EV/EBITDA Ratio,19.47,18.86,21.96,30.21,21.91,17.61,12.55,7.08,4.57,6.96,12.07,15.08,18.62,17.53,15.83,12.78,12.36,7.06,5.29,3.30,4.43,Upgrade
