,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,1341021,1193413,1016009,1110809,1098821,1074294,1155198,1144279,1238682,1294518,1219168,1057900,655800,1074368,705859,935109,808297,884093,811165,1378694,Upgrade
1,Revenue Growth (YoY),22.04%,11.09%,-12.05%,-2.92%,-11.29%,-17.01%,-5.25%,8.17%,88.88%,20.49%,72.72%,13.13%,-18.87%,21.52%,-12.98%,-32.17%,-28.31%,-16.95%,-10.89%,-0.33%,Upgrade
2,Cost of Revenue,1168357,1045599,914754,999639,1014020,1026113,951900,909115,951858,839825,860306,854050,586791,936211,563561,768818,701232,794134,689809,1074556,Upgrade
3,Gross Profit,172664,147813,101255,111170,84801,48181,203298,235164,286824,454693,358861,203850,69009,138157,142298,166291,107065,89959,121356,304138,Upgrade
4,"Selling, General & Admin",102250,95051,52673,71534,53654,65810,73135,88531,118479,154567,110837,110639,79549,92877,54366,74205,51753,48000,67866,73524,Upgrade
5,Operating Expenses,102250,95051,52673,71534,53654,65810,73135,88531,118479,154567,110837,110639,79549,92877,54366,74205,51753,48000,67866,73524,Upgrade
6,Operating Income,70414,52763,48582,39636,31147,-17629,130164,146633,168345,300126,248024,93211,-10541,45280,87932,92085,55312,41959,53490,230614,Upgrade
7,Interest Expense,-20471,-26566,-22402,-40143,-29299,-42983,-32525,-39641,-25779,-24312,-21905,-36326,-18036,-28939,-21239,-20546,-13349,-16573,-13754,-14980,Upgrade
8,Interest & Investment Income,566.31,16490,1348,-,3197,5267,6263,-,11377,10613,8064,-,7190,5831,5101,-,8194,6454,10774,6039,Upgrade
9,Earnings From Equity Investments,-,-2091,-,-2034,-,-1989,-,42.8,-,-97.37,-,286.88,-,-178.53,-,-269.66,-,-22.67,-,-,Upgrade
10,Currency Exchange Gain (Loss),-6448,4747,1700,-12678,-1580,-300.75,-1164,-41522,-19358,-16211,1068,3755,532.32,116,540.01,13.97,-140.29,-866.02,33.55,-749.49,Upgrade
11,Other Non Operating Income (Expenses),-8184,-47039,1316,6187,3460,5097,4465,51435,2988,1234,1948,4584,2175,3309,3792,25794,1666,-441.22,1300,9805,Upgrade
12,EBT Excluding Unusual Items,35877,-1696,30544,-9033,6926,-52537,107203,116947,137573,271353,237200,65511,-18680,25419,76127,97078,51683,30509,51843,230728,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-313.65,-,-679.57,-,18.07,-,1091,-,-2649,-,-1153,-2036,-9326,-,-869.21,-90.1,-2527,Upgrade
14,Gain (Loss) on Sale of Assets,1229,-1762,533.43,306.87,168.66,40.91,536.34,1649,-,51.84,1159,397.11,-,459.9,-24.96,288.01,-,117.03,15.94,18422,Upgrade
15,Other Unusual Items,-,627.3,-627.3,10219,-,1406,254.16,7622,-,-947.27,-,8071,-,3,-3,10315,-,8076,-8,793.84,Upgrade
16,Pretax Income,37106,-2831,30451,1179,7094,-51769,107993,126236,137573,271549,238359,71330,-18680,24728,74063,98355,51683,37833,51761,247418,Upgrade
17,Income Tax Expense,9230,-543.41,13548,4353,6055,-725.21,15623,19710,17671,30861,31729,16963,-5510,986.49,10263,11701,11660,5699,8401,49728,Upgrade
18,Earnings From Continuing Operations,27876,-2287,16903,-3174,1039,-51044,92371,106526,119902,240688,206630,54367,-13169,23742,63800,86654,40023,32134,43360,197690,Upgrade
19,Net Income,27876,-2287,16903,-3174,1039,-51044,92371,106526,119902,240688,206630,54367,-13169,23742,63800,86654,40023,32134,43360,197690,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Common,27876,-2287,16903,-3574,1039,-51044,92371,106526,119902,240688,206630,54367,-13169,23742,63800,86654,40023,32134,43360,197690,Upgrade
22,Net Income Growth,2583.01%,-,-81.70%,-,-99.13%,-,-55.30%,95.94%,-,913.77%,223.87%,-37.26%,-,-26.12%,47.14%,-56.17%,-73.81%,-78.96%,-78.41%,-33.35%,Upgrade
23,Shares Outstanding (Basic),267,266,266,259,260,267,266,254,254,254,254,254,253,254,254,254,254,254,254,254,Upgrade
24,Shares Outstanding (Diluted),267,266,266,259,260,267,266,254,254,254,254,254,253,254,254,254,254,254,254,254,Upgrade
25,Shares Change (YoY),2.70%,-0.30%,-,1.85%,2.14%,4.82%,4.72%,0.02%,0.41%,0.01%,-,0.02%,-0.34%,-,-,0.02%,0.03%,0.07%,0.12%,1.94%,Upgrade
26,EPS (Basic),104.50,-8.61,63.48,-13.80,4.00,-191.50,346.92,419.00,471.50,946.50,812.69,213.88,-52.00,93.38,250.93,340.95,157.50,126.38,170.54,777.98,Upgrade
27,EPS (Diluted),104.50,-8.71,63.48,-13.90,4.00,-191.50,346.92,419.00,471.50,946.50,812.50,213.88,-52.00,93.38,250.93,340.63,157.50,126.38,170.50,777.98,Upgrade
28,EPS Growth,2512.50%,-,-81.70%,-,-99.15%,-,-57.30%,95.91%,-,913.63%,223.80%,-37.21%,-,-26.12%,47.17%,-56.22%,-73.82%,-78.97%,-78.44%,-34.67%,Upgrade
29,Free Cash Flow,-,251213,159100,-30288,136247,-77422,-154591,-120847,-158822,220254,49944,97790,241818,-182717,-144553,-504697,-64708,227527,-292648,162869,Upgrade
30,Free Cash Flow Per Share,-,945.28,597.55,-116.97,524.54,-290.46,-580.61,-475.33,-624.55,866.15,196.43,384.70,954.84,-718.64,-568.54,-1985.77,-254.64,894.87,-1151.00,640.95,Upgrade
31,Dividend Per Share,-,-,-,250.000,-,-,-,500.000,-,-,-,500.000,-,-,-,500.000,-,-,-,500.000,Upgrade
32,Dividend Growth,-,-,-,-50.00%,-,-,-,0%,-,-,-,0%,-,-,-,0%,-,-,-,233.33%,Upgrade
