,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,72362,31916,41273,39671,29818,32004,30713,31054,52491,14382,29778,42701,8312,29241,63510,43799,38051,108603,9450,24590,Upgrade
1,Short-Term Investments,60105,67465,2300,11600,186130,201100,285170,357810,610030,845680,38750,646490,40750,6000,38550,321370,405300,313600,393869,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,565.61,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,132468,99381,43573,51271,215948,233104,315883,388864,662521,860062,68528,689191,49062,35807,102060,365169,443351,422203,403318,24590,Upgrade
4,Cash Growth,-38.66%,-57.37%,-86.21%,-86.82%,-67.41%,-72.90%,360.95%,-43.58%,1250.37%,2301.95%,-32.85%,88.73%,-88.93%,-91.52%,-74.69%,1385.05%,-11.32%,-33.51%,-25.24%,-95.28%,Upgrade
5,Accounts Receivable,430674,403632,321292,317510,332362,267475,345027,377290,322095,339062,464263,319119,227995,469291,272708,320388,265418,275135,384535,393990,Upgrade
6,Other Receivables,22755,-10930,19734,19239,22383,22789,30909,21219,26970,24414,26662,23160,19461,12782,20597,25701,14483,5655,11477,9262,Upgrade
7,Receivables,453429,392702,342025,337749,355745,291264,378736,401610,353765,366075,491626,342279,247456,482074,293305,346093,279911,280808,396030,403280,Upgrade
8,Inventory,2007151,2126920,2309003,2346799,2448137,2622566,2666340,2333300,2305319,1962960,1698423,1779610,1832286,1915413,1988419,1900267,1838316,1692315,1809164,1583402,Upgrade
9,Prepaid Expenses,22033,18413,17946,20786,22330,23265,23484,25912,27665,19394,10192,11362,9429,12758,7194,8864,6865,4356,6387,7197,Upgrade
10,Other Current Assets,123075,110542,208760,193999,155066,130759,123225,105415,111040,187315,838993,94101,754791,638204,479300,163417,85933,78994,83443,672019,Upgrade
