,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+12 Quarters
,Period Ending,"Feb '25 Feb 27, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+12 Quarters
0,Market Capitalization,200,280,280,138,126,122,127,134,120,116,120,110,125,114,131,130,132,111,116,126,126,Upgrade
1,Market Cap Growth,128.76%,128.76%,120.13%,3.59%,5.33%,5.52%,6.00%,21.01%,-3.85%,1.40%,-8.54%,-15.34%,-5.45%,2.88%,13.10%,3.16%,4.43%,-13.66%,-15.20%,-14.59%,-21.00%,Upgrade
2,Enterprise Value,105,210,210,47,35,56,61,60,46,72,76,88,102,91,108,117,118,85,89,105,105,Upgrade
3,Last Close Price,0.25,0.33,0.33,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.11,0.10,0.12,0.11,0.11,0.11,0.11,0.09,0.09,0.10,0.10,Upgrade
4,PE Ratio,13.02,18.23,16.28,7.79,5.24,5.20,5.82,6.31,4.47,4.08,4.16,4.34,7.77,5.47,6.32,6.71,7.18,14.27,-,17.59,16.04,Upgrade
5,PS Ratio,0.56,0.78,0.80,0.42,0.38,0.35,0.34,0.33,0.26,0.25,0.25,0.23,0.26,0.24,0.27,0.28,0.31,0.27,0.29,0.31,0.31,Upgrade
6,PB Ratio,1.24,1.74,1.74,0.89,0.78,0.76,0.85,0.89,-,0.76,0.83,0.76,-,0.82,0.99,0.98,-,0.95,1.04,1.13,-,Upgrade
7,P/TBV Ratio,1.74,1.74,1.74,0.89,0.78,0.76,0.85,0.89,-,0.76,0.83,0.76,-,0.82,0.99,0.98,-,0.95,1.04,1.13,-,Upgrade
8,P/FCF Ratio,10.98,11.66,23.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,15.04,11.57,23.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.29,0.59,0.60,0.14,0.11,0.16,0.16,0.15,0.10,0.15,0.16,0.18,0.21,0.19,0.22,0.25,0.28,0.20,0.22,0.25,0.26,Upgrade
11,EV/EBITDA Ratio,7.55,15.29,13.23,-,2.02,3.24,3.64,3.80,1.79,2.58,2.58,2.91,8.39,5.03,6.69,-,5.38,8.68,-,11.07,10.61,Upgrade
12,EV/EBIT Ratio,8.68,16.61,14.08,-,2.12,3.41,3.90,4.10,1.88,2.70,2.70,3.04,9.39,5.47,7.30,-,5.81,10.63,-,14.26,13.75,Upgrade
13,EV/FCF Ratio,5.75,8.76,17.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.03,0.03,0.05,0.05,-,0.02,0.02,0.02,-,0.03,0.05,0.05,-,0.11,0.01,0.01,-,Upgrade
15,Debt / EBITDA Ratio,0.13,0.10,0.10,-,0.18,0.15,1.41,0.51,-,0.11,3.21,0.06,-,0.15,1.42,-,-,0.57,-,0.11,-,Upgrade
16,Debt / FCF Ratio,0.10,0.08,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.72,1.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,3.03,3.03,3.03,3.01,-,3.24,-,3.11,-,2.59,-,2.56,-,3.74,-,2.53,-,1.79,-,2.67,-,Upgrade
19,Current Ratio,3.72,3.72,3.72,3.88,-,4.00,-,3.85,-,3.22,-,3.20,-,4.94,-,3.27,-,2.72,-,3.56,-,Upgrade
20,Return on Equity (ROE),11.37%,11.54%,1.03%,14.39%,16.46%,13.69%,-,-,12.76%,12.31%,-,-,15.26%,3.18%,-,-,17.65%,-0.94%,-,-,Upgrade,
21,Return on Assets (ROA),4.91%,5.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),6.59%,6.68%,-2.15%,8.28%,10.17%,1.67%,-,-,9.41%,0.01%,-,-,12.80%,1.59%,-,-,11.05%,-2.14%,-,-,Upgrade,
23,Return on Capital Employed (ROCE),7.80%,7.82%,9.22%,-,-,10.07%,-,9.56%,-,17.03%,-,19.64%,-,11.73%,-,-,-,6.78%,-,6.53%,-,Upgrade
