,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+13 Quarters
0,Revenue,1761,25653,33564,53553,72285,44359,79704,14217,72285,29569,108934,17942,9384,12167,3297,6528,10935,46958,44679,99359,Upgrade
1,Revenue Growth (YoY),-97.56%,-42.17%,-57.89%,276.68%,0%,50.02%,-26.83%,-20.76%,670.32%,143.03%,3203.88%,174.83%,-14.19%,-74.09%,-92.62%,-93.43%,-78.24%,-32.97%,14943.58%,49579.61%,Upgrade
2,Cost of Revenue,1943,24916,33145,53470,72000,44049,79080,14064,72000,29319,108029,17793,9212,12241,3484,6747,11036,46092,43300,98657,Upgrade
3,Gross Profit,-182.5,737.33,418.96,82.88,285.47,309.67,624.06,153.26,285.47,249.75,904.75,148.94,171.54,-73.77,-186.51,-219.14,-100.51,865.24,1380,702.71,Upgrade
4,"Selling, General & Admin",43.54,303.68,144.71,24.36,318.74,167.97,203.02,158.21,318.74,340.6,375.22,203.45,215.59,175.49,535.36,581.58,588.49,908.86,717.53,290,Upgrade
5,Operating Expenses,43.54,303.68,144.71,24.36,318.74,167.97,203.02,158.21,318.74,340.6,375.22,203.45,215.59,175.49,535.36,581.58,588.49,908.86,717.53,290,Upgrade
6,Operating Income,-226.04,433.65,274.25,58.52,-33.27,141.7,421.04,-4.95,-33.27,-90.84,529.53,-54.51,-44.04,-249.25,-721.87,-800.72,-689.01,-43.62,662,412.71,Upgrade
7,Interest Expense,-40.5,-332.72,-437.75,-203.64,-27.6,-229.48,-425.1,-318.58,-27.6,-27.65,-27.3,-,-71.98,-,-44.7,-50.15,-51.28,-57.3,-163.85,-47.19,Upgrade
8,Interest & Investment Income,881.63,433.55,428.67,593.07,171.93,533.14,583.29,359.38,171.93,171.71,169.81,174.71,3000,0,0.01,0,0.02,0.1,349.62,63.71,Upgrade
9,Other Non Operating Income (Expenses),-744.56,1.34,-,-8.44,-16.78,-11.5,-,-0.03,-16.78,-,-,-31.04,-0.02,-0.15,-152.99,-,-0.06,239.2,-0.21,-0.37,Upgrade
10,Pretax Income,-129.47,535.81,265.17,439.52,94.28,433.85,579.23,35.82,94.28,53.22,672.04,89.16,2884,-249.4,-919.54,-850.87,-740.33,138.37,847.56,428.85,Upgrade
11,Income Tax Expense,-34.32,107.16,53.03,87.9,56.21,46.76,116.4,7.16,56.21,10.64,152.44,-,-109.5,-,244.38,-,-125.86,23.52,144.12,72.9,Upgrade
