,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+10 Quarters
0,Market Capitalization,15,29,21,44,18,20,18,21,22,33,28,34,39,54,59,141,422,317,334,343,182,Upgrade
1,Market Cap Growth,44.04%,44.04%,19.42%,111.98%,-17.38%,-40.00%,-37.50%,-38.31%,-43.82%,-38.21%,-52.59%,-75.94%,-90.73%,-82.92%,-82.24%,-58.97%,132.09%,98.00%,106.42%,269.83%,56.90%,Upgrade
2,Enterprise Value,39,28,20,43,23,25,23,30,42,54,49,64,70,115,120,197,478,382,401,340,179,Upgrade
3,Last Close Price,0.21,0.49,0.36,0.78,0.32,0.38,0.40,0.47,0.50,0.76,0.64,0.77,0.89,1.23,1.35,3.20,9.60,7.20,7.60,7.80,4.55,Upgrade
4,PE Ratio,0.30,0.68,1.53,-,-,-,-,-,-,-,-,-,-6.07,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.74,-6.95,40.39,9.61,2.95,2.65,1.97,1.88,1.74,2.44,2.16,2.52,2.75,3.49,3.68,9.50,29.06,21.24,19.72,18.30,10.01,Upgrade
6,PB Ratio,-1.22,-1.22,-0.88,-5.16,-2.12,-0.41,-,-2.84,-3.39,-5.15,-,-8.57,-10.05,-13.89,-,59.04,139.54,104.66,-,36.45,21.72,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.63,160.30,120.23,-,41.25,24.69,Upgrade
8,P/FCF Ratio,-,11.12,46.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,9.75,33.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,11.84,-,-,9.40,3.79,3.34,2.55,2.71,3.35,3.93,3.74,4.75,4.88,7.43,7.43,13.31,32.89,25.63,23.65,18.13,9.83,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-28.92,-23.57,-,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-7.86,10.70,44.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-1.01,-1.01,-1.01,-0.12,-0.12,-0.33,-,-0.27,-0.42,-0.42,-,-1.17,-1.68,-1.68,-,5.05,3.93,3.93,-,1.48,0.13,Upgrade
14,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,5.32,33.13,-,-,-,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,9.27,53.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,-,-,0.72,1.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Inventory Turnover,16.18,-,-,2.28,4.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Quick Ratio,0.19,0.19,0.19,0.22,0.22,0.16,-,0.28,-,0.07,-,0.21,-,0.17,-,0.24,-,0.22,-,0.47,-,Upgrade
19,Current Ratio,0.21,0.21,0.21,0.45,0.45,0.21,-,0.29,-,0.15,-,0.24,-,0.23,-,0.28,-,0.33,-,0.53,-,Upgrade
20,Return on Equity (ROE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60.75%,-30.00%,-,-,-49.31%,-22.67%,Upgrade,
21,Return on Assets (ROA),-72.78%,-38.30%,-28.56%,-41.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),-1862.01%,-,-,-,-,-,-,-,-,-,-9.43%,-30.77%,-,-,-16.02%,-11.47%,-,-,-14.76%,-9.43%,Upgrade,
23,Earnings Yield,274.62%,146.38%,65.42%,-17.77%,-43.28%,-41.50%,-17.07%,-16.03%,-14.93%,-7.65%,-20.96%,-18.19%,-16.47%,-12.42%,-11.21%,-4.62%,-1.69%,-2.34%,-1.18%,-1.12%,-1.67%,Upgrade
24,FCF Yield,-33.70%,8.99%,2.15%,-3.49%,-4.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Buyback Yield / Dilution,-25.22%,-15.70%,-31.13%,-27.66%,-27.66%,-13.34%,-,-,-,-,-,-,-,-0.01%,-,-4.82%,-10.00%,-9.99%,-10.00%,-4.95%,-,Upgrade
26,Total Shareholder Return,-25.22%,-15.70%,-31.13%,-27.66%,-27.66%,-13.34%,-,-,-,-,-,-,-,-0.01%,-,-4.82%,-10.00%,-9.99%,-10.00%,-4.95%,-,Upgrade
